Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"McDonald, Ray",SF,14,39,25,14,3.0,22,0,0,0,0,1,0,0,0,0,2.5,7.5
"Baker, Chris",WSH,15,39,24,15,1.0,3,0,0,0,0,0,0,0,0,0,3.5,5.5
"Young, Willie",CHI,15,39,28,11,10.0,65,0,0,0,0,1,0,0,2,0,3.0,10.0
"Maxwell, Byron",SEA,13,39,35,4,0.0,0,2,23,0,21,1,1,0,12,0,0.0,0.0
"Robinson, Josh",MIN,16,39,37,2,0.0,0,3,22,0,23,0,0,0,8,0,0.0,0.0
"Mingo, Barkevious",CLE,15,39,24,15,2.0,8,0,0,0,0,0,1,0,3,0,2.0,11.5
"Short, Kawann",CAR,16,39,20,19,3.5,20,0,0,0,0,1,2,0,2,0,3.0,7.0
"Jones, Abry",JAX,16,39,23,16,3.0,13,0,0,0,0,1,0,0,1,0,1.5,1.5
"Dumervil, Elvis",BAL,16,38,28,10,17.0,128,0,0,0,0,2,1,0,1,0,0.0,0.0
"Trusnik, Jason",MIA,16,38,25,13,0.0,0,1,0,0,0,0,2,0,2,0,2.5,3.5
"Rodgers-Cromartie, Dominique",NYG,16,38,36,2,0.0,0,2,26,0,16,0,0,0,12,0,1.0,2.0
"Hayden, Nick",DAL,16,38,17,21,0.0,0,0,0,0,0,0,0,0,1,0,3.0,5.0
"Wake, Cameron",MIA,16,38,32,6,11.5,60,0,0,0,0,3,1,0,3,0,1.0,3.0
"Bennett, Michael",SEA,16,38,26,12,7.0,38,0,0,0,0,1,0,0,0,0,10.5,26.5
"Irvin, Bruce",SEA,15,38,24,14,6.5,46,2,84,2,49,1,0,0,3,0,4.0,11.0
"Mathieu, Tyrann",ARZ,13,38,35,3,0.0,0,1,9,0,9,0,1,0,4,0,2.0,5.0
"Reid, Eric",SF,15,38,31,7,0.0,0,3,138,0,73,0,0,0,7,0,0.0,0.0
"Ratliff, Jeremiah",CHI,11,37,21,16,6.5,31,0,0,0,0,0,0,0,0,0,2.0,2.0
"Manning, Danieal",HOU,16,37,25,12,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Mincey, Jeremy",DAL,16,37,20,17,6.0,47,0,0,0,0,1,1,0,0,0,3.5,12.5
"Walden, Erik",IND,15,37,25,12,6.0,30,0,0,0,0,1,0,0,0,0,2.0,7.0
"Berry, Eric",KC,6,37,32,5,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Coples, Quinton",NYJ,16,37,26,11,6.5,42,0,0,0,0,1,0,0,0,0,5.5,26.0
"Spence, Akeem",TB,16,37,27,10,3.0,16,0,0,0,0,0,2,0,0,0,2.5,5.5
"Joyner, Lamarcus",STL,10,37,32,5,1.0,6,0,0,0,0,0,0,0,2,0,0.0,0.0
"Williams, Marcus",NYJ,8,37,29,8,0.0,0,1,1,0,1,0,0,0,7,0,1.0,1.0
"Clemons, Chris",JAX,16,36,27,9,8.0,53,0,0,0,0,4,1,0,3,0,1.0,1.0
"Dunbar, Jo-Lonn",STL,16,36,29,7,0.0,0,0,0,0,0,0,0,0,0,0,4.0,9.0
"Brown, Stevie",NYG,16,36,28,8,1.0,6,0,0,0,0,0,0,0,1,0,1.5,2.0
"Robinson, Patrick",NO,14,36,29,7,0.0,0,2,2,0,2,0,0,0,11,0,0.0,0.0
"McClellin, Shea",CHI,12,36,24,12,1.0,5,0,0,0,0,0,0,0,1,0,2.5,15.5
"Hayward, Casey",GB,16,36,28,8,0.0,0,3,113,1,82,0,2,1,7,0,1.0,1.0
"Johnson, Trumaine",STL,9,36,33,3,0.0,0,3,69,1,43,0,0,0,6,0,0.0,0.0
"Howard, Jaye",KC,16,36,24,12,1.0,4,0,0,0,0,0,0,0,1,0,4.5,8.5
"Blake, Antwon",PIT,16,36,31,5,0.0,0,1,0,0,0,1,1,0,6,0,0.0,0.0
"White, Melvin",CAR,15,36,32,4,0.0,0,1,23,0,23,0,0,0,6,0,1.0,2.0
"Tuggle, Justin",HOU,16,36,19,17,0.0,0,1,8,0,8,0,1,0,2,0,1.5,1.5
"Redding, Cory",IND,16,35,20,15,3.5,33,0,0,0,0,0,0,0,1,0,2.0,6.0
"Leonhard, Jim",CLE,16,35,26,9,1.0,11,2,34,0,34,0,0,0,3,0,0.0,0.0
"Rogers, Carlos",OAK,7,35,26,9,0.0,0,0,0,0,0,1,0,0,1,0,1.5,2.5
"Haralson, Parys",NO,16,35,23,12,3.0,7,0,0,0,0,0,1,0,0,0,3.5,14.5
"McCoy, Gerald",TB,13,35,28,7,8.5,60,0,0,0,0,1,0,0,3,0,4.5,6.5
"Lattimore, Jamari",GB,11,35,20,15,0.0,0,1,10,0,10,0,0,0,1,0,0.5,1.0
"Jarrett, Jaiquawn",NYJ,14,35,25,10,1.5,10,2,10,0,9,1,1,0,2,0,0.0,0.0
"Gachkar, Andrew",SD,15,35,26,9,1.0,0,0,0,0,0,0,1,1,1,0,5.5,13.0
"Wolfe, Derek",DEN,16,35,24,11,1.5,1,0,0,0,0,0,0,0,1,0,0.0,0.0
"Ryan, Logan",NE,16,35,25,10,0.0,0,2,0,0,0,1,0,0,6,0,0.5,1.0
"Klein, A.J.",CAR,14,35,22,13,0.0,0,0,0,0,0,1,0,0,0,0,3.0,3.5
"Kuechly, Luke",CAR,16,153,99,54,3.0,19,1,0,0,0,1,1,0,12,0,7.0,11.5
"Levy, DeAndre",DET,16,151,117,34,2.5,18,1,13,0,13,0,0,0,4,1,8.0,17.5
"David, Lavonte",TB,14,146,101,45,1.0,4,0,0,0,0,4,1,0,4,0,11.0,23.0
"Lofton, Curtis",NO,16,144,99,45,0.0,0,0,0,0,0,1,1,0,1,0,5.5,13.0
"Worrilow, Paul",ATL,16,142,84,58,2.0,11,0,0,0,0,2,0,0,3,0,2.0,2.0
"Jackson, D'Qwell",IND,16,140,82,58,4.0,29,0,0,0,0,1,4,1,1,0,5.5,10.0
"Timmons, Lawrence",PIT,16,132,87,45,2.0,11,0,0,0,0,0,0,0,1,0,4.5,6.5
"Mosley, C.J.",BAL,16,129,85,44,3.0,16,2,23,0,18,1,1,0,8,0,3.0,4.0
"Smith, Daryl",BAL,16,127,67,60,1.0,7,1,0,0,0,2,1,0,8,0,2.0,5.0
"Harris, David",NYJ,16,123,71,52,5.5,46,0,0,0,0,2,0,0,1,0,4.5,9.5
"Burnett, Morgan",GB,15,123,89,34,1.5,13,1,32,0,32,1,1,0,4,0,3.0,4.5
"Rey, Vincent",CIN,16,121,61,60,0.0,0,0,0,0,0,0,0,0,5,0,1.5,7.0
"McClain, Jameel",NYG,16,117,75,42,2.5,16,0,0,0,0,1,0,0,2,0,4.0,5.5
"Davis, Demario",NYJ,16,115,78,37,3.5,33,0,0,0,0,0,2,0,5,0,1.5,2.0
"Collins, Jamie",NE,15,115,74,41,4.0,30,2,0,0,0,4,2,0,3,0,6.0,14.5
"Woodson, Charles",OAK,16,113,83,30,1.0,10,4,35,0,30,0,1,0,8,0,3.0,11.0
"Ogletree, Alec",STL,16,111,84,27,0.0,0,2,44,0,44,4,0,0,12,0,5.0,8.0
"Cyprien, Johnathan",JAX,15,111,77,34,0.0,0,0,0,0,0,0,0,0,3,0,3.0,4.0
"Griffin, Michael",TEN,16,110,84,26,3.0,20,2,12,0,12,0,0,0,5,0,2.0,4.0
"Laurinaitis, James",STL,16,110,81,29,3.5,26,0,0,0,0,0,2,0,3,0,2.0,5.5
"Marshall, Brandon",DEN,14,110,88,22,2.0,17,1,0,0,0,1,0,0,9,0,4.5,11.0
"Burris, Miles",OAK,16,108,76,32,0.0,0,0,0,0,0,0,0,0,1,0,4.0,7.5
"Robinson, Keenan",WSH,13,108,70,38,1.5,16,1,0,0,0,0,1,0,3,0,4.0,8.0
"Jenkins, Jelani",MIA,15,108,81,27,3.5,26,0,0,0,0,2,0,0,1,0,1.0,1.0
"Brown, Preston",BUF,16,108,65,43,0.0,0,1,0,0,0,0,1,0,2,0,4.0,5.5
"Whitner, Donte",CLE,16,106,69,37,0.0,0,1,54,0,54,2,0,0,5,0,3.0,6.5
"Wright, K.J.",SEA,16,106,73,33,2.0,8,0,0,0,0,3,1,0,4,0,3.5,8.5
"Blanton, Robert",MIN,15,106,72,34,0.0,0,1,1,0,1,0,1,0,3,0,0.5,1.0
"Weddle, Eric",SD,16,104,82,22,0.0,0,1,17,0,17,2,0,0,8,0,2.5,5.5
"Wagner, Bobby",SEA,11,104,67,37,2.0,13,0,0,0,0,0,0,0,3,0,7.0,12.5
"McDonald, T.J.",STL,16,104,84,20,2.0,13,1,20,0,20,0,1,0,7,0,6.5,18.5
"Landry, Dawan",NYJ,16,103,64,39,1.5,12,0,0,0,0,0,0,0,1,0,0.5,0.5
"Mauga, Josh",KC,16,103,82,21,0.5,4,0,0,0,0,0,0,0,3,0,3.0,9.0
"Clark, Ryan",WSH,16,101,68,33,0.5,4,1,8,0,8,0,2,0,3,0,2.0,3.5
"Mundy, Ryan",CHI,16,101,74,27,1.0,6,4,52,1,45,0,1,0,6,0,0.5,0.5
"Davis, Thomas",CAR,15,100,66,34,2.5,12,0,0,0,0,2,1,0,3,0,4.5,11.5
"Bradham, Nigel",BUF,14,100,64,36,2.5,8,1,0,0,0,2,0,0,6,0,3.5,12.5
"Borland, Chris",SF,14,100,78,22,1.0,7,2,12,0,12,0,1,0,5,0,9.0,15.0
"Smith, Telvin",JAX,16,99,68,31,2.0,13,1,15,0,15,1,2,0,4,0,4.0,6.0
"Thomas, Earl",SEA,16,95,69,26,0.0,0,1,47,0,47,3,1,0,6,0,1.5,10.5
"Freeman, Jerrell",IND,12,95,57,38,1.5,8,0,0,0,0,1,0,0,6,0,0.0,0.0
"Ishmael, Kemal",ATL,16,95,68,27,0.0,0,4,37,1,23,1,1,0,6,0,2.0,4.0
"Woodyard, Wesley",TEN,16,94,53,41,2.5,12,2,20,0,13,0,0,0,3,0,4.0,9.0
"Parker, Ron",KC,16,94,84,10,1.0,14,1,10,0,10,1,0,0,12,0,1.0,4.0
"Dansby, Karlos",CLE,12,93,47,46,3.0,14,1,0,0,0,0,0,0,2,0,2.5,4.0
"Greenway, Chad",MIN,12,93,56,37,1.0,10,0,0,0,0,1,0,0,2,0,2.5,3.5
"Church, Barry",DAL,16,93,73,20,0.0,0,2,49,0,45,1,1,0,6,0,2.0,3.0
"Riley Jr., Perry",WSH,14,93,60,33,2.0,19,0,0,0,0,1,0,0,4,0,1.0,2.0
"Nelson, Reggie",CIN,16,92,60,32,1.5,12,4,30,0,31,0,0,0,12,0,2.0,5.0
"Robertson, Craig",CLE,16,92,52,40,0.0,0,2,30,0,15,0,1,1,4,0,5.5,11.0
"Brinkley, Jasper",MIN,16,72,51,21,1.0,10,0,0,0,0,1,0,0,0,0,2.5,2.5
"Cushing, Brian",HOU,14,72,41,31,1.0,8,0,0,0,0,1,0,0,2,0,1.0,3.0
"Williamson, Avery",TEN,16,72,45,27,3.0,20,0,0,0,0,0,2,0,4,0,5.0,13.0
"Newman, Terence",CIN,13,71,47,24,0.0,0,1,3,0,3,0,0,0,14,0,0.0,0.0
"Abdullah, Husain",KC,16,71,58,13,0.0,0,1,39,1,39,0,0,0,9,0,1.5,2.5
"Ihedigbo, James",DET,13,71,59,12,2.0,10,4,86,0,70,3,1,0,8,0,5.5,12.5
"Mitchell, Mike",PIT,16,71,53,18,0.0,0,0,0,0,0,2,0,0,3,0,0.0,0.0
"Wilson, George",TEN,16,70,53,17,1.0,0,1,0,0,0,0,0,0,4,0,3.0,9.0
"Williams, Tramon",GB,16,70,60,10,0.0,0,3,2,0,2,0,1,0,13,0,0.0,0.0
"McLeod, Rodney",STL,16,70,60,10,0.0,0,2,1,0,1,2,2,0,6,0,0.0,0.0
"Wilcox, J.J.",DAL,16,70,58,12,0.0,0,3,46,0,46,1,2,0,5,0,0.0,0.0
"Barr, Anthony",MIN,12,70,55,15,4.0,23,0,0,0,0,2,3,1,3,0,2.5,7.5
"Gaines, E.J.",STL,15,70,63,7,0.0,0,2,0,0,0,0,1,0,14,0,3.0,5.0
"Posluszny, Paul",JAX,7,69,47,22,2.0,10,0,0,0,0,0,1,0,1,0,1.0,2.0
"Houston, Justin",KC,16,69,60,9,22.0,99,0,0,0,0,4,0,0,5,0,4.5,8.5
"Casey, Jurrell",TEN,16,68,46,22,5.0,40,0,0,0,0,0,0,0,1,0,7.0,11.0
"Hall, Leon",CIN,15,67,48,19,0.0,0,1,-3,0,-3,0,0,0,8,0,1.0,1.0
"McCourty, Devin",NE,16,67,50,17,0.0,0,2,70,0,60,1,0,0,6,0,0.0,0.0
"Carter, Bruce",DAL,13,67,47,20,1.0,9,5,72,1,35,0,0,0,8,0,2.5,4.0
"Barron, Mark",[],16,67,51,16,3.0,16,0,0,0,0,0,1,0,4,0,1.0,1.5
"Richardson, Sheldon",NYJ,16,67,42,25,8.0,42,0,0,0,0,1,1,0,1,1,3.5,10.5
"Dunlap, Carlos",CIN,16,66,40,26,8.0,50,0,0,0,0,2,1,0,5,0,7.5,13.5
"Misi, Koa",MIA,11,66,50,16,1.0,8,0,0,0,0,0,0,0,2,0,4.0,7.5
"Skrine, Buster",CLE,16,66,55,11,0.0,0,4,34,0,30,0,0,0,18,0,0.5,1.0
"Gay, William",PIT,16,64,54,10,0.0,0,3,113,3,52,0,0,0,12,0,0.5,0.5
"Talib, Aqib",DEN,15,64,55,9,1.0,8,4,62,2,33,1,0,0,16,0,1.0,1.0
"Barwin, Connor",PHI,16,64,47,17,14.5,104,0,0,0,0,2,0,0,5,0,2.5,8.5
"Kerrigan, Ryan",WSH,16,64,51,13,13.5,90,0,0,0,0,5,1,0,1,0,3.0,6.5
"Hodges, Gerald",MIN,14,64,49,15,0.5,2,1,27,1,27,0,0,0,7,0,3.0,6.5
"Roby, Bradley",DEN,16,64,62,2,1.0,3,2,0,0,0,2,1,0,13,0,0.0,0.0
"Jones, Christian",CHI,16,64,40,24,2.0,4,0,0,0,0,0,1,0,1,0,1.5,3.0
"Jones, Adam",CIN,16,63,51,12,0.0,0,3,23,0,12,0,1,0,11,0,0.0,0.0
"Morgan, Derrick",TEN,16,63,43,20,6.5,36,0,0,0,0,2,0,0,7,0,6.0,13.0
"Fuller, Kyle",CHI,16,63,50,13,0.0,0,4,81,0,31,3,0,0,10,0,2.0,3.0
"Harper, Roman",CAR,16,62,39,23,1.0,0,4,43,1,31,1,0,0,10,0,1.0,1.5
"Allen, Nate",PHI,15,62,51,11,1.0,9,4,45,0,40,1,3,0,5,0,0.0,0.0
"Foster, Mason",TB,10,62,40,22,0.0,0,0,0,0,0,0,0,0,3,0,2.5,3.5
"Breeland, Bashaud",WSH,16,62,53,9,0.0,0,2,0,0,0,2,0,0,14,0,1.5,4.0
"Polamalu, Troy",PIT,12,61,40,21,0.0,0,0,0,0,0,1,1,0,1,0,3.0,7.0
"Suggs, Terrell",BAL,16,61,36,25,12.0,87,0,0,0,0,0,1,0,1,1,6.0,23.0
"Ninkovich, Rob",NE,16,61,44,17,8.0,54,1,11,0,11,0,1,1,2,0,4.0,6.0
"Delmas, Louis",MIA,13,61,50,11,1.0,4,1,81,1,81,0,2,0,3,0,0.5,1.0
"Matthews, Clay",GB,16,61,45,16,11.0,58,1,40,0,40,2,0,0,9,0,5.5,21.5
"Munnerlyn, Captain",MIN,16,61,51,10,0.0,0,2,1,0,1,0,1,0,4,0,0.0,0.0
"Cox, Fletcher",PHI,16,61,48,13,4.0,27,0,0,0,0,1,3,1,0,0,4.5,8.0
"Trufant, Desmond",ATL,16,61,53,8,0.0,0,3,19,0,19,0,1,0,16,0,0.5,2.5
"Amerson, David",WSH,15,61,52,9,0.0,0,0,0,0,0,0,0,0,7,0,0.0,0.0
"Miller, Von",DEN,16,60,43,17,14.0,82,0,0,0,0,1,1,0,2,0,3.5,9.5
"Slay, Darius",DET,16,60,47,13,0.0,0,2,42,0,40,0,0,0,17,0,0.0,0.0
"Hali, Tamba",KC,16,59,47,12,6.0,40,0,0,0,0,3,1,0,0,0,2.0,6.0
"Colvin, Aaron",JAX,6,25,21,4,0.0,0,0,0,0,0,0,1,1,2,0,0.5,0.5
"Phillips, Shaun",[],16,24,16,8,2.0,2,0,0,0,0,0,0,0,2,0,0.0,0.0
"Rucker, Frostee",ARZ,15,24,20,4,5.0,29,0,0,0,0,2,0,0,1,0,5.0,13.0
"Hood, Ziggy",JAX,16,24,17,7,1.0,4,0,0,0,0,0,1,0,0,0,1.0,1.0
"Orakpo, Brian",WSH,7,24,14,10,0.5,6,0,0,0,0,0,0,0,1,0,0.0,0.0
"Gordy, Josh",IND,16,24,19,5,0.0,0,1,0,0,0,0,0,0,4,0,0.0,0.0
"Carroll II, Nolan",PHI,16,24,24,0,0.0,0,0,0,0,0,0,1,0,4,0,0.0,0.0
"House, Davon",GB,13,24,24,0,0.0,0,1,0,0,0,1,0,0,10,0,0.0,0.0
"Perry, Nick",GB,15,24,18,6,3.0,22,0,0,0,0,1,1,0,1,0,1.0,1.0
"Moore, Damontre",NYG,16,24,18,6,5.5,35,0,0,0,0,0,0,0,2,0,0.5,0.5
"Bryant, Red",JAX,16,23,15,8,1.0,4,0,0,0,0,1,0,0,0,0,2.0,2.0
"Moats, Arthur",PIT,16,23,17,6,4.0,20,0,0,0,0,2,1,0,0,0,1.0,5.0
"Miles, Jeromy",BAL,16,23,14,9,0.0,0,1,6,0,6,1,1,0,1,0,0.5,0.5
"Wilson, C.J.",OAK,16,23,16,7,2.0,14,0,0,0,0,0,1,0,0,0,2.5,2.5
"Adams, Phillip",NYJ,12,23,20,3,0.0,0,1,0,0,0,0,0,0,3,0,0.0,0.0
"Jones, Arthur",IND,9,23,15,8,1.5,16,0,0,0,0,1,0,0,0,0,1.0,2.0
"Klug, Karl",TEN,16,23,18,5,2.0,15,0,0,0,0,0,0,0,0,0,3.5,5.0
"Jones, Colin",CAR,16,23,19,4,1.0,6,0,0,0,0,1,0,0,3,0,1.5,4.5
"Brooks, Ron",BUF,14,23,21,2,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
"Levine, Anthony",BAL,16,23,16,7,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0.0
"Charles, Stefan",BUF,16,23,12,11,3.0,25,0,0,0,0,0,1,0,0,0,2.5,5.0
"McNary, Josh",IND,15,23,14,9,0.5,4,0,0,0,0,0,0,0,0,0,0.0,0.0
"Jernigan, Timmy",BAL,12,23,11,12,4.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0
"Boston, Tre",CAR,11,23,15,8,0.0,0,1,84,1,84,0,0,0,3,0,0.5,0.5
"Lynch, Aaron",SF,16,23,17,6,6.0,39,0,0,0,0,0,0,0,4,0,0.0,0.0
"Stephen, Shamar",MIN,16,23,13,10,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Ball, Alan",JAX,7,22,18,4,0.0,0,1,0,0,0,0,0,0,3,0,0.5,1.5
"Spencer, Anthony",DAL,13,22,12,10,0.5,2,0,0,0,0,1,1,1,1,0,1.5,2.0
"Young, Usama",OAK,6,22,20,2,1.0,11,0,0,0,0,0,0,0,2,0,1.0,1.0
"Avril, Cliff",SEA,16,22,15,7,5.0,28,0,0,0,0,1,1,0,2,0,3.5,7.5
"Jones, Jason",DET,16,22,14,8,5.0,34,0,0,0,0,2,0,0,3,0,1.0,2.0
"Byrd, Jairus",NO,4,22,17,5,0.0,0,0,0,0,0,1,0,0,2,0,1.5,2.0
"Ayers Jr., Robert",NYG,12,22,18,4,5.0,37,0,0,0,0,1,0,0,1,0,0.0,0.0
"Jackson, Tyson",ATL,16,22,10,12,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Gorrer, Danny",[],10,22,19,3,0.0,0,1,15,0,15,0,0,0,3,0,0.0,0.0
"Addison, Mario",CAR,16,22,9,13,6.5,60,0,0,0,0,1,2,0,0,0,0.0,0.0
"Johnson, Tom",MIN,16,22,14,8,6.5,43,0,0,0,0,1,0,0,0,0,0.5,0.5
"Williams, Ian",SF,9,22,18,4,1.0,4,0,0,0,0,0,0,0,1,0,3.0,4.0
"Massaquoi, Jonathan",ATL,15,22,16,6,2.0,13,0,0,0,0,0,0,0,1,0,2.0,6.0
"Johnson, Steven",DEN,14,22,13,9,0.5,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Jones, Datone",GB,13,22,17,5,1.5,8,1,18,0,18,0,0,0,2,0,1.5,2.5
"Ferguson, Ego",CHI,16,22,11,11,2.0,13,0,0,0,0,0,0,0,3,0,0.0,0.0
"Sutton, Will",CHI,15,22,15,7,0.0,0,0,0,0,0,0,0,0,2,0,1.0,2.0
"Geathers, Robert",CIN,16,21,10,11,1.0,7,1,2,0,2,0,0,0,3,0,1.0,1.0
"McBride, Trumaine",NYG,6,21,19,2,1.0,1,1,11,0,11,2,1,0,1,0,0.0,0.0
"Bruton Jr., David",DEN,14,21,16,5,0.0,0,0,0,0,0,2,0,0,3,0,0.0,0.0
"Mathews, Ricardo",SD,12,21,15,6,1.5,16,0,0,0,0,2,0,0,0,0,1.0,1.0
"McLendon, Steve",PIT,12,21,12,9,1.0,7,0,0,0,0,0,0,0,0,0,3.0,5.0
"Bowers, Da'Quan",TB,11,21,11,10,1.5,8,0,0,0,0,0,1,0,1,0,2.0,2.5
"Thompson, Brandon",CIN,11,21,10,11,1.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
"Reilly, Trevor",NYJ,14,7,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Bush, Jarrett",GB,15,6,6,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Alexander, Lorenzo",ARZ,16,6,4,2,1.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
"Geathers, Clifton",WSH,6,6,5,1,0.0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
"Matthews, Cliff",ATL,7,6,4,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Washington, Cornelius",CHI,13,6,4,2,1.0,1,0,0,0,0,0,0,0,0,0,1.0,2.0
"Hunt, Margus",CIN,12,6,4,2,1.0,6,0,0,0,0,0,0,0,1,0,1.0,2.0
"McCray, Lerentee",DEN,13,6,4,2,1.0,11,0,0,0,0,1,0,0,1,0,0.0,0.0
"Vellano, Joe",NE,5,6,3,3,1.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
"Milliner, Dee",NYJ,3,6,5,1,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Wolff, Earl",PHI,7,6,5,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Fleming, Darius",NE,5,6,1,5,0.0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"Lemonier, Corey",SF,16,6,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"McGill, Keith",OAK,12,6,6,0,0.0,0,0,0,0,0,0,1,1,1,0,0.0,0.0
"Jackson, Andrew",IND,13,6,4,2,1.0,2,0,0,0,0,0,0,0,0,0,1.5,2.5
"Coyle, Brock",SEA,15,6,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"Woodley, LaMarr",OAK,6,5,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Long, Chris",STL,6,5,5,0,1.0,7,0,0,0,0,0,1,0,0,0,1.0,3.0
"Porter, Tracy",WSH,3,5,3,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Carter, Tony",DEN,8,5,5,0,0.0,0,0,0,0,0,0,1,1,1,0,0.0,0.0
"Arenas, Javier",ATL,6,5,5,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Paysinger, Spencer",NYG,15,5,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Freeny, Jonathan",MIA,12,5,2,3,1.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
"Martin, Josh",KC,14,5,2,3,0.5,4,0,0,0,0,0,0,0,0,0,0.0,0.0
"Casey, Chance",OAK,2,5,4,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Bromley, Jay",NYG,8,5,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Marsh, Cassius",SEA,5,5,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0.5,1.0
"Smith, Chris",JAX,7,5,3,2,3.0,24,0,0,0,0,1,0,0,0,0,0.0,0.0
"Flowers, Marquis",CIN,16,5,3,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Jeffcoat, Jackson",WSH,3,5,2,3,1.0,2,1,9,0,9,0,0,0,1,0,0.0,0.0
"Mauro, Josh",ARZ,5,5,3,2,0.0,0,0,0,0,0,0,0,0,1,0,1.5,4.5
"Westbrooks, Ethan",STL,6,5,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Smith, Keith",DAL,10,5,4,1,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Filimoeatu, Bojay",OAK,8,5,4,1,0.0,0,0,0,0,0,0,0,0,0,0,1.0,3.0
"Johnson, Derrick",KC,1,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Mack, Elbert",HOU,8,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Williams, Jason",[],14,4,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Brown, Everette",WSH,6,4,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Thurmond III, Walter",NYG,2,4,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Hardy, Greg",CAR,1,4,3,1,1.0,5,0,0,0,0,1,0,0,0,0,0.5,1.0
"McManis, Sherrick",CHI,12,4,3,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Jacobs, Ben",CAR,16,4,1,3,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Morgan, Mike",SEA,16,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Moch, Dontay",TEN,3,4,4,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Tandy, Keith",TB,15,4,4,0,0.0,0,1,3,0,3,0,0,0,1,0,0.0,0.0
"McFadden, Leon",SF,7,4,3,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"McGee, Stacy",OAK,11,4,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Kovacs, Jordan",MIA,8,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Cromartie, Marcus",SF,3,4,4,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Rambo, Bacarri",[],6,4,2,2,0.0,0,2,44,0,28,0,0,0,2,0,0.0,0.0
"Fletcher, Dane",TB,16,29,18,11,0.5,3,0,0,0,0,0,0,0,1,0,0.0,0.0
"Abdul-Quddus, Isa",DET,16,29,19,10,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Burfict, Vontaze",CIN,5,29,15,14,0.0,0,0,0,0,0,1,1,0,2,0,2.0,7.0
"Ingram, Melvin",SD,9,29,21,8,4.0,31,0,0,0,0,2,0,0,2,0,2.5,6.5
"Jenkins, Jarvis",WSH,16,29,19,10,0.0,0,0,0,0,0,0,0,0,0,0,2.5,5.0
"Alford, Robert",ATL,10,29,23,6,0.0,0,3,21,0,21,0,0,0,12,0,2.0,4.0
"Taylor, Jamar",MIA,12,29,28,1,0.0,0,0,0,0,0,0,0,0,0,0,1.0,6.0
