Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Williams, Kevin",MIN,15,29,17,12,3.5,28,1,0,0,0,0,1,0,4,0,0.5,0.5
"Franklin, Aubrayo",IND,16,29,17,12,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Nicholas, Stephen",ATL,14,29,17,12,1.0,6,0,0,0,0,1,0,0,1,0,2.5,3.0
"Ayers, Robert",DEN,15,29,23,6,5.5,34,0,0,0,0,1,0,0,0,0,2.0,4.0
"Upshaw, Courtney",BAL,16,29,18,11,1.5,13,0,0,0,0,0,0,0,2,0,0.0,0.0
"Addae, Jahleel",SD,16,29,26,3,1.0,10,0,0,0,0,0,0,0,3,0,0.0,0.0
"Spence, Akeem",TB,16,29,19,10,1.0,6,0,0,0,0,0,1,0,0,0,3.0,4.0
"DeVito, Mike",KC,14,28,18,10,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2.5
"Hayes, William",STL,14,28,21,7,5.0,24,1,5,0,5,0,2,0,3,0,4.0,7.0
"McCain, Brice",HOU,16,28,21,7,0.0,0,1,0,0,0,0,0,0,7,0,0.0,0.0
"Vaughn, Cassius",IND,16,28,25,3,0.0,0,3,9,0,8,1,1,0,6,0,0.0,0.0
"Bentley, Bill",DET,13,28,19,9,0.0,0,0,0,0,0,0,0,0,5,0,1.5,4.5
"Perry, Nick",GB,11,28,20,8,4.0,29,0,0,0,0,3,0,0,1,0,0.0,0.0
"Jerod-Eddie, Tony",SF,15,28,21,7,0.0,0,1,6,0,6,0,1,0,2,0,1.0,1.0
"Williams, D.J.",CHI,6,27,19,8,2.0,18,0,0,0,0,1,0,0,0,0,2.0,2.0
"Hunter, Jason",OAK,13,27,19,8,3.0,20,0,0,0,0,1,1,0,2,0,0.0,0.0
"Finnegan, Cortland",STL,7,27,23,4,0.0,0,1,1,0,1,0,0,0,1,0,0.0,0.0
"Palmer, Ashlee",DET,16,27,20,7,0.0,0,0,0,0,0,0,1,0,1,0,4.5,11.5
"Baker, Chris",WSH,15,27,16,11,1.0,6,0,0,0,0,0,0,0,1,0,3.5,9.0
"Sims, Eugene",STL,16,27,20,7,2.0,13,0,0,0,0,0,0,0,1,1,4.0,8.0
"Griffen, Everson",MIN,16,27,18,9,5.5,50,0,0,0,0,1,0,0,0,0,3.0,10.0
"Pierre-Paul, Jason",NYG,11,27,20,7,2.0,15,1,24,1,24,0,0,0,4,0,4.5,5.5
"Adams, Phillip",OAK,16,27,23,4,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0.0
"Kirkpatrick, Dre",CIN,14,27,20,7,1.0,1,3,21,1,21,0,0,0,5,0,0.0,0.0
"Sensabaugh, Coty",TEN,14,27,22,5,0.0,0,0,0,0,0,0,2,0,7,0,0.0,0.0
"Greene, Khaseem",CHI,15,27,20,7,0.0,0,1,49,0,49,1,0,0,1,0,0.0,0.0
"Logan, Bennie",PHI,16,27,20,7,2.0,9,0,0,0,0,0,1,0,0,0,1.0,1.0
"Florence, Drayton",CAR,14,26,19,7,0.0,0,2,40,1,38,0,0,0,9,0,0.0,0.0
"Wilson, George",TEN,16,26,20,6,0.0,0,1,0,0,0,0,0,0,4,0,2.0,5.0
"Taylor, Phil",CLE,15,26,14,12,2.0,11,0,0,0,0,0,0,0,1,0,4.5,6.5
"Claiborne, Morris",DAL,10,26,24,2,0.0,0,1,0,0,0,0,1,0,5,0,0.0,0.0
"Hill, Sammie",TEN,13,25,17,8,0.0,0,0,0,0,0,0,1,0,5,0,0.5,1.0
"Casillas, Jonathan",TB,12,25,13,12,0.0,0,0,0,0,0,1,0,0,2,0,0.0,0.0
"Maxwell, Byron",SEA,16,25,22,3,0.0,0,4,6,0,6,1,1,0,13,0,1.0,2.0
"Clemons, Chris",SEA,14,24,12,12,4.5,44,0,0,0,0,1,0,0,2,0,0.5,1.5
"Manning, Danieal",HOU,6,24,21,3,1.0,6,0,0,0,0,0,0,0,2,0,0.5,0.5
"Durant, Justin",DAL,10,24,14,10,0.0,0,0,0,0,0,1,1,0,1,0,0.0,0.0
"Gilberry, Wallace",CIN,16,24,18,6,7.5,56,0,0,0,0,1,0,0,3,0,0.0,0.0
"Miller, Roy",JAX,14,24,19,5,0.0,0,0,0,0,0,0,0,0,0,0,3.5,6.5
"Lissemore, Sean",SD,15,24,18,6,2.0,15,1,0,1,0,0,0,0,1,0,1.5,1.5
"Wilson, Kyle",NYJ,16,24,23,1,0.0,0,0,0,0,0,0,0,0,1,0,0.5,0.5
"Gachkar, Andrew",SD,16,24,17,7,0.0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
"Thomas, Josh",CAR,13,24,17,7,0.0,0,1,0,0,0,0,0,0,2,0,0.0,0.0
"Guy, Winston",JAX,14,24,18,6,1.0,10,0,0,0,0,1,0,0,1,0,0.0,0.0
"Holloman, DeVonte",DAL,9,24,12,12,2.0,12,0,0,0,0,0,1,0,0,0,0.5,0.5
"Hayden, DJ",OAK,8,24,22,2,0.0,0,1,0,0,0,1,0,0,2,0,0.0,0.0
"Jordan, Dion",MIA,16,24,18,6,2.0,18,0,0,0,0,0,0,0,2,0,0.0,0.0
"Patterson, Mike",NYG,16,23,18,5,0.0,0,0,0,0,0,0,0,0,0,0,2.0,7.0
"Brock, Tramaine",SF,16,35,33,2,0.0,0,5,82,1,41,0,0,0,14,0,0.0,0.0
"Gilmore, Stephon",BUF,11,35,30,5,0.0,0,2,0,0,0,0,0,0,10,0,0.0,0.0
"Ryan, Logan",NE,16,35,29,6,1.5,14,5,82,1,79,1,0,0,10,0,1.0,2.0
"Soliai, Paul",MIA,15,34,19,15,1.0,9,0,0,0,0,1,0,0,5,0,3.0,6.0
"Marks, Sen'Derrick",JAX,16,34,28,6,4.0,34,0,0,0,0,2,3,0,8,0,3.5,10.5
"Jackson, Tyson",KC,15,34,25,9,4.0,20,0,0,0,0,0,0,0,3,0,0.5,0.5
"Wootton, Corey",CHI,16,34,28,6,3.0,18,0,0,0,0,1,2,0,5,0,7.5,18.5
"Stewart, Darian",STL,13,34,28,6,0.0,0,0,0,0,0,1,1,0,5,0,0.5,0.5
"Irving, Nate",DEN,15,34,23,11,1.0,8,0,0,0,0,0,0,0,1,0,5.0,10.0
"Miller, Von",DEN,9,34,27,7,5.0,29,0,0,0,0,3,1,1,1,0,5.5,9.0
"Fairley, Nick",DET,15,34,22,12,6.0,36,0,0,0,0,1,2,1,1,1,2.0,5.0
"Patrick, Johnny",SD,13,34,32,2,1.5,10,1,0,0,0,1,0,0,2,0,1.0,5.0
"Smith, Aldon",SF,11,34,29,5,8.5,48,0,0,0,0,0,0,0,0,0,4.0,11.0
"Hughes, John",CLE,15,34,15,19,1.0,6,0,0,0,0,0,1,0,2,0,1.5,4.0
"Reyes, Kendall",SD,16,34,25,9,5.0,28,0,0,0,0,0,0,0,2,0,0.5,2.5
"Harris, Mike",JAX,16,34,28,6,0.0,0,0,0,0,0,0,1,0,2,0,0.0,0.0
"Johnson, Jarret",SD,11,33,22,11,3.0,16,0,0,0,0,0,0,0,3,0,1.5,1.5
"Jerry, Peria",ATL,16,33,25,8,3.5,26,0,0,0,0,0,1,0,1,0,3.0,13.5
"McLendon, Steve",PIT,14,33,20,13,0.0,0,0,0,0,0,1,0,0,0,0,0.5,0.5
"Thurmond, Walter",SEA,12,33,24,9,1.0,6,1,29,1,29,1,1,0,6,0,0.5,0.5
"Wilcox, J.J.",DAL,13,33,18,15,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Cofield, Barry",WSH,16,32,17,15,2.5,12,0,0,0,0,0,1,0,1,0,4.5,9.5
"Brown, Tarell",SF,13,32,29,3,0.0,0,0,0,0,0,0,1,0,10,0,0.0,0.0
"Demps, Quintin",KC,16,32,22,10,0.0,0,4,61,0,35,0,0,0,10,0,0.5,1.5
"Biggers, E.J.",WSH,16,32,21,11,0.0,0,1,15,0,15,0,0,0,2,0,1.0,5.0
"Shelby, Derrick",MIA,16,32,21,11,2.5,12,0,0,0,0,2,0,0,0,0,2.0,4.5
"Ansah, Ziggy",DET,14,32,19,13,8.0,72,0,0,0,0,2,0,0,1,0,2.0,13.0
"Gratz, Dwayne",JAX,10,32,26,6,0.0,0,2,20,0,17,0,0,0,3,0,1.0,1.5
"Jenkins, Cullen",NYG,16,31,25,6,5.0,24,0,0,0,0,2,2,0,0,0,1.0,1.5
"Dumervil, Elvis",BAL,15,31,18,13,9.5,64,0,0,0,0,2,0,0,3,0,0.0,0.0
"Johnson, Charles",CAR,14,31,25,6,11.0,72,0,0,0,0,1,1,0,0,0,4.0,12.0
"Rodgers-Cromartie, Dominique",DEN,15,31,25,6,0.0,0,3,75,1,75,0,0,0,14,0,1.0,3.0
"Bryant, Desmond",CLE,12,31,11,20,3.5,22,0,0,0,0,0,0,0,0,0,2.0,5.0
"Bennett, Michael",SEA,16,31,18,13,8.5,60,0,0,0,0,1,1,1,0,0,3.5,6.5
"Knighton, Terrance",DEN,16,31,18,13,3.0,18,1,2,0,2,0,1,0,1,0,2.0,3.0
"House, Davon",GB,16,31,25,6,1.0,6,1,11,0,11,0,0,0,10,0,0.0,0.0
"Lattimore, Jamari",GB,15,31,22,9,2.0,2,0,0,0,0,1,0,0,1,0,1.0,3.0
"Slay, Darius",DET,13,31,25,6,0.0,0,0,0,0,0,0,0,0,6,0,0.5,0.5
"Harmon, Duron",NE,15,31,24,7,0.0,0,2,44,0,42,0,0,0,4,0,0.0,0.0
"Harrison, James",CIN,15,30,16,14,2.0,2,1,9,0,9,0,1,0,1,0,3.5,8.0
"Samuel, Asante",ATL,11,30,29,1,0.0,0,1,1,0,1,1,0,0,4,0,0.0,0.0
"Greer, Jabari",NO,10,30,26,4,0.0,0,1,22,0,22,0,0,0,12,0,0.0,0.0
"Smith, Antonio",HOU,15,30,22,8,5.0,30,0,0,0,0,1,0,0,1,0,4.5,4.5
"Canty, Chris",BAL,15,30,20,10,2.0,22,0,0,0,0,2,0,0,4,0,1.0,5.0
"Haralson, Parys",NO,16,30,16,14,3.5,26,0,0,0,0,0,0,0,1,0,3.5,9.0
"Bryant, Red",SEA,15,30,16,14,1.5,4,0,0,0,0,0,0,0,1,0,3.5,7.0
"Bailey, Allen",KC,15,30,25,5,1.0,8,0,0,0,0,0,0,0,2,0,0.0,0.0
"Herzlich, Mark",NYG,16,30,23,7,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
"McClellin, Shea",CHI,14,30,14,16,4.0,12,0,0,0,0,0,1,0,0,0,3.0,5.0
"Gholston, William",TB,12,30,14,16,2.0,14,0,0,0,0,0,0,0,3,0,3.5,5.5
"Toler, Greg",IND,9,23,17,6,0.0,0,1,26,0,26,0,0,0,9,0,0.0,0.0
"Zombo, Frank",KC,16,23,20,3,2.0,15,1,5,0,5,1,1,0,2,0,0.0,0.0
"Williams, Dan",ARZ,14,23,15,8,1.0,13,1,2,1,2,0,0,0,3,0,0.5,0.5
"Thomas, Cam",SD,16,23,17,6,0.0,0,1,0,0,0,0,0,0,2,0,3.5,10.5
"Rogers, Justin",[],6,23,18,5,0.0,0,1,0,0,0,0,0,0,5,0,0.0,0.0
"Paea, Stephen",CHI,13,23,11,12,1.5,12,0,0,0,0,0,0,0,3,0,2.0,3.5
"Thompson, Brandon",CIN,16,23,14,9,1.5,12,0,0,0,0,0,0,0,1,0,1.0,1.0
"Siliga, Sealver",NE,5,23,9,14,3.0,26,0,0,0,0,1,0,0,0,0,0.0,0.0
"Daniels, Mike",GB,16,23,17,6,6.5,44,0,0,0,0,0,0,0,0,0,3.0,6.0
"Mulumba, Andy",GB,14,23,11,12,1.0,2,0,0,0,0,0,1,0,0,0,1.0,5.0
"Bass, David",CHI,12,23,15,8,1.0,9,1,24,1,24,0,0,0,1,0,4.0,16.5
"Kelly, Tommy",NE,5,22,12,10,2.5,14,0,0,0,0,0,1,0,0,0,0.5,0.5
"Blackburn, Chase",CAR,13,22,13,9,0.0,0,0,0,0,0,0,0,0,1,0,1.5,4.5
"Vickerson, Kevin",DEN,11,22,18,4,1.0,9,0,0,0,0,0,0,0,3,0,6.0,17.0
"Johnson, Antonio",TEN,16,22,15,7,3.0,13,0,0,0,0,0,0,0,1,0,1.0,4.0
"Skuta, Dan",SF,16,22,15,7,0.0,0,0,0,0,0,0,1,1,2,0,3.0,5.0
"Humber, Ramon",NO,16,22,12,10,0.5,4,0,0,0,0,0,0,0,1,0,1.0,1.0
"Brinkley, Jasper",ARZ,15,22,19,3,0.0,0,0,0,0,0,0,0,0,1,0,4.0,6.0
"Curry, Vinny",PHI,14,22,17,5,4.0,40,0,0,0,0,0,0,0,3,0,0.0,0.0
"Jenkins, Jarvis",WSH,12,22,12,10,2.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
"Thomas, Shamarko",PIT,14,22,15,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Jolly, Johnny",GB,13,21,11,10,1.0,2,0,0,0,0,0,1,0,1,0,4.0,11.0
"Golston, Kedric",WSH,16,21,10,11,0.0,0,0,0,0,0,0,0,0,0,0,2.0,7.5
"Guion, Letroy",MIN,13,21,10,11,1.0,1,0,0,0,0,1,1,0,1,0,2.5,5.5
"Tarpinian, Jeff",HOU,8,21,15,6,0.5,3,0,0,0,0,0,0,0,1,0,1.5,2.0
"Bird, Bront",SD,16,21,11,10,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Keiser, Thomas",SD,12,21,17,4,4.5,34,1,6,0,6,0,0,0,2,0,0.0,0.0
"McPhee, Pernell",BAL,16,21,13,8,2.0,13,0,0,0,0,1,0,0,1,0,4.0,8.0
"Winn, Billy",CLE,11,21,18,3,2.0,13,0,0,0,0,1,0,0,0,0,4.0,8.0
"Jenkins, John",NO,16,21,13,8,0.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0
"Lenon, Paris",DEN,14,20,14,6,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Evans, Fred",MIN,14,20,16,4,0.0,0,0,0,0,0,1,0,0,3,0,2.5,14.0
"Hall, Leon",CIN,5,20,14,6,0.0,0,1,0,0,0,0,0,0,5,0,1.0,2.0
"Young, Usama",OAK,12,20,15,5,2.5,16,1,26,0,26,0,0,0,3,0,0.0,0.0
"Avril, Cliff",SEA,15,20,14,6,8.0,44,0,0,0,0,5,1,0,4,0,1.5,1.5
"Douzable, Leger",NYJ,16,20,5,15,1.5,6,0,0,0,0,0,1,0,0,0,2.0,2.0
"Atkins, Geno",CIN,9,20,9,11,6.0,52,0,0,0,0,0,0,0,0,0,1.5,4.0
"Unrein, Mitch",DEN,16,20,15,5,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"Guy, Lawrence",[],12,20,12,8,0.0,0,0,0,0,0,0,0,0,5,0,1.0,2.0
"Wilhoite, Michael",SF,16,20,19,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
"Crick, Jared",HOU,16,20,11,9,0.0,0,0,0,0,0,0,0,0,3,0,1.0,2.0
"McGee, Stacy",OAK,15,20,14,6,0.5,4,0,0,0,0,0,1,0,0,0,2.5,4.5
"Pickett, Ryan",GB,16,19,15,4,0.0,0,0,0,0,0,0,0,0,2,0,1.0,1.0
"Edwards, Dwan",CAR,11,19,12,7,3.0,20,0,0,0,0,0,2,0,0,0,0.0,0.0
"Patterson, Dimitri",MIA,6,19,18,1,1.0,5,4,7,0,3,0,0,0,6,0,0.0,0.0
"Bowen, Stephen",WSH,10,19,11,8,0.0,0,0,0,0,0,0,0,0,1,0,3.0,6.0
"Moala, Fili",IND,16,19,9,10,1.5,4,0,0,0,0,0,1,0,1,0,0.0,0.0
"Jean Francois, Ricky",IND,10,19,13,6,2.5,20,0,0,0,0,0,0,0,2,0,1.0,2.0
"Carey, Don",DET,14,19,16,3,0.0,0,0,0,0,0,1,0,0,1,0,3.0,6.0
"Browner, Brandon",SEA,8,19,18,1,0.0,0,1,49,0,49,0,0,0,10,0,0.0,0.0
"Burfict, Vontaze",CIN,16,171,114,57,3.0,20,1,12,0,12,1,2,1,7,0,2.0,4.5
"Posluszny, Paul",JAX,15,161,121,40,3.0,4,2,69,1,59,1,1,0,8,0,6.5,11.5
"Alonso, Kiko",BUF,16,159,87,72,2.0,17,4,38,0,32,1,2,0,5,0,6.0,12.5
"Kuechly, Luke",CAR,16,156,93,63,2.0,15,4,33,0,30,0,0,0,7,0,8.0,27.0
"David, Lavonte",TB,16,144,106,38,7.0,52,5,87,0,32,2,1,0,10,1,14.5,22.0
"Bowman, NaVorro",SF,16,143,118,25,5.0,45,2,93,1,89,4,2,0,9,0,3.5,5.5
"Jackson, D'Qwell",CLE,16,141,75,66,1.5,14,1,0,0,0,1,1,0,7,0,3.0,5.0
"Tulloch, Stephen",DET,16,135,93,42,3.5,19,1,0,0,0,0,0,0,3,0,6.5,12.0
"Greenway, Chad",MIN,16,134,83,51,3.0,15,3,23,0,23,0,0,0,4,0,4.0,9.0
"Church, Barry",DAL,16,133,105,28,0.0,0,1,0,0,0,3,1,1,6,0,2.0,8.0
"Ryans, DeMeco",PHI,16,127,102,25,4.0,36,2,46,0,36,0,0,0,7,0,5.0,9.0
"Worrilow, Paul",ATL,16,127,79,48,2.0,7,0,0,0,0,0,0,0,1,0,3.5,12.0
"Timmons, Lawrence",PIT,16,126,86,40,3.0,24,2,26,0,23,1,1,0,5,0,3.5,4.5
"Freeman, Jerrell",IND,16,126,83,43,5.5,22,2,13,0,13,6,2,0,6,0,4.5,15.5
"Lofton, Curtis",NO,16,125,82,43,2.0,19,0,0,0,0,1,0,0,5,0,4.5,7.5
"Trevathan, Danny",DEN,16,125,85,40,2.0,18,3,29,0,29,3,1,0,9,0,5.5,23.5
"Harris, David",NYJ,16,124,70,54,2.0,8,0,0,0,0,1,0,0,1,0,5.0,12.0
"Smith, Daryl",BAL,16,123,57,66,5.0,44,3,41,1,37,2,0,0,19,0,2.5,3.5
"Davis, Thomas",CAR,16,123,85,38,4.0,36,2,-2,0,0,1,0,0,7,0,3.5,12.5
"Dansby, Karlos",ARZ,16,122,114,8,6.5,46,4,48,2,23,1,1,0,19,0,3.5,7.0
"Wagner, Bobby",SEA,14,119,71,48,5.0,36,2,9,0,9,0,1,0,7,0,0.5,0.5
"Ogletree, Alec",STL,16,119,95,24,1.5,8,1,98,1,98,6,0,0,10,0,10.0,21.5
"Hawk, A.J.",GB,16,118,74,44,5.0,20,1,7,0,7,1,1,0,5,0,5.5,12.0
"Wheeler, Philip",MIA,16,118,83,35,0.5,2,0,0,0,0,0,1,0,7,0,2.5,5.0
"Levy, DeAndre",DET,16,118,85,33,0.0,0,6,76,1,66,0,0,0,15,0,6.0,22.0
"Laurinaitis, James",STL,16,116,85,31,3.5,26,2,9,0,9,0,2,0,9,0,5.0,7.0
"Roach, Nick",OAK,16,112,83,29,5.5,32,1,0,0,0,4,0,0,3,0,2.0,4.0
"Henderson, Erin",MIN,14,112,69,43,4.0,25,2,19,0,10,1,0,0,3,0,10.5,23.5
"Ward, T.J.",CLE,16,112,75,37,1.5,12,2,57,1,44,0,1,1,6,0,8.5,20.0
"Riley Jr., Perry",WSH,16,112,69,43,3.0,18,1,0,0,0,0,1,0,9,0,3.5,14.5
"Fletcher, London",WSH,16,111,63,48,2.0,16,0,0,0,0,1,0,0,2,0,3.0,3.5
"Bethea, Antoine",IND,16,110,80,30,1.0,12,2,48,0,46,0,1,0,6,0,2.0,3.0
"Johnson, Derrick",KC,15,107,95,12,4.5,27,2,44,0,41,0,2,0,7,0,8.5,13.5
"Jones, Reshad",MIA,16,107,84,23,1.5,9,1,25,1,25,0,0,0,4,0,1.0,3.5
"Kendricks, Mychal",PHI,15,106,81,25,4.0,24,3,25,0,18,2,4,0,5,0,5.5,13.5
"Burnett, Kevin",OAK,16,105,83,22,2.5,20,1,0,0,0,3,1,0,4,0,10.5,28.0
"Clark, Ryan",PIT,16,104,61,43,0.0,0,2,50,0,37,0,1,0,4,0,1.0,1.0
"Willis, Patrick",SF,14,104,82,22,3.0,32,0,0,0,0,2,0,0,1,0,2.0,2.0
"Beason, Jon",[],15,104,72,32,0.0,0,1,9,0,9,0,0,0,1,0,1.5,2.0
"Weddle, Eric",SD,16,103,78,25,1.0,6,2,21,0,21,1,2,0,9,0,2.0,7.0
"Anderson, James",CHI,16,102,84,18,4.0,27,0,0,0,0,0,1,0,4,0,6.0,26.0
"Ellerbe, Dannell",MIA,15,101,70,31,1.0,5,2,25,0,16,0,2,0,5,0,1.5,2.5
"Davis, Demario",NYJ,16,101,60,41,1.0,3,1,0,0,0,0,0,0,1,0,4.5,15.5
"Thomas, Earl",SEA,16,100,75,25,0.0,0,5,9,0,11,2,0,0,9,0,0.0,0.0
"Pollard, Bernard",TEN,16,99,77,22,0.5,4,3,36,0,32,0,0,0,10,0,3.0,5.0
"Ihedigbo, James",BAL,16,99,62,37,0.0,0,3,54,0,37,2,2,0,11,0,4.0,6.0
"Wright, Major",CHI,15,99,77,22,0.0,0,2,46,1,38,2,0,0,3,0,0.0,0.0
"Lee, Sean",DAL,11,99,68,31,0.0,0,4,174,1,74,0,1,0,6,0,3.0,5.5
"Cyprien, Johnathan",JAX,15,98,81,17,1.0,0,1,27,0,27,2,0,0,6,0,1.0,2.0
"Woodson, Charles",OAK,16,97,75,22,2.0,18,1,13,0,13,3,2,1,3,0,1.0,2.0
"Misi, Koa",MIA,15,54,34,20,2.0,16,0,0,0,0,0,0,0,3,0,5.5,9.5
"Robinson, Josh",MIN,10,54,44,10,0.0,0,0,0,0,0,1,0,0,4,0,1.0,1.0
"Vellano, Joe",NE,16,54,20,34,2.0,18,0,0,0,0,0,1,0,0,0,1.5,2.0
"Evans, Josh",JAX,15,54,43,11,0.0,0,0,0,0,0,0,0,0,1,0,0.5,0.5
"Jones, Chris",NE,13,54,25,29,6.0,42,0,0,0,0,0,0,0,0,0,2.5,3.5
"Pace, Calvin",NYJ,16,53,37,16,10.0,44,0,0,0,0,2,0,0,3,0,1.0,1.0
"McDaniel, Tony",SEA,16,53,23,30,2.0,16,0,0,0,0,0,1,0,1,0,3.5,6.5
"Jones, Arthur",BAL,14,53,28,25,4.0,27,0,0,0,0,0,0,0,0,0,4.0,10.0
"McDonald, T.J.",STL,10,53,45,8,1.0,9,1,-2,0,-2,0,0,0,4,0,2.5,5.0
"Williams, Vince",PIT,15,53,40,13,0.0,0,0,0,0,0,0,0,0,0,0,2.0,3.0
"Newman, Terence",CIN,13,52,45,7,0.0,0,2,8,0,9,0,0,1,11,0,2.0,2.0
"Allen, Jared",MIN,16,52,33,19,11.5,74,0,0,0,0,2,0,0,6,0,5.5,21.0
"Peko, Domata",CIN,16,52,24,28,3.0,16,0,0,0,0,0,0,0,0,0,1.5,4.0
"Ngata, Haloti",BAL,15,52,23,29,1.5,12,0,0,0,0,0,0,0,3,0,1.5,2.0
"Rubin, Ahtyba",CLE,14,52,25,27,2.0,9,0,0,0,0,0,0,0,0,0,2.5,4.5
"Butler, Darius",IND,16,52,43,9,0.0,0,4,79,1,41,0,1,0,15,0,0.0,0.0
"Johnson, Rashad",ARZ,13,52,48,4,0.0,0,3,35,0,18,0,0,0,5,0,0.0,0.0
"Williams, Jacquian",NYG,16,52,36,16,0.0,0,0,0,0,0,0,2,0,9,0,3.0,6.0
"Heath, Jeff",DAL,16,52,40,12,0.0,0,1,0,0,0,1,1,1,3,0,0.5,0.5
"Owens, Chris",[],13,51,40,11,2.5,14,0,0,0,0,1,1,0,3,0,0.0,0.0
"Poe, Dontari",KC,15,51,43,8,4.5,30,0,0,0,0,0,0,0,4,0,1.5,1.5
"Revis, Darrelle",TB,16,50,43,7,1.0,6,2,3,0,3,2,1,0,11,0,1.0,3.0
"McClain, Jameel",BAL,10,50,27,23,0.0,0,0,0,0,0,1,0,0,0,0,1.0,2.0
"McCoy, Gerald",TB,16,50,35,15,9.5,72,0,0,0,0,0,1,0,4,0,5.0,7.0
"Smith, Malcolm",SEA,15,50,30,20,1.0,8,2,69,1,37,1,0,0,4,0,4.5,14.5
"Blanton, Robert",MIN,16,50,28,22,0.0,0,0,0,0,0,0,0,0,0,0,0.5,1.0
"Smith, Justin",SF,16,49,32,17,6.5,46,0,0,0,0,1,0,0,0,0,2.5,4.5
"Starks, Randy",MIA,16,49,36,13,4.0,28,0,0,0,0,1,1,0,1,0,6.0,9.5
"Langford, Kendall",STL,16,49,36,13,5.0,28,0,0,0,0,0,0,0,4,0,6.0,11.5
"Suh, Ndamukong",DET,16,49,36,13,5.5,44,0,0,0,0,1,0,0,6,1,6.0,15.0
"Ayers, Akeem",TEN,16,49,37,12,1.0,5,1,5,0,5,1,0,0,5,0,3.5,4.0
"Allen, Cortez",PIT,14,49,42,7,0.0,0,2,43,1,40,0,0,0,13,0,1.0,2.0
"Byrd, Jairus",BUF,11,48,37,11,1.0,9,4,85,0,57,1,0,0,6,0,0.0,0.0
"Cushing, Brian",HOU,7,48,36,12,1.5,4,1,18,1,18,1,0,0,3,0,5.5,8.0
"Moats, Arthur",BUF,16,48,27,21,0.0,0,0,0,0,0,0,0,0,0,0,2.0,2.5
"Mitchell, Earl",HOU,16,48,30,18,1.5,10,0,0,0,0,0,0,0,0,0,1.0,1.0
"Sherman, Richard",SEA,16,48,38,10,0.0,0,8,125,1,58,0,0,0,16,0,0.0,0.0
"Rhodes, Xavier",MIN,13,48,41,7,0.0,0,0,0,0,0,1,0,0,10,0,1.0,3.0
"Amerson, David",WSH,16,48,40,8,0.0,0,2,45,1,45,1,0,0,10,0,1.0,5.0
"Umenyiora, Osi",ATL,16,47,31,16,7.5,56,1,68,1,68,3,0,0,3,0,1.0,1.0
"Mathis, Rashean",DET,15,47,44,3,0.0,0,0,0,0,0,0,0,0,16,0,1.0,4.0
"Rogers, Carlos",SF,16,47,39,8,0.0,0,2,14,0,11,0,0,0,8,0,0.0,0.0
"Joseph, Johnathan",HOU,15,47,44,3,0.0,0,3,64,0,32,0,0,0,16,0,0.0,0.0
"Ball, Alan",JAX,15,47,41,6,0.0,0,2,8,0,8,0,0,0,14,0,0.0,0.0
"Smith, Sean",KC,16,47,43,4,0.0,0,2,96,1,100,0,0,0,15,0,0.0,0.0
"Lewis, Keenan",NO,16,47,39,8,0.0,0,4,34,0,20,1,0,0,10,0,0.0,0.0
"Kruger, Paul",CLE,16,47,26,21,4.5,12,0,0,0,0,2,0,0,5,0,3.0,5.0
"Rey, Vincent",CIN,16,47,30,17,4.0,28,2,29,1,25,1,1,0,5,0,0.0,0.0
"Young, Willie",DET,16,47,29,18,3.0,20,0,0,0,0,0,2,0,5,0,3.5,7.5
"Neal, Mike",GB,16,47,36,11,5.0,17,1,5,0,5,1,0,0,1,0,4.5,15.5
"Williams, Sylvester",DEN,13,19,12,7,2.0,8,0,0,0,0,0,1,0,0,0,2.0,3.5
"Floyd, Sharrif",MIN,16,19,9,10,2.5,13,0,0,0,0,1,0,0,2,0,2.0,6.0
"Mathews, Ricardo",IND,16,18,11,7,0.5,4,0,0,0,0,0,0,0,1,0,0.5,1.0
"Walls, Darrin",NYJ,16,18,16,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0.0
"Chekwa, Chimdi",OAK,15,18,15,3,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"McIntyre, Garrett",NYJ,13,18,10,8,2.0,15,0,0,0,0,0,0,0,0,0,0.5,0.5
"Kitchen, Ishmaa'ily",CLE,13,18,7,11,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.5
