Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Dontrelle Inman,San Diego Chargers,1,9,7,79,0,0,0,0,Home,San Francisco 49ers,16
Andre Holmes,Oakland Raiders,1,6,3,73,0,0,0,0,Away,Buffalo Bills,16
Kendall Wright,Tennessee Titans,1,5,4,73,0,0,0,0,Home,Jacksonville Jaguars,16
Hakeem Nicks,Indianapolis Colts,1,11,9,72,0,0,0,0,Home,Dallas Cowboys,16
Kenny Stills,New Orleans Saints,1,8,6,68,0,0,0,0,Away,Atlanta Falcons,16
Marquess Wilson,Chicago Bears,1,10,7,66,0,0,0,0,Away,Detroit Lions,16
Andre Johnson,Houston Texans,1,13,6,65,0,0,0,0,Away,Baltimore Ravens,16
Marqise Lee,Jacksonville Jaguars,1,6,4,65,0,0,0,0,Away,Tennessee Titans,16
Brandon LaFell,New England Patriots,1,10,7,64,0,0,0,0,Home,New York Jets,16
Danny Amendola,New England Patriots,1,11,8,63,0,0,0,0,Home,New York Jets,16
James Jones,Oakland Raiders,1,5,1,3,1,0,0,0,Away,Buffalo Bills,16
Eric Weems,Atlanta Falcons,1,1,1,3,1,0,0,0,Home,New Orleans Saints,16
Jeremy Maclin,Philadelphia Eagles,1,6,4,62,0,0,0,0,Home,Washington Redskins,16
Golden Tate,Detroit Lions,1,10,5,62,0,0,0,0,Home,Chicago Bears,16
Anquan Boldin,San Francisco 49ers,1,9,7,61,0,0,0,0,Away,San Diego Chargers,16
Pierre Garcon,Washington Redskins,1,5,4,61,0,0,0,0,Away,Philadelphia Eagles,16
Vincent Jackson,Tampa Bay Buccaneers,1,6,3,60,0,0,0,0,Away,Green Bay Packers,16
Jordan Matthews,Philadelphia Eagles,1,5,3,58,0,0,0,0,Home,Washington Redskins,16
Dwayne Bowe,Kansas City Chiefs,1,8,6,57,0,0,0,0,Home,Pittsburgh Steelers,16
Roddy White,Atlanta Falcons,1,9,6,55,0,0,0,0,Home,New Orleans Saints,16
John Brown,Arizona Cardinals,1,8,3,54,0,0,0,0,Away,Seattle Seahawks,16
Jeremy Kerley,New York Jets,1,6,3,54,0,0,0,0,Away,New England Patriots,16
Martavis Bryant,Pittsburgh Steelers,1,2,1,44,0,2,9,0,Away,Kansas City Chiefs,16
Paul Richardson,Seattle Seahawks,1,7,5,52,0,0,0,0,Home,Arizona Cardinals,16
Brandon Gibson,Miami Dolphins,1,5,2,50,0,0,0,0,Away,Minnesota Vikings,16
Mike Evans,Tampa Bay Buccaneers,1,7,4,49,0,0,0,0,Away,Green Bay Packers,16
Steve Smith,Baltimore Ravens,1,12,5,49,0,0,0,0,Home,Houston Texans,16
Nick Toon,New Orleans Saints,1,6,3,44,0,1,4,0,Away,Atlanta Falcons,16
Kelvin Benjamin,Carolina Panthers,1,12,5,47,0,0,0,0,Away,Cleveland Browns,16
Harry Douglas,Atlanta Falcons,1,7,4,47,0,0,0,0,Home,New Orleans Saints,16
Derek Hagan,Tennessee Titans,1,7,3,47,0,0,0,0,Home,Jacksonville Jaguars,16
Jerricho Cotchery,Carolina Panthers,1,5,5,46,0,0,0,0,Away,Cleveland Browns,16
Josh Gordon,Cleveland Browns,1,7,4,45,0,0,0,0,Home,Carolina Panthers,16
Percy Harvin,New York Jets,1,5,4,44,0,2,1,0,Away,New England Patriots,16
Chris Hogan,Buffalo Bills,1,9,3,43,0,0,0,0,Home,Oakland Raiders,16
Michael Floyd,Arizona Cardinals,1,8,2,41,0,0,0,0,Away,Seattle Seahawks,16
Tavon Austin,St. Louis Rams,1,2,1,15,0,3,25,0,Away,New York Giants,16
DeAndre Hopkins,Houston Texans,1,12,5,38,0,0,0,0,Away,Baltimore Ravens,16
Charles Johnson,Minnesota Vikings,1,6,3,38,0,0,0,0,Home,Miami Dolphins,16
Jason Avant,Kansas City Chiefs,1,5,4,37,0,0,0,0,Home,Pittsburgh Steelers,16
Andrew Hawkins,Cleveland Browns,1,4,1,28,0,2,7,0,Home,Carolina Panthers,16
Larry Fitzgerald,Arizona Cardinals,1,11,4,33,0,0,0,0,Away,Seattle Seahawks,16
Preston Parker,New York Giants,1,3,3,32,0,0,0,0,Home,St. Louis Rams,16
Jarvis Landry,Miami Dolphins,1,9,8,31,0,0,0,0,Away,Minnesota Vikings,16
Wes Welker,Denver Broncos,1,4,4,30,0,0,0,0,Home,Cincinnati Bengals,16
Quinton Patton,San Francisco 49ers,1,6,2,9,0,1,20,0,Away,San Diego Chargers,16
Jacoby Jones,Baltimore Ravens,1,2,2,28,0,0,0,0,Home,Houston Texans,16
Damaris Johnson,Houston Texans,1,6,4,27,0,0,0,0,Away,Baltimore Ravens,16
Markus Wheaton,Pittsburgh Steelers,1,3,2,27,0,0,0,0,Away,Kansas City Chiefs,16
Allen Hurns,Jacksonville Jaguars,1,6,3,26,0,0,0,0,Away,Tennessee Titans,16
Devin Hester,Atlanta Falcons,1,3,2,25,0,0,0,0,Home,New Orleans Saints,16
Reggie Wayne,Indianapolis Colts,1,5,3,23,0,0,0,0,Home,Dallas Cowboys,16
Stedman Bailey,St. Louis Rams,1,5,2,22,0,0,0,0,Away,New York Giants,16
Philly Brown,Carolina Panthers,1,3,2,22,0,1,0,0,Away,Cleveland Browns,16
Eric Decker,New York Jets,1,4,2,21,0,0,0,0,Away,New England Patriots,16
Nate Washington,Tennessee Titans,1,3,2,18,0,0,0,0,Home,Jacksonville Jaguars,16
Davante Adams,Green Bay Packers,1,4,2,17,0,0,0,0,Home,Tampa Bay Buccaneers,16
Cordarrelle Patterson,Minnesota Vikings,1,1,1,18,0,1,-2,0,Home,Miami Dolphins,16
Mohamed Sanu,Cincinnati Bengals,1,2,1,16,0,0,0,0,Away,Denver Broncos,16
Cecil Shorts,Jacksonville Jaguars,1,7,2,15,0,0,0,0,Away,Tennessee Titans,16
Brenton Bersin,Carolina Panthers,1,1,1,14,0,0,0,0,Away,Cleveland Browns,16
Andre Roberts,Washington Redskins,1,2,1,14,0,0,0,0,Away,Philadelphia Eagles,16
Robert Meachem,New Orleans Saints,1,1,1,13,0,0,0,0,Away,Atlanta Falcons,16
Bryan Walters,Seattle Seahawks,1,1,1,13,0,0,0,0,Home,Arizona Cardinals,16
Brandon Tate,Cincinnati Bengals,1,1,1,12,0,0,0,0,Away,Denver Broncos,16
Adam Thielen,Minnesota Vikings,1,1,1,12,0,0,0,0,Home,Miami Dolphins,16
Jeremy Ross,Detroit Lions,1,1,1,11,0,0,0,0,Home,Chicago Bears,16
Marlon Brown,Baltimore Ravens,1,5,1,10,0,0,0,0,Home,Houston Texans,16
Kris Durham,Tennessee Titans,1,3,2,10,0,0,0,0,Home,Jacksonville Jaguars,16
Dane Sanzenbacher,Cincinnati Bengals,1,2,1,11,0,1,-1,0,Away,Denver Broncos,16
Josh Cribbs,Indianapolis Colts,1,1,1,8,0,0,0,0,Home,Dallas Cowboys,16
Jermaine Kearse,Seattle Seahawks,1,1,1,8,0,0,0,0,Home,Arizona Cardinals,16
Jalen Saunders,New Orleans Saints,1,1,1,7,0,0,0,0,Away,Atlanta Falcons,16
Jaron Brown,Arizona Cardinals,1,2,1,6,0,0,0,0,Away,Seattle Seahawks,16
Michael Crabtree,San Francisco 49ers,1,1,1,5,0,0,0,0,Away,San Diego Chargers,16
Ricardo Lockette,Seattle Seahawks,1,2,2,5,0,0,0,0,Home,Arizona Cardinals,16
Donte Moncrief,Indianapolis Colts,1,3,2,5,0,0,0,0,Home,Dallas Cowboys,16
Josh Morgan,Chicago Bears,1,2,2,2,0,0,0,0,Away,Detroit Lions,16
Taylor Gabriel,Cleveland Browns,1,2,1,1,0,0,0,0,Home,Carolina Panthers,16
Kamar Aiken,Baltimore Ravens,1,1,0,0,0,0,0,0,Home,Houston Texans,16
Seyi Ajirotutu,San Diego Chargers,1,3,0,0,0,0,0,0,Home,San Francisco 49ers,16
Travis Benjamin,Cleveland Browns,1,2,0,0,0,0,0,0,Home,Carolina Panthers,16
Jarrett Boykin,Green Bay Packers,1,1,0,0,0,0,0,0,Home,Tampa Bay Buccaneers,16
Brice Butler,Oakland Raiders,1,2,0,0,0,0,0,0,Away,Buffalo Bills,16
Corey Fuller,Detroit Lions,1,2,0,0,0,0,0,0,Home,Chicago Bears,16
Ted Ginn Jr.,Arizona Cardinals,1,2,0,0,0,0,0,0,Away,Seattle Seahawks,16
A.J. Green,Cincinnati Bengals,1,4,0,0,0,0,0,0,Away,Denver Broncos,16
Frankie Hammond Jr.,Kansas City Chiefs,1,1,0,0,0,0,0,0,Home,Pittsburgh Steelers,16
Dwayne Harris,Dallas Cowboys,1,1,0,0,0,0,0,0,Away,Indianapolis Colts,16
Brian Hartline,Miami Dolphins,1,1,0,0,0,0,0,0,Away,Minnesota Vikings,16
Santana Moss,Washington Redskins,1,1,0,0,0,0,0,0,Away,Philadelphia Eagles,16
Russell Shepard,Tampa Bay Buccaneers,1,1,0,0,0,0,0,0,Away,Green Bay Packers,16
