Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Jeremy Maclin,Philadelphia Eagles,1,16,12,187,2,0,0,0,Home,Arizona Cardinals,8
Emmanuel Sanders,Denver Broncos,1,9,9,120,3,1,6,0,Away,San Diego Chargers,8
Antonio Brown,Pittsburgh Steelers,1,13,10,133,2,1,5,0,Away,Indianapolis Colts,8
Larry Fitzgerald,Arizona Cardinals,1,10,7,160,1,0,0,0,Away,Philadelphia Eagles,8
Brandin Cooks,New Orleans Saints,1,7,6,94,1,1,4,1,Away,Green Bay Packers,8
Sammy Watkins,Buffalo Bills,1,6,3,157,1,0,0,0,Home,New York Jets,8
T.Y. Hilton,Indianapolis Colts,1,10,6,155,1,0,0,0,Home,Pittsburgh Steelers,8
Golden Tate,Detroit Lions,1,15,7,151,1,0,0,0,Home,Atlanta Falcons,8
Martavis Bryant,Pittsburgh Steelers,1,7,5,83,2,0,0,0,Away,Indianapolis Colts,8
Randall Cobb,Green Bay Packers,1,7,5,126,1,0,0,0,Home,New Orleans Saints,8
Brandon LaFell,New England Patriots,1,11,11,124,1,0,0,0,Away,Chicago Bears,8
John Brown,Arizona Cardinals,1,10,5,119,1,0,0,0,Away,Philadelphia Eagles,8
Donte Moncrief,Indianapolis Colts,1,12,7,113,1,0,0,0,Home,Pittsburgh Steelers,8
Mohamed Sanu,Cincinnati Bengals,1,9,5,125,0,2,27,0,Away,Baltimore Ravens,8
Andrew Hawkins,Cleveland Browns,1,9,7,88,1,0,0,0,Away,Oakland Raiders,8
Allen Robinson,Jacksonville Jaguars,1,10,5,82,1,0,0,0,Away,Miami Dolphins,8
DeSean Jackson,Washington Redskins,1,7,6,136,0,0,0,0,Home,Dallas Cowboys,8
Keenan Allen,San Diego Chargers,1,13,9,73,1,0,0,0,Home,Denver Broncos,8
Andre Holmes,Oakland Raiders,1,7,5,69,1,0,0,0,Home,Cleveland Browns,8
Alshon Jeffery,Chicago Bears,1,8,5,59,1,0,0,0,Home,New England Patriots,8
Markus Wheaton,Pittsburgh Steelers,1,5,5,56,1,0,0,0,Away,Indianapolis Colts,8
Robert Woods,Buffalo Bills,1,3,3,50,1,0,0,0,Home,New York Jets,8
Demaryius Thomas,Denver Broncos,1,12,8,105,0,0,0,0,Away,San Diego Chargers,8
Greg Jennings,Minnesota Vikings,1,6,3,38,1,0,0,0,Home,Tampa Bay Buccaneers,8
Cordarrelle Patterson,Minnesota Vikings,1,12,6,86,0,1,10,0,Home,Tampa Bay Buccaneers,8
