Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Eric Decker,New York Jets,1,11,10,221,1,0,0,0,Home,Miami Dolphins,17
Michael Floyd,Arizona Cardinals,1,12,8,153,2,0,0,0,Home,San Francisco 49ers,17
Odell Beckham Jr.,New York Giants,1,21,12,185,1,0,0,0,Away,Philadelphia Eagles,17
Dez Bryant,Dallas Cowboys,1,6,4,99,2,0,0,0,Home,Washington Redskins,17
Randall Cobb,Green Bay Packers,1,5,4,80,2,2,6,0,Away,Detroit Lions,17
Andre Johnson,Houston Texans,1,15,10,134,1,0,0,0,Away,Jacksonville Jaguars,17
Antonio Brown,Pittsburgh Steelers,1,13,7,128,1,0,0,0,Away,Cincinnati Bengals,17
Jordan Matthews,Philadelphia Eagles,1,10,8,105,1,0,0,0,Home,New York Giants,17
Calvin Johnson,Detroit Lions,1,11,4,39,2,0,0,0,Home,Green Bay Packers,17
Rueben Randle,New York Giants,1,13,6,158,0,0,0,0,Away,Philadelphia Eagles,17
DeSean Jackson,Washington Redskins,1,3,2,86,1,0,0,0,Away,Dallas Cowboys,17
Torrey Smith,Baltimore Ravens,1,7,4,83,1,0,0,0,Away,Cleveland Browns,17
Anquan Boldin,San Francisco 49ers,1,9,2,81,1,0,0,0,Away,Arizona Cardinals,17
Adam Thielen,Minnesota Vikings,1,3,3,68,1,0,0,0,Away,Chicago Bears,17
Chris Owusu,New York Jets,1,1,1,36,0,1,23,1,Home,Miami Dolphins,17
Demaryius Thomas,Denver Broncos,1,17,8,115,0,0,0,0,Away,Oakland Raiders,17
Mike Evans,Tampa Bay Buccaneers,1,6,5,54,1,0,0,0,Away,New Orleans Saints,17
Marques Colston,New Orleans Saints,1,7,2,51,1,0,0,0,Home,Tampa Bay Buccaneers,17
Roddy White,Atlanta Falcons,1,12,8,104,0,0,0,0,Away,Carolina Panthers,17
Robert Woods,Buffalo Bills,1,4,4,39,1,0,0,0,Home,New England Patriots,17
Eddie Royal,San Diego Chargers,1,8,4,95,0,0,0,0,Home,Kansas City Chiefs,17
Brian Hartline,Miami Dolphins,1,6,5,94,0,0,0,0,Away,New York Jets,17
Reggie Wayne,Indianapolis Colts,1,3,2,91,0,0,0,0,Home,Tennessee Titans,17
Steve Smith,Baltimore Ravens,1,12,8,90,0,0,0,0,Away,Cleveland Browns,17
Jordy Nelson,Green Bay Packers,1,8,6,86,0,0,0,0,Away,Detroit Lions,17
Brandon LaFell,New England Patriots,1,6,4,70,0,2,13,0,Away,Buffalo Bills,17
A.J. Green,Cincinnati Bengals,1,13,8,82,0,0,0,0,Home,Pittsburgh Steelers,17
Kenny Stills,New Orleans Saints,1,7,5,82,0,0,0,0,Home,Tampa Bay Buccaneers,17
Martavis Bryant,Pittsburgh Steelers,1,2,1,21,1,0,0,0,Away,Cincinnati Bengals,17
Dontrelle Inman,San Diego Chargers,1,8,5,79,0,0,0,0,Home,Kansas City Chiefs,17
Kendall Wright,Tennessee Titans,1,5,2,9,1,1,10,0,Away,Indianapolis Colts,17
Kamar Aiken,Baltimore Ravens,1,2,2,13,1,0,0,0,Away,Cleveland Browns,17
Emmanuel Sanders,Denver Broncos,1,9,6,73,0,0,0,0,Away,Oakland Raiders,17
Philly Brown,Carolina Panthers,1,1,1,28,0,2,41,0,Home,Atlanta Falcons,17
Terrance Williams,Dallas Cowboys,1,5,3,68,0,0,0,0,Home,Washington Redskins,17
Taylor Gabriel,Cleveland Browns,1,7,3,66,0,0,0,0,Home,Baltimore Ravens,17
Sammy Watkins,Buffalo Bills,1,5,3,57,0,1,5,0,Home,New England Patriots,17
Paul Richardson,Seattle Seahawks,1,7,5,60,0,0,0,0,Away,St. Louis Rams,17
Julio Jones,Atlanta Falcons,1,8,4,58,0,0,0,0,Away,Carolina Panthers,17
Cole Beasley,Dallas Cowboys,1,9,6,57,0,0,0,0,Home,Washington Redskins,17
Jarvis Landry,Miami Dolphins,1,9,5,55,0,0,0,0,Away,New York Jets,17
Pierre Garcon,Washington Redskins,1,5,2,53,0,0,0,0,Away,Dallas Cowboys,17
Doug Baldwin,Seattle Seahawks,1,4,3,43,0,1,8,0,Away,St. Louis Rams,17
John Brown,Arizona Cardinals,1,9,4,51,0,0,0,0,Home,San Francisco 49ers,17
Jeremy Maclin,Philadelphia Eagles,1,6,3,49,0,0,0,0,Home,New York Giants,17
Cecil Shorts,Jacksonville Jaguars,1,10,5,47,0,0,0,0,Home,Houston Texans,17
Hakeem Nicks,Indianapolis Colts,1,6,3,46,0,0,0,0,Home,Tennessee Titans,17
Greg Jennings,Minnesota Vikings,1,5,3,45,0,0,0,0,Away,Chicago Bears,17
Golden Tate,Detroit Lions,1,5,3,45,0,0,0,0,Home,Green Bay Packers,17
Jeremy Kerley,New York Jets,1,2,1,33,0,2,11,0,Home,Miami Dolphins,17
Wes Welker,Denver Broncos,1,2,2,42,0,0,0,0,Away,Oakland Raiders,17
Michael Crabtree,San Francisco 49ers,1,4,4,41,0,0,0,0,Away,Arizona Cardinals,17
Brian Tyms,New England Patriots,1,6,4,39,0,0,0,0,Away,Buffalo Bills,17
Kenny Britt,St. Louis Rams,1,5,4,38,0,0,0,0,Home,Seattle Seahawks,17
Riley Cooper,Philadelphia Eagles,1,3,2,37,0,0,0,0,Home,New York Giants,17
Quinton Patton,San Francisco 49ers,1,1,1,35,0,0,0,0,Away,Arizona Cardinals,17
Alshon Jeffery,Chicago Bears,1,5,2,34,0,0,0,0,Home,Minnesota Vikings,17
Kevin Norwood,Seattle Seahawks,1,2,2,34,0,0,0,0,Away,St. Louis Rams,17
