Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Julio Jones,Atlanta Falcons,1,11,9,161,2,0,0,0,Away,Tampa Bay Buccaneers,3
Jeremy Maclin,Philadelphia Eagles,1,10,8,154,1,0,0,0,Away,Washington Redskins,3
Antonio Brown,Pittsburgh Steelers,1,10,10,90,2,0,0,0,Home,Carolina Panthers,3
Pierre Garcon,Washington Redskins,1,16,11,138,1,0,0,0,Home,Philadelphia Eagles,3
Jordan Matthews,Philadelphia Eagles,1,9,8,59,2,0,0,0,Away,Washington Redskins,3
DeSean Jackson,Washington Redskins,1,11,5,117,1,0,0,0,Home,Philadelphia Eagles,3
Kelvin Benjamin,Carolina Panthers,1,11,8,115,1,0,0,0,Away,Pittsburgh Steelers,3
John Brown,Arizona Cardinals,1,6,4,52,2,0,0,0,Away,San Francisco 49ers,3
Victor Cruz,New York Giants,1,6,5,107,1,0,0,0,Away,Houston Texans,3
Eddie Royal,San Diego Chargers,1,6,4,42,2,0,0,0,Home,Buffalo Bills,3
Dez Bryant,Dallas Cowboys,1,7,6,89,1,0,0,0,Home,St. Louis Rams,3
Emmanuel Sanders,Denver Broncos,1,15,11,149,0,0,0,0,Home,Seattle Seahawks,3
Michael Crabtree,San Francisco 49ers,1,11,10,80,1,1,4,0,Home,Arizona Cardinals,3
Jeremy Kerley,New York Jets,1,11,7,81,1,0,0,0,Away,Chicago Bears,3
Allen Hurns,Jacksonville Jaguars,1,3,1,63,1,0,0,0,Away,Indianapolis Colts,3
Brian Quick,St. Louis Rams,1,4,2,62,1,0,0,0,Away,Dallas Cowboys,3
Alshon Jeffery,Chicago Bears,1,13,8,105,0,2,13,0,Home,New York Jets,3
DeAndre Hopkins,Houston Texans,1,9,6,116,0,0,0,0,Home,New York Giants,3
Damaris Johnson,Houston Texans,1,2,2,56,1,1,0,0,Home,New York Giants,3
Michael Floyd,Arizona Cardinals,1,9,5,114,0,0,0,0,Away,San Francisco 49ers,3
Miles Austin,Cleveland Browns,1,7,6,51,1,0,0,0,Away,Baltimore Ravens,3
Hakeem Nicks,Indianapolis Colts,1,4,4,50,1,0,0,0,Home,Jacksonville Jaguars,3
Devin Hester,Atlanta Falcons,1,1,1,25,0,1,20,1,Away,Tampa Bay Buccaneers,3
Steve Johnson,San Francisco 49ers,1,9,9,103,0,0,0,0,Home,Arizona Cardinals,3
A.J. Green,Cincinnati Bengals,1,9,6,102,0,0,0,0,Away,Tennessee Titans,3
Steve Smith,Baltimore Ravens,1,7,5,101,0,0,0,0,Home,Cleveland Browns,3
Ricardo Lockette,Seattle Seahawks,1,1,1,39,1,0,0,0,Away,Denver Broncos,3
Malcom Floyd,San Diego Chargers,1,4,2,98,0,0,0,0,Home,Buffalo Bills,3
Cecil Shorts,Jacksonville Jaguars,1,10,5,35,1,0,0,0,Away,Indianapolis Colts,3
Terrance Williams,Dallas Cowboys,1,3,2,32,1,0,0,0,Home,St. Louis Rams,3
Julian Edelman,New England Patriots,1,13,10,84,0,1,5,0,Away,Oakland Raiders,3
Austin Pettis,St. Louis Rams,1,4,3,28,1,0,0,0,Away,Dallas Cowboys,3
Andrew Hawkins,Cleveland Browns,1,10,7,87,0,0,0,0,Away,Baltimore Ravens,3
Mike Wallace,Miami Dolphins,1,12,5,74,0,1,12,0,Away,Kansas City Chiefs,3
Marques Colston,New Orleans Saints,1,5,2,25,1,0,0,0,Away,Minnesota Vikings,3
Brian Hartline,Miami Dolphins,1,7,3,25,1,0,0,0,Away,Kansas City Chiefs,3
Calvin Johnson,Detroit Lions,1,10,6,82,0,0,0,0,Away,Green Bay Packers,3
T.Y. Hilton,Indianapolis Colts,1,6,5,80,0,0,0,0,Home,Jacksonville Jaguars,3
Taylor Gabriel,Cleveland Browns,1,2,2,81,0,2,-2,0,Away,Baltimore Ravens,3
