Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Antonio Gates,San Diego Chargers,1,7,7,96,3,Away,Seattle Seahawks,2
Jimmy Graham,New Orleans Saints,1,13,10,118,2,Home,Cleveland Browns,2
Delanie Walker,Tennessee Titans,1,14,10,142,1,Away,Dallas Cowboys,2
Niles Paul,Washington Redskins,1,11,8,99,1,Away,Jacksonville Jaguars,2
Owen Daniels,Baltimore Ravens,1,5,5,28,2,Away,Pittsburgh Steelers,2
Marcedes Lewis,Jacksonville Jaguars,1,3,2,71,1,Home,Washington Redskins,2
Julius Thomas,Denver Broncos,1,5,4,39,1,Away,Kansas City Chiefs,2
Martellus Bennett,Chicago Bears,1,8,7,37,1,Home,San Francisco 49ers,2
Zach Ertz,Philadelphia Eagles,1,6,4,86,0,Home,Indianapolis Colts,2
Larry Donnell,New York Giants,1,9,7,81,0,Away,Arizona Cardinals,2
Travis Kelce,Kansas City Chiefs,1,6,4,81,0,Home,Denver Broncos,2
Jack Doyle,Indianapolis Colts,1,2,2,12,1,Away,Philadelphia Eagles,2
Greg Olsen,Carolina Panthers,1,8,6,72,0,Away,Detroit Lions,2
Jacob Tamme,Denver Broncos,1,1,1,4,1,Away,Kansas City Chiefs,2
Daniel Fells,New York Giants,1,1,1,1,1,Away,Arizona Cardinals,2
Kyle Rudolph,Minnesota Vikings,1,8,5,53,0,Away,New England Patriots,2
Jared Cook,St. Louis Rams,1,4,4,46,0,Home,Tampa Bay Buccaneers,2
John Carlson,Arizona Cardinals,1,3,2,43,0,Home,New York Giants,2
Gary Barnidge,Cleveland Browns,1,4,4,41,0,Away,New Orleans Saints,2
Derek Carrier,San Francisco 49ers,1,4,3,41,0,Away,Chicago Bears,2
Vernon Davis,San Francisco 49ers,1,3,3,39,0,Away,Chicago Bears,2
Anthony Fasano,Kansas City Chiefs,1,4,3,39,0,Home,Denver Broncos,2
Eric Ebron,Detroit Lions,1,5,3,38,0,Home,Carolina Panthers,2
Heath Miller,Pittsburgh Steelers,1,7,4,35,0,Home,Baltimore Ravens,2
Brandon Myers,Tampa Bay Buccaneers,1,2,2,33,0,Away,St. Louis Rams,2
Rob Gronkowski,New England Patriots,1,6,4,32,0,Home,Minnesota Vikings,2
Jason Witten,Dallas Cowboys,1,7,4,32,0,Home,Tennessee Titans,2
Charles Clay,Miami Dolphins,1,8,7,31,0,Home,Buffalo Bills,2
Mychal Rivera,Oakland Raiders,1,7,5,31,0,Away,Houston Texans,2
Dennis Pitta,Baltimore Ravens,1,4,3,30,0,Away,Pittsburgh Steelers,2
Scott Chandler,Buffalo Bills,1,2,2,27,0,Away,Miami Dolphins,2
Garrett Graham,Houston Texans,1,1,1,26,0,Home,Oakland Raiders,2
Jermaine Gresham,Cincinnati Bengals,1,3,3,25,0,Away,Atlanta Falcons,2
Lance Kendricks,St. Louis Rams,1,4,3,25,0,Home,Tampa Bay Buccaneers,2
Rhett Ellison,Minnesota Vikings,1,1,1,24,0,Away,New England Patriots,2
Zach Miller,Seattle Seahawks,1,1,1,22,0,Home,San Diego Chargers,2
Joseph Fauria,Detroit Lions,1,1,1,20,0,Home,Carolina Panthers,2
Troy Niklas,Arizona Cardinals,1,1,1,16,0,Home,New York Giants,2
Jeff Cumberland,New York Jets,1,2,1,14,0,Home,Green Bay Packers,2
Chris Gragg,Buffalo Bills,1,2,1,14,0,Away,Miami Dolphins,2
Coby Fleener,Indianapolis Colts,1,1,1,13,0,Away,Philadelphia Eagles,2
Levine Toilolo,Atlanta Falcons,1,3,2,13,0,Home,Cincinnati Bengals,2
Demetrius Harris,Kansas City Chiefs,1,1,1,10,0,Home,Denver Broncos,2
Vance McDonald,San Francisco 49ers,1,2,1,9,0,Away,Chicago Bears,2
Dante Rosario,Chicago Bears,1,1,1,9,0,Home,San Francisco 49ers,2
Cory Harkey,St. Louis Rams,1,2,2,8,0,Home,Tampa Bay Buccaneers,2
Andrew Quarless,Green Bay Packers,1,2,1,8,0,Away,New York Jets,2
Jace Amaro,New York Jets,1,1,1,6,0,Home,Green Bay Packers,2
Michael Hoomanawanui,New England Patriots,1,1,1,6,0,Home,Minnesota Vikings,2
Jim Dray,Cleveland Browns,1,2,1,5,0,Away,New Orleans Saints,2
Gavin Escobar,Dallas Cowboys,1,1,1,5,0,Home,Tennessee Titans,2
Ben Watson,New Orleans Saints,1,2,1,4,0,Home,Cleveland Browns,2
Dwayne Allen,Indianapolis Colts,1,1,0,0,0,Away,Philadelphia Eagles,2
Brent Celek,Philadelphia Eagles,1,1,0,0,0,Home,Indianapolis Colts,2
Ed Dickson,Carolina Panthers,1,1,0,0,0,Away,Detroit Lions,2
Brandon Pettigrew,Detroit Lions,1,1,0,0,0,Home,Carolina Panthers,2
Richard Rodgers,Green Bay Packers,1,1,0,0,0,Away,New York Jets,2
Mickey Shuler,Jacksonville Jaguars,1,1,0,0,0,Home,Washington Redskins,2
Dion Sims,Miami Dolphins,1,2,0,0,0,Home,Buffalo Bills,2
Zach Sudfeld,New York Jets,1,1,0,0,0,Home,Green Bay Packers,2
Taylor Thompson,Tennessee Titans,1,1,0,0,0,Away,Dallas Cowboys,2
Tim Wright,New England Patriots,1,1,0,0,0,Home,Minnesota Vikings,2
Josh Hill,New Orleans Saints,1,2,1,-1,0,Home,Cleveland Browns,2
