Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Lavonte David,Tampa Bay Buccaneers,1,6,6,1.0,1,0,1,0,Home,Carolina Panthers
David Hawthorne,New Orleans Saints,1,5,0,3.0,0,0,0,0,Home,Chicago Bears
Chandler Jones,New England Patriots,1,4,3,1.5,0,0,1,0,Away,Miami Dolphins
Jason Trusnik,Miami Dolphins,1,5,5,0.0,2,1,0,0,Home,New England Patriots
Craig Robertson,Cleveland Browns,1,6,4,0.0,1,1,0,0,Away,Cincinnati Bengals
Bobby Wagner,Seattle Seahawks,1,9,1,1.0,0,0,0,0,Away,San Francisco 49ers
Junior Galette,New Orleans Saints,1,2,0,2.0,0,0,1,0,Home,Chicago Bears
Terrell Suggs,Baltimore Ravens,1,2,2,2.5,0,0,0,0,Away,Jacksonville Jaguars
Danny Lansanah,Tampa Bay Buccaneers,1,3,5,1.5,1,0,0,0,Home,Carolina Panthers
Clay Matthews,Green Bay Packers,1,4,0,2.0,0,0,0,0,Home,Buffalo Bills
Bruce Carter,Dallas Cowboys,1,5,1,0.0,1,1,0,0,Home,Philadelphia Eagles
Kelvin Sheppard,Miami Dolphins,1,7,3,0.0,0,0,1,0,Home,New England Patriots
Dont'a Hightower,New England Patriots,1,4,4,0.5,0,0,1,0,Away,Miami Dolphins
Luke Kuechly,Carolina Panthers,1,4,2,0.0,1,1,0,0,Away,Tampa Bay Buccaneers
Melvin Ingram,San Diego Chargers,1,3,1,1.0,0,0,1,0,Away,Denver Broncos
Christian Jones,Chicago Bears,1,8,5,0.0,0,0,0,0,Away,New Orleans Saints
Gerald Hodges,Minnesota Vikings,1,7,2,0.0,2,0,0,0,Home,Detroit Lions
Christian Kirksey,Cleveland Browns,1,6,2,0.0,0,0,1,0,Away,Cincinnati Bengals
Perry Riley,Washington Redskins,1,6,4,0.0,2,0,0,0,Home,New York Giants
Sam Barrington,Green Bay Packers,1,9,1,0.0,0,0,0,0,Home,Buffalo Bills
DeAndre Levy,Detroit Lions,1,8,3,0.0,0,0,0,0,Away,Minnesota Vikings
C.J. Mosley,Baltimore Ravens,1,4,3,1.0,0,0,0,0,Away,Jacksonville Jaguars
Tahir Whitehead,Detroit Lions,1,9,1,0.0,0,0,0,0,Away,Minnesota Vikings
Larry Foote,Arizona Cardinals,1,3,0,1.0,0,0,0,1,Home,St. Louis Rams
Paul Worrilow,Atlanta Falcons,1,5,6,0.0,1,0,0,0,Away,Pittsburgh Steelers
K.J. Wright,Seattle Seahawks,1,5,0,1.0,0,0,0,0,Away,San Francisco 49ers
Jerrell Freeman,Indianapolis Colts,1,6,3,0.0,1,0,0,0,Away,Houston Texans
Pernell McPhee,Baltimore Ravens,1,2,1,1.5,0,0,0,0,Away,Jacksonville Jaguars
D'Qwell Jackson,Indianapolis Colts,1,6,4,0.0,0,0,0,0,Away,Houston Texans
Mike Mohamed,Houston Texans,1,4,4,0.0,2,0,0,0,Home,Indianapolis Colts
Nigel Bradham,Buffalo Bills,1,4,3,0.0,2,0,0,0,Away,Green Bay Packers
Derrick Morgan,Tennessee Titans,1,2,3,1.0,0,0,0,0,Away,New York Jets
Julius Peppers,Green Bay Packers,1,3,1,0.0,1,0,1,0,Home,Buffalo Bills
Jon Bostic,Chicago Bears,1,6,2,0.0,0,0,0,0,Away,New Orleans Saints
Ahmad Brooks,San Francisco 49ers,1,3,0,1.0,0,0,0,0,Home,Seattle Seahawks
Will Compton,Washington Redskins,1,5,4,0.0,0,0,0,0,Home,New York Giants
Andrew Gachkar,San Diego Chargers,1,6,2,0.0,0,0,0,0,Away,Denver Broncos
Tamba Hali,Kansas City Chiefs,1,3,0,1.0,0,0,0,0,Away,Oakland Raiders
Justin Houston,Kansas City Chiefs,1,3,0,1.0,0,0,0,0,Away,Oakland Raiders
Barkevious Mingo,Cleveland Browns,1,6,2,0.0,0,0,0,0,Away,Cincinnati Bengals
Daryl Smith,Baltimore Ravens,1,3,4,0.0,2,0,0,0,Away,Jacksonville Jaguars
J.T. Thomas,Jacksonville Jaguars,1,2,4,0.0,0,0,1,0,Home,Baltimore Ravens
Bjoern Werner,Indianapolis Colts,1,4,2,0.0,0,0,0,1,Away,Houston Texans
DeMario Davis,New York Jets,1,6,1,0.0,0,0,0,0,Home,Tennessee Titans
James Laurinaitis,St. Louis Rams,1,5,1,0.0,1,0,0,0,Away,Arizona Cardinals
Khalil Mack,Oakland Raiders,1,5,1,0.0,1,0,0,0,Home,Kansas City Chiefs
Casey Matthews,Philadelphia Eagles,1,5,3,0.0,0,0,0,0,Away,Dallas Cowboys
Alec Ogletree,St. Louis Rams,1,4,1,0.0,2,0,0,0,Away,Arizona Cardinals
Ryan Kerrigan,Washington Redskins,1,2,0,1.0,0,0,0,0,Home,New York Giants
Paul Kruger,Cleveland Browns,1,2,0,1.0,0,0,0,0,Away,Cincinnati Bengals
