Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Jordy Nelson,Green Bay Packers,1,16,9,209,1,0,0,0,Away,New York Jets,2
Brandon Marshall,Chicago Bears,1,8,5,48,3,0,0,0,Home,San Francisco 49ers,2
Sammy Watkins,Buffalo Bills,1,11,8,117,1,0,0,0,Away,Miami Dolphins,2
James Jones,Oakland Raiders,1,14,9,112,1,0,0,0,Away,Houston Texans,2
Randall Cobb,Green Bay Packers,1,6,5,39,2,2,6,0,Away,New York Jets,2
Dez Bryant,Dallas Cowboys,1,14,10,103,1,0,0,0,Home,Tennessee Titans,2
Julian Edelman,New England Patriots,1,7,6,81,1,1,9,0,Home,Minnesota Vikings,2
Julio Jones,Atlanta Falcons,1,13,7,88,1,0,0,0,Home,Cincinnati Bengals,2
Mohamed Sanu,Cincinnati Bengals,1,4,3,84,1,0,0,0,Away,Atlanta Falcons,2
Michael Crabtree,San Francisco 49ers,1,9,7,82,1,0,0,0,Away,Chicago Bears,2
Eric Decker,New York Jets,1,7,4,63,1,0,0,0,Home,Green Bay Packers,2
Demaryius Thomas,Denver Broncos,1,7,5,62,1,0,0,0,Away,Kansas City Chiefs,2
Mike Wallace,Miami Dolphins,1,8,5,56,1,0,0,0,Home,Buffalo Bills,2
Jason Avant,Carolina Panthers,1,7,5,54,1,0,0,0,Away,Detroit Lions,2
Percy Harvin,Seattle Seahawks,1,1,1,5,0,2,45,1,Home,San Diego Chargers,2
Emmanuel Sanders,Denver Broncos,1,9,8,108,0,1,-2,0,Away,Kansas City Chiefs,2
Jeremy Maclin,Philadelphia Eagles,1,11,4,45,1,0,0,0,Home,Indianapolis Colts,2
Miles Austin,Cleveland Browns,1,10,6,44,1,0,0,0,Away,New Orleans Saints,2
Antonio Brown,Pittsburgh Steelers,1,12,7,90,0,2,10,0,Home,Baltimore Ravens,2
Rueben Randle,New York Giants,1,7,4,39,1,0,0,0,Away,Arizona Cardinals,2
Calvin Johnson,Detroit Lions,1,13,6,83,0,0,0,0,Home,Carolina Panthers,2
DeAndre Hopkins,Houston Texans,1,5,3,22,1,0,0,0,Home,Oakland Raiders,2
Andre Roberts,Washington Redskins,1,5,4,57,0,1,19,0,Away,Jacksonville Jaguars,2
Allen Robinson,Jacksonville Jaguars,1,6,4,75,0,0,0,0,Home,Washington Redskins,2
Andre Johnson,Houston Texans,1,7,6,74,0,0,0,0,Home,Oakland Raiders,2
Brian Quick,St. Louis Rams,1,9,7,74,0,0,0,0,Home,Tampa Bay Buccaneers,2
Steve Smith,Baltimore Ravens,1,10,6,71,0,0,0,0,Away,Pittsburgh Steelers,2
Andrew Hawkins,Cleveland Browns,1,12,6,70,0,0,0,0,Away,New Orleans Saints,2
Eddie Royal,San Diego Chargers,1,10,7,69,0,0,0,0,Away,Seattle Seahawks,2
T.Y. Hilton,Indianapolis Colts,1,11,6,65,0,0,0,0,Away,Philadelphia Eagles,2
Jermaine Kearse,Seattle Seahawks,1,5,4,61,0,0,0,0,Home,San Diego Chargers,2
Victor Cruz,New York Giants,1,10,5,60,0,0,0,0,Away,Arizona Cardinals,2
Markus Wheaton,Pittsburgh Steelers,1,8,5,38,0,2,22,0,Home,Baltimore Ravens,2
Jeremy Kerley,New York Jets,1,8,3,22,0,0,37,0,Home,Green Bay Packers,2
Ryan Grant,Washington Redskins,1,8,5,57,0,0,0,0,Away,Jacksonville Jaguars,2
Golden Tate,Detroit Lions,1,8,5,57,0,0,0,0,Home,Carolina Panthers,2
Cordarrelle Patterson,Minnesota Vikings,1,7,4,56,0,0,0,0,Away,New England Patriots,2
Keenan Allen,San Diego Chargers,1,6,5,55,0,0,0,0,Away,Seattle Seahawks,2
Larry Fitzgerald,Arizona Cardinals,1,10,6,51,0,0,0,0,Home,New York Giants,2
Vincent Jackson,Tampa Bay Buccaneers,1,7,4,51,0,0,0,0,Away,St. Louis Rams,2
Davante Adams,Green Bay Packers,1,7,5,50,0,0,0,0,Away,New York Jets,2
Brandon Tate,Cincinnati Bengals,1,3,1,50,0,0,0,0,Away,Atlanta Falcons,2
Mike Evans,Tampa Bay Buccaneers,1,4,4,49,0,0,0,0,Away,St. Louis Rams,2
Jarvis Landry,Miami Dolphins,1,6,5,49,0,0,0,0,Home,Buffalo Bills,2
Brandin Cooks,New Orleans Saints,1,6,3,17,0,2,31,0,Home,Cleveland Browns,2
Alshon Jeffery,Chicago Bears,1,6,3,47,0,0,0,0,Home,San Francisco 49ers,2
