Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Connor Barwin,Philadelphia Eagles,1,6,2,3.5,0,0,0,0,Away,Carolina Panthers
Marcell Dareus,Buffalo Bills,1,4,3,3.0,0,0,0,0,Away,Kansas City Chiefs
Calais Campbell,Arizona Cardinals,1,5,1,2.0,0,0,0,0,Away,St. Louis Rams
Ziggy Ansah,Detroit Lions,1,6,0,1.0,0,0,1,0,Away,Miami Dolphins
Brandon Graham,Philadelphia Eagles,1,3,2,1.5,0,0,1,0,Away,Carolina Panthers
Desmond Bryant,Cleveland Browns,1,3,3,2.0,0,0,0,0,Home,Cincinnati Bengals
Kroy Biermann,Atlanta Falcons,1,4,1,1.5,1,0,0,0,Home,Tampa Bay Buccaneers
Vinny Curry,Philadelphia Eagles,1,2,0,1.0,0,0,1,1,Away,Carolina Panthers
Jason Pierre-Paul,New York Giants,1,6,2,0.0,1,0,1,0,Home,Seattle Seahawks
Cameron Wake,Miami Dolphins,1,2,0,2.0,0,0,0,0,Home,Detroit Lions
Ndamukong Suh,Detroit Lions,1,3,1,1.0,0,0,0,1,Away,Miami Dolphins
Osi Umenyiora,Atlanta Falcons,1,2,1,1.5,1,0,0,0,Home,Tampa Bay Buccaneers
Jack Crawford,Dallas Cowboys,1,2,0,1.0,0,0,1,0,Home,Jacksonville Jaguars
Cameron Heyward,Pittsburgh Steelers,1,4,2,1.0,0,0,0,0,Home,New York Jets
Cameron Jordan,New Orleans Saints,1,2,1,1.0,0,0,0,1,Away,San Francisco 49ers
Tyrunn Walker,New Orleans Saints,1,1,0,1.0,0,0,1,0,Away,San Francisco 49ers
Robert Ayers,New York Giants,1,2,3,1.0,0,0,0,0,Home,Seattle Seahawks
Dontari Poe,Kansas City Chiefs,1,3,1,1.0,0,0,0,0,Home,Buffalo Bills
Muhammad Wilkerson,New York Jets,1,4,1,0.0,0,0,1,0,Away,Pittsburgh Steelers
Jonathan Babineaux,Atlanta Falcons,1,3,0,1.0,0,0,0,0,Home,Tampa Bay Buccaneers
Allen Bailey,Kansas City Chiefs,1,6,2,0.0,0,0,0,0,Home,Buffalo Bills
Robert Quinn,St. Louis Rams,1,2,2,1.0,0,0,0,0,Home,Arizona Cardinals
Justin Tuck,Oakland Raiders,1,0,2,0.0,1,1,0,0,Away,Denver Broncos
Michael Bennett,Seattle Seahawks,1,2,1,1.0,0,0,0,0,Away,New York Giants
Fletcher Cox,Philadelphia Eagles,1,1,3,1.0,0,0,0,0,Away,Carolina Panthers
Quinton Dial,San Francisco 49ers,1,1,1,1.0,1,0,0,0,Home,New Orleans Saints
Johnathan Hankins,New York Giants,1,1,3,1.0,0,0,0,0,Home,Seattle Seahawks
Timmy Jernigan,Baltimore Ravens,1,1,3,1.0,0,0,0,0,Away,Tennessee Titans
Haloti Ngata,Baltimore Ravens,1,2,1,0.0,1,0,1,0,Away,Tennessee Titans
Leger Douzable,New York Jets,1,1,2,1.0,0,0,0,0,Away,Pittsburgh Steelers
Sen'Derrick Marks,Jacksonville Jaguars,1,2,0,1.0,0,0,0,0,Away,Dallas Cowboys
Mario Williams,Buffalo Bills,1,2,0,1.0,0,0,0,0,Away,Kansas City Chiefs
Malliciah Goodman,Atlanta Falcons,1,2,1,0.0,0,0,1,0,Home,Tampa Bay Buccaneers
Brett Keisel,Pittsburgh Steelers,1,1,1,1.0,0,0,0,0,Home,New York Jets
Clinton McDonald,Tampa Bay Buccaneers,1,1,1,1.0,0,0,0,0,Away,Atlanta Falcons
Aaron Lynch,San Francisco 49ers,1,2,4,0.0,1,0,0,0,Home,New Orleans Saints
Jeremy Mincey,Dallas Cowboys,1,1,0,1.0,0,0,0,0,Home,Jacksonville Jaguars
George Selvie,Dallas Cowboys,1,1,1,0.0,0,0,1,0,Home,Jacksonville Jaguars
Jurrell Casey,Tennessee Titans,1,2,4,0.0,0,0,0,0,Home,Baltimore Ravens
Malik Jackson,Denver Broncos,1,1,0,0.0,0,0,1,0,Home,Oakland Raiders
Dion Jordan,Miami Dolphins,1,3,0,0.0,1,0,0,0,Home,Detroit Lions
Shea McClellin,Chicago Bears,1,3,2,0.0,0,0,0,0,Home,Green Bay Packers
Cam Thomas,Pittsburgh Steelers,1,1,2,0.5,0,0,0,0,Home,New York Jets
Kyle Williams,Buffalo Bills,1,3,2,0.0,0,0,0,0,Away,Kansas City Chiefs
Carlos Dunlap,Cincinnati Bengals,1,2,3,0.0,0,0,0,0,Away,Cleveland Browns
Phil Taylor,Cleveland Browns,1,2,1,0.0,1,0,0,0,Home,Cincinnati Bengals
Brandon Thompson,Cincinnati Bengals,1,1,5,0.0,0,0,0,0,Away,Cleveland Browns
Cedric Thornton,Philadelphia Eagles,1,0,3,0.0,0,0,0,1,Away,Carolina Panthers
Red Bryant,Jacksonville Jaguars,1,3,0,0.0,0,0,0,0,Away,Dallas Cowboys
Quinton Coples,New York Jets,1,2,2,0.0,0,0,0,0,Away,Pittsburgh Steelers
