Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Paul Kruger,Cleveland Browns,1,4,1,3.0,1,0,1,0,Away,Oakland Raiders
Anthony Barr,Minnesota Vikings,1,8,0,1.0,1,0,1,1,Home,Tampa Bay Buccaneers
Justin Houston,Kansas City Chiefs,1,5,0,3.0,0,0,0,0,Away,St. Louis Rams
C.J. Mosley,Baltimore Ravens,1,8,5,0.0,1,1,0,0,Home,Cincinnati Bengals
Nigel Bradham,Buffalo Bills,1,10,1,0.0,1,0,1,0,Home,New York Jets
Preston Brown,Buffalo Bills,1,8,1,0.0,1,1,0,0,Home,New York Jets
Kasim Edebali,New Orleans Saints,1,3,0,2.0,0,0,1,0,Away,Green Bay Packers
Avery Williamson,Tennessee Titans,1,8,2,1.0,1,0,0,0,Away,Houston Texans
Daryl Smith,Baltimore Ravens,1,3,10,0.0,0,0,1,1,Home,Cincinnati Bengals
Keenan Robinson,Washington Redskins,1,6,4,1.0,0,0,0,0,Home,Dallas Cowboys
Lavonte David,Tampa Bay Buccaneers,1,9,5,0.0,0,0,0,0,Away,Minnesota Vikings
D'Qwell Jackson,Indianapolis Colts,1,8,5,0.0,0,0,0,0,Home,Pittsburgh Steelers
J.T. Thomas,Jacksonville Jaguars,1,3,3,0.0,1,1,0,0,Away,Miami Dolphins
Brandon Marshall,Denver Broncos,1,8,2,0.0,1,0,0,0,Away,San Diego Chargers
David Hawthorne,New Orleans Saints,1,2,3,0.0,1,1,0,0,Away,Green Bay Packers
Ryan Kerrigan,Washington Redskins,1,5,1,1.0,0,0,0,0,Home,Dallas Cowboys
Emmanuel Lamur,Cincinnati Bengals,1,2,3,0.0,1,1,0,0,Away,Baltimore Ravens
Deone Bucannon,Arizona Cardinals,1,4,4,0.0,1,0,0,1,Away,Philadelphia Eagles
Justin Durant,Dallas Cowboys,1,8,2,0.0,0,0,0,0,Away,Washington Redskins
David Harris,New York Jets,1,8,2,0.0,0,0,0,0,Away,Buffalo Bills
Dont'a Hightower,New England Patriots,1,4,6,0.5,0,0,0,0,Away,Chicago Bears
Mike Mohamed,Houston Texans,1,8,2,0.0,0,0,0,0,Home,Tennessee Titans
Perry Riley,Washington Redskins,1,4,0,1.0,1,0,0,0,Home,Dallas Cowboys
Malcolm Smith,Seattle Seahawks,1,4,4,0.0,0,0,1,0,Home,Carolina Panthers
Jamie Collins,New England Patriots,1,6,5,0.0,0,0,0,0,Away,Chicago Bears
Sio Moore,Oakland Raiders,1,8,1,0.0,0,0,0,0,Home,Cleveland Browns
Andy Studebaker,Indianapolis Colts,1,3,1,0.0,0,0,1,1,Home,Pittsburgh Steelers
Miles Burris,Oakland Raiders,1,7,2,0.0,0,0,0,0,Home,Cleveland Browns
Jerrell Freeman,Indianapolis Colts,1,5,4,0.0,1,0,0,0,Home,Pittsburgh Steelers
Akeem Ayers,New England Patriots,1,2,3,1.0,0,0,0,0,Away,Chicago Bears
Chad Greenway,Minnesota Vikings,1,6,3,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Lamarr Houston,Chicago Bears,1,3,1,1.0,0,0,0,0,Home,New England Patriots
James Laurinaitis,St. Louis Rams,1,6,1,0.0,1,0,0,0,Home,Kansas City Chiefs
DeMario Davis,New York Jets,1,4,4,0.0,1,0,0,0,Away,Buffalo Bills
Thomas Davis,Carolina Panthers,1,4,6,0.0,0,0,0,0,Away,Seattle Seahawks
Jelani Jenkins,Miami Dolphins,1,2,4,0.0,0,0,1,0,Home,Jacksonville Jaguars
Christian Jones,Chicago Bears,1,2,8,0.0,1,0,0,0,Home,New England Patriots
DeAndre Levy,Detroit Lions,1,7,0,0.0,0,0,0,0,Home,Atlanta Falcons
Curtis Lofton,New Orleans Saints,1,5,4,0.0,0,0,0,0,Away,Green Bay Packers
Rolando McClain,Dallas Cowboys,1,5,2,0.0,1,0,0,0,Away,Washington Redskins
Terrell Suggs,Baltimore Ravens,1,2,2,1.0,0,0,0,0,Home,Cincinnati Bengals
Paul Worrilow,Atlanta Falcons,1,4,0,0.0,0,0,1,0,Away,Detroit Lions
Jonathan Freeny,Miami Dolphins,1,2,1,1.0,0,0,0,0,Home,Jacksonville Jaguars
Nate Irving,Denver Broncos,1,6,1,0.0,0,0,0,0,Away,San Diego Chargers
Luke Kuechly,Carolina Panthers,1,4,3,0.0,1,0,0,0,Away,Seattle Seahawks
Josh Mauga,Kansas City Chiefs,1,5,1,0.0,1,0,0,0,Away,St. Louis Rams
Vince Williams,Pittsburgh Steelers,1,6,1,0.0,0,0,0,0,Away,Indianapolis Colts
Sam Barrington,Green Bay Packers,1,5,2,0.0,0,0,0,0,Home,New Orleans Saints
A.J. Hawk,Green Bay Packers,1,4,4,0.0,0,0,0,0,Home,New Orleans Saints
Von Miller,Denver Broncos,1,2,0,1.0,0,0,0,0,Away,San Diego Chargers
