Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Alfred Blue,Houston Texans,1,9,9,0,3,2,16,0,Away,Buffalo Bills,4
Dan Herron,Indianapolis Colts,1,7,24,0,0,0,0,0,Away,Tennessee Titans,4
Jay Prosch,Houston Texans,1,0,0,0,2,1,24,0,Away,Buffalo Bills,4
Jordan Todman,Jacksonville Jaguars,1,1,4,0,2,2,20,0,Home,San Diego Chargers,4
Pierre Thomas,New Orleans Saints,1,2,8,0,2,2,15,0,Home,Dallas Cowboys,4
Damien Williams,Miami Dolphins,1,6,23,0,0,0,0,0,Home,Oakland Raiders,4
Joseph Randle,Dallas Cowboys,1,4,22,0,0,0,0,0,Away,New Orleans Saints,4
Devonta Freeman,Atlanta Falcons,1,2,8,0,2,2,12,0,Home,Minnesota Vikings,4
Bobby Rainey,Tampa Bay Buccaneers,1,4,2,0,2,1,16,0,Home,Pittsburgh Steelers,4
LeSean McCoy,Philadelphia Eagles,1,10,17,0,0,0,0,0,Home,San Francisco 49ers,4
Shonn Greene,Tennessee Titans,1,3,10,0,0,0,0,0,Home,Indianapolis Colts,4
Darrel Young,Washington Redskins,1,1,1,0,1,1,9,0,Away,New York Giants,4
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,2,2,8,0,Away,Carolina Panthers,4
Darren Sproles,Philadelphia Eagles,1,1,4,0,4,2,2,0,Home,San Francisco 49ers,4
Marcel Reece,Oakland Raiders,1,0,0,0,2,1,5,0,Away,Miami Dolphins,4
Will Ta'ufo'ou,Jacksonville Jaguars,1,0,0,0,1,1,4,0,Home,San Diego Chargers,4
Maurice Jones-Drew,Oakland Raiders,1,2,1,0,2,2,2,0,Away,Miami Dolphins,4
Frank Summers,Buffalo Bills,1,0,0,0,1,1,3,0,Home,Houston Texans,4
Orleans Darkwa,Miami Dolphins,1,4,2,0,0,0,0,0,Home,Oakland Raiders,4
Austin Johnson,New Orleans Saints,1,1,2,0,0,0,0,0,Home,Dallas Cowboys,4
Jorvorskie Lane,Tampa Bay Buccaneers,1,1,2,0,0,0,0,0,Home,Pittsburgh Steelers,4
Theo Riddick,Detroit Lions,1,1,2,0,0,0,0,0,Home,New York Jets,4
Dri Archer,Pittsburgh Steelers,1,0,0,0,1,1,1,0,Away,Tampa Bay Buccaneers,4
Henry Hynoski,New York Giants,1,1,1,0,0,0,0,0,Home,Washington Redskins,4
Dexter McCluster,Tennessee Titans,1,2,1,0,1,0,0,0,Home,Indianapolis Colts,4
Will Johnson,Pittsburgh Steelers,1,1,0,0,1,0,0,0,Away,Tampa Bay Buccaneers,4
Jamize Olawale,Oakland Raiders,1,1,0,0,0,0,0,0,Away,Miami Dolphins,4
Tauren Poole,Carolina Panthers,1,1,0,0,0,0,0,0,Home,Baltimore Ravens,4
