Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Kyle Fuller,Chicago Bears,1,4,3,0.0,2,2,0,0,Home,San Francisco 49ers
Tashaun Gipson,Cleveland Browns,1,3,5,0.0,1,1,0,0,Away,New Orleans Saints
Antoine Cason,Carolina Panthers,1,7,3,0.0,0,0,2,1,Away,Detroit Lions
Bernard Pollard,Tennessee Titans,1,10,1,1.0,0,0,0,0,Away,Dallas Cowboys
George Iloka,Cincinnati Bengals,1,1,0,0.0,3,2,0,0,Away,Atlanta Falcons
Leon Hall,Cincinnati Bengals,1,5,1,0.0,2,1,0,0,Away,Atlanta Falcons
Josh Evans,Jacksonville Jaguars,1,8,6,0.0,1,0,0,0,Home,Washington Redskins
Dashon Goldson,Tampa Bay Buccaneers,1,9,2,0.0,0,0,0,1,Away,St. Louis Rams
Rashad Johnson,Arizona Cardinals,1,6,0,1.0,0,0,0,1,Home,New York Giants
Barry Church,Dallas Cowboys,1,5,1,0.0,1,1,0,0,Home,Tennessee Titans
Corey Graham,Buffalo Bills,1,7,3,0.0,3,0,0,0,Away,Miami Dolphins
Terence Newman,Cincinnati Bengals,1,7,3,0.0,3,0,0,0,Away,Atlanta Falcons
Trenton Robinson,Washington Redskins,1,5,1,0.0,1,1,0,0,Away,Jacksonville Jaguars
Tramon Williams,Green Bay Packers,1,4,1,0.0,2,1,0,0,Away,New York Jets
Tyvon Branch,Oakland Raiders,1,10,2,0.0,0,0,0,0,Away,Houston Texans
Rodney McLeod,St. Louis Rams,1,5,0,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Malcolm Jenkins,Philadelphia Eagles,1,1,5,0.0,2,1,0,0,Home,Indianapolis Colts
Kyle Arrington,New England Patriots,1,3,0,1.0,0,0,1,0,Home,Minnesota Vikings
Morgan Burnett,Green Bay Packers,1,7,4,0.0,1,0,0,0,Away,New York Jets
Winston Guy,Jacksonville Jaguars,1,5,2,1.0,0,0,0,0,Home,Washington Redskins
Sterling Moore,Dallas Cowboys,1,5,0,0.0,2,0,1,0,Home,Tennessee Titans
Logan Ryan,New England Patriots,1,3,0,0.0,2,1,0,0,Home,Minnesota Vikings
Melvin White,Carolina Panthers,1,1,2,0.0,3,1,0,0,Away,Detroit Lions
Prince Amukamara,New York Giants,1,8,1,0.0,1,0,0,0,Away,Arizona Cardinals
Johnathan Joseph,Houston Texans,1,4,1,0.0,0,0,1,1,Home,Oakland Raiders
Mike Adams,Indianapolis Colts,1,8,0,0.0,1,0,0,0,Away,Philadelphia Eagles
Joe Haden,Cleveland Browns,1,6,4,0.0,1,0,0,0,Away,New Orleans Saints
Kareem Jackson,Houston Texans,1,2,0,0.0,2,1,0,0,Home,Oakland Raiders
Leodis McKelvin,Buffalo Bills,1,3,0,0.0,1,1,0,0,Away,Miami Dolphins
Reggie Nelson,Cincinnati Bengals,1,3,2,1.0,1,0,0,0,Away,Atlanta Falcons
Darrelle Revis,New England Patriots,1,3,0,0.0,1,1,0,0,Home,Minnesota Vikings
Mark Barron,Tampa Bay Buccaneers,1,6,2,0.0,1,0,0,0,Away,St. Louis Rams
D.J. Swearinger,Houston Texans,1,3,0,0.0,0,0,1,1,Home,Oakland Raiders
Alterraun Verner,Tampa Bay Buccaneers,1,8,0,0.0,0,0,0,0,Away,St. Louis Rams
Aaron Williams,Buffalo Bills,1,7,0,0.0,1,0,0,0,Away,Miami Dolphins
A.J. Bouye,Houston Texans,1,7,1,0.0,0,0,0,0,Home,Oakland Raiders
Chris Conte,Chicago Bears,1,1,1,0.0,1,1,0,0,Home,San Francisco 49ers
Matt Elam,Baltimore Ravens,1,5,5,0.0,0,0,0,0,Away,Pittsburgh Steelers
E.J. Gaines,St. Louis Rams,1,5,1,0.5,0,0,0,0,Home,Tampa Bay Buccaneers
Tony Jefferson,Arizona Cardinals,1,7,1,0.0,0,0,0,0,Home,New York Giants
Harrison Smith,Minnesota Vikings,1,7,1,0.0,0,0,0,0,Away,New England Patriots
Charles Woodson,Oakland Raiders,1,7,1,0.0,0,0,0,0,Away,Houston Texans
Darius Butler,Indianapolis Colts,1,5,0,0.0,2,0,0,0,Away,Philadelphia Eagles
Marcus Cooper,Kansas City Chiefs,1,5,0,0.0,2,0,0,0,Home,Denver Broncos
Justin Gilbert,Cleveland Browns,1,5,2,0.0,1,0,0,0,Away,New Orleans Saints
Chris Harris,Denver Broncos,1,6,0,0.0,1,0,0,0,Away,Kansas City Chiefs
Ron Parker,Kansas City Chiefs,1,7,0,0.0,0,0,0,0,Home,Denver Broncos
Troy Polamalu,Pittsburgh Steelers,1,6,2,0.0,0,0,0,0,Home,Baltimore Ravens
Dominique Rodgers-Cromartie,New York Giants,1,5,0,0.0,2,0,0,0,Away,Arizona Cardinals
Greg Toler,Indianapolis Colts,1,1,0,0.0,1,1,0,0,Away,Philadelphia Eagles
