Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Demaryius Thomas,Denver Broncos,1,9,8,171,2,0,0,0,Away,San Francisco 49ers,7
Sammy Watkins,Buffalo Bills,1,14,9,122,2,0,0,0,Away,Minnesota Vikings,7
Golden Tate,Detroit Lions,1,13,10,154,1,0,0,0,Away,New Orleans Saints,7
Doug Baldwin,Seattle Seahawks,1,11,7,123,1,0,0,0,Home,St. Louis Rams,7
Randall Cobb,Green Bay Packers,1,7,6,121,1,1,2,0,Away,Carolina Panthers,7
Odell Beckham Jr.,New York Giants,1,6,4,34,2,1,13,0,Home,Dallas Cowboys,7
Kenny Stills,New Orleans Saints,1,5,5,103,1,0,0,0,Home,Detroit Lions,7
Roddy White,Atlanta Falcons,1,15,9,100,1,0,0,0,Home,Baltimore Ravens,7
Dez Bryant,Dallas Cowboys,1,12,9,151,0,0,0,0,Away,New York Giants,7
Pierre Garcon,Washington Redskins,1,6,5,87,1,0,0,0,Away,Tennessee Titans,7
Torrey Smith,Baltimore Ravens,1,5,3,81,1,0,0,0,Away,Atlanta Falcons,7
Jordy Nelson,Green Bay Packers,1,5,4,80,1,0,0,0,Away,Carolina Panthers,7
Steve Johnson,San Francisco 49ers,1,7,5,79,1,0,0,0,Home,Denver Broncos,7
Kendall Wright,Tennessee Titans,1,9,6,68,1,0,0,0,Home,Washington Redskins,7
Kelvin Benjamin,Carolina Panthers,1,6,3,61,1,0,0,0,Home,Green Bay Packers,7
Andrew Hawkins,Cleveland Browns,1,9,5,112,0,1,8,0,Home,Jacksonville Jaguars,7
Allen Robinson,Jacksonville Jaguars,1,7,4,60,1,0,0,0,Away,Cleveland Browns,7
Marques Colston,New Orleans Saints,1,10,6,111,0,0,0,0,Home,Detroit Lions,7
Mike Wallace,Miami Dolphins,1,8,5,46,1,1,4,0,Home,Chicago Bears,7
Wes Welker,Denver Broncos,1,3,3,50,1,0,0,0,Away,San Francisco 49ers,7
DeAndre Hopkins,Houston Texans,1,9,6,108,0,0,0,0,Home,Pittsburgh Steelers,7
Michael Floyd,Arizona Cardinals,1,3,3,47,1,0,0,0,Home,Oakland Raiders,7
T.Y. Hilton,Indianapolis Colts,1,9,7,107,0,0,0,0,Away,Cincinnati Bengals,7
Derek Hagan,Tennessee Titans,1,2,2,45,1,0,0,0,Home,Washington Redskins,7
Bruce Ellington,San Francisco 49ers,1,4,3,44,1,0,0,0,Home,Denver Broncos,7
Corey Fuller,Detroit Lions,1,5,3,44,1,0,0,0,Away,New Orleans Saints,7
Emmanuel Sanders,Denver Broncos,1,3,3,41,1,0,0,0,Away,San Francisco 49ers,7
Martavis Bryant,Pittsburgh Steelers,1,5,2,40,1,0,0,0,Away,Houston Texans,7
Antonio Brown,Pittsburgh Steelers,1,13,9,90,0,0,0,0,Away,Houston Texans,7
Dwayne Bowe,Kansas City Chiefs,1,7,5,84,0,0,0,0,Home,San Diego Chargers,7
Davante Adams,Green Bay Packers,1,1,1,21,1,0,0,0,Away,Carolina Panthers,7
Brenton Bersin,Carolina Panthers,1,5,3,21,1,0,0,0,Home,Green Bay Packers,7
Danny Amendola,New England Patriots,1,3,1,19,1,0,0,0,Away,New York Jets,7
Terrance Williams,Dallas Cowboys,1,3,1,18,1,0,0,0,Away,New York Giants,7
Greg Jennings,Minnesota Vikings,1,7,6,77,0,0,0,0,Home,Buffalo Bills,7
Andre Johnson,Houston Texans,1,9,5,77,0,0,0,0,Home,Pittsburgh Steelers,7
Rueben Randle,New York Giants,1,9,6,74,0,0,0,0,Home,Dallas Cowboys,7
