Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Drew Brees,New Orleans Saints,1,29,36,375,3,0,3,2,0,Home,Chicago Bears,15
Matt Ryan,Atlanta Falcons,1,26,37,310,2,1,3,27,0,Away,Pittsburgh Steelers,15
Tony Romo,Dallas Cowboys,1,22,31,265,3,0,4,-1,0,Home,Philadelphia Eagles,15
Alex Smith,Kansas City Chiefs,1,18,30,297,2,0,3,17,0,Away,Oakland Raiders,15
Eli Manning,New York Giants,1,23,34,250,3,0,0,0,0,Away,Washington Redskins,15
Tom Brady,New England Patriots,1,21,35,287,2,1,3,18,0,Away,Miami Dolphins,15
Ryan Tannehill,Miami Dolphins,1,29,47,346,1,2,3,21,0,Home,New England Patriots,15
Teddy Bridgewater,Minnesota Vikings,1,31,41,315,1,2,3,30,0,Home,Detroit Lions,15
Robert Griffin III,Washington Redskins,1,18,27,236,1,0,5,46,0,Home,New York Giants,15
Josh McCown,Tampa Bay Buccaneers,1,13,28,154,1,1,2,21,1,Home,Carolina Panthers,15
Jay Cutler,Chicago Bears,1,17,31,194,2,3,1,20,0,Away,New Orleans Saints,15
Derek Anderson,Carolina Panthers,1,25,40,277,1,0,5,14,0,Away,Tampa Bay Buccaneers,15
Andrew Luck,Indianapolis Colts,1,18,34,187,2,1,8,18,0,Away,Houston Texans,15
Ben Roethlisberger,Pittsburgh Steelers,1,27,35,360,0,0,2,-2,0,Home,Atlanta Falcons,15
Philip Rivers,San Diego Chargers,1,24,41,232,1,2,1,3,0,Away,Denver Broncos,15
Joe Flacco,Baltimore Ravens,1,20,30,221,1,0,4,8,0,Away,Jacksonville Jaguars,15
Peyton Manning,Denver Broncos,1,14,20,233,1,0,3,-3,0,Home,San Diego Chargers,15
Derek Carr,Oakland Raiders,1,27,56,222,1,0,1,0,0,Home,Kansas City Chiefs,15
Russell Wilson,Seattle Seahawks,1,12,24,168,1,1,5,27,0,Away,San Francisco 49ers,15
Geno Smith,New York Jets,1,16,28,179,1,0,4,16,0,Home,Tennessee Titans,15
Mark Sanchez,Philadelphia Eagles,1,17,28,252,0,2,0,0,0,Away,Dallas Cowboys,15
Shaun Hill,St. Louis Rams,1,20,39,229,0,1,3,11,0,Away,Arizona Cardinals,15
Aaron Rodgers,Green Bay Packers,1,17,42,185,0,2,3,27,0,Home,Buffalo Bills,15
Matthew Stafford,Detroit Lions,1,17,28,153,1,0,1,2,0,Away,Minnesota Vikings,15
Colin Kaepernick,San Francisco 49ers,1,11,19,141,0,0,9,46,0,Home,Seattle Seahawks,15
Charlie Whitehurst,Tennessee Titans,1,10,24,203,0,0,2,9,0,Away,New York Jets,15
Blake Bortles,Jacksonville Jaguars,1,21,37,210,0,1,1,2,0,Home,Baltimore Ravens,15
Kyle Orton,Buffalo Bills,1,14,27,158,0,1,3,-4,0,Away,Green Bay Packers,15
Andy Dalton,Cincinnati Bengals,1,14,24,117,0,1,2,3,0,Home,Cleveland Browns,15
Tom Savage,Houston Texans,1,10,19,127,0,1,4,-4,0,Home,Indianapolis Colts,15
Drew Stanton,Arizona Cardinals,1,12,20,109,0,0,2,3,0,Home,St. Louis Rams,15
Johnny Manziel,Cleveland Browns,1,10,18,80,0,2,5,13,0,Away,Cincinnati Bengals,15
Colt McCoy,Washington Redskins,1,4,7,39,0,0,2,24,0,Home,New York Giants,15
Jake Locker,Tennessee Titans,1,6,11,57,0,0,2,7,0,Away,New York Jets,15
Ryan Fitzpatrick,Houston Texans,1,3,6,30,0,0,3,16,0,Home,Indianapolis Colts,15
Ryan Lindley,Arizona Cardinals,1,4,10,30,0,0,0,0,0,Home,St. Louis Rams,15
Chase Daniel,Kansas City Chiefs,1,0,1,0,0,0,1,-1,0,Away,Oakland Raiders,15
Brock Osweiler,Denver Broncos,1,0,2,0,0,0,1,-1,0,Home,San Diego Chargers,15
