Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Coby Fleener,Indianapolis Colts,1,7,4,127,2,Away,Washington Redskins,13
Jordan Reed,Washington Redskins,1,11,9,123,0,Home,Indianapolis Colts,13
Martellus Bennett,Chicago Bears,1,11,8,109,0,Home,Detroit Lions,13
Rob Gronkowski,New England Patriots,1,12,7,98,0,Home,Green Bay Packers,13
Richard Rodgers,Green Bay Packers,1,2,2,35,1,Away,New England Patriots,13
Antonio Gates,San Diego Chargers,1,8,7,83,0,Home,Baltimore Ravens,13
Heath Miller,Pittsburgh Steelers,1,14,8,82,0,Away,New Orleans Saints,13
Anthony Fasano,Kansas City Chiefs,1,1,1,20,1,Away,Denver Broncos,13
Logan Paulsen,Washington Redskins,1,1,1,16,1,Home,Indianapolis Colts,13
Levine Toilolo,Atlanta Falcons,1,6,4,15,1,Away,Arizona Cardinals,13
Ben Watson,New Orleans Saints,1,2,1,15,1,Home,Pittsburgh Steelers,13
Cory Harkey,St. Louis Rams,1,2,2,12,1,Away,Oakland Raiders,13
MarQueis Gray,Buffalo Bills,1,2,2,71,0,Away,Cleveland Browns,13
Ryan Griffin,Houston Texans,1,3,1,8,1,Away,Tennessee Titans,13
Kyle Rudolph,Minnesota Vikings,1,3,2,7,1,Away,Carolina Panthers,13
Tony Moeaki,Seattle Seahawks,1,2,1,63,0,Home,San Francisco 49ers,13
Greg Olsen,Carolina Panthers,1,9,5,59,0,Home,Minnesota Vikings,13
Dion Sims,Miami Dolphins,1,4,4,58,0,Home,New York Jets,13
Larry Donnell,New York Giants,1,7,5,55,0,Home,Jacksonville Jaguars,13
Jim Dray,Cleveland Browns,1,4,3,45,0,Home,Buffalo Bills,13
Luke Willson,Seattle Seahawks,1,6,4,39,0,Home,San Francisco 49ers,13
John Carlson,Arizona Cardinals,1,3,2,38,0,Home,Atlanta Falcons,13
Travis Kelce,Kansas City Chiefs,1,3,3,36,0,Away,Denver Broncos,13
Jermaine Gresham,Cincinnati Bengals,1,5,5,33,0,Home,Tampa Bay Buccaneers,13
Owen Daniels,Baltimore Ravens,1,3,2,30,0,Away,San Diego Chargers,13
Eric Ebron,Detroit Lions,1,4,3,23,0,Away,Chicago Bears,13
Michael Hoomanawanui,New England Patriots,1,1,1,23,0,Home,Green Bay Packers,13
Mychal Rivera,Oakland Raiders,1,8,3,21,0,Home,St. Louis Rams,13
Zach Sudfeld,New York Jets,1,1,1,20,0,Away,Miami Dolphins,13
Cameron Brate,Tampa Bay Buccaneers,1,1,1,17,0,Away,Cincinnati Bengals,13
Clay Harbor,Jacksonville Jaguars,1,2,1,17,0,Away,New York Giants,13
Josh Hill,New Orleans Saints,1,2,1,17,0,Home,Pittsburgh Steelers,13
Andrew Quarless,Green Bay Packers,1,2,2,17,0,Away,New England Patriots,13
Vernon Davis,San Francisco 49ers,1,3,2,13,0,Away,Seattle Seahawks,13
Tim Wright,New England Patriots,1,1,1,12,0,Home,Green Bay Packers,13
Virgil Green,Denver Broncos,1,1,1,10,0,Home,Kansas City Chiefs,13
Jack Doyle,Indianapolis Colts,1,1,1,8,0,Away,Washington Redskins,13
Joseph Fauria,Detroit Lions,1,2,1,8,0,Away,Chicago Bears,13
Marcedes Lewis,Jacksonville Jaguars,1,3,2,8,0,Away,New York Giants,13
Jason Witten,Dallas Cowboys,1,2,1,8,0,Away,Philadelphia Eagles,13
Brent Celek,Philadelphia Eagles,1,2,1,7,0,Home,Dallas Cowboys,13
Niles Paul,Washington Redskins,1,1,1,7,0,Home,Indianapolis Colts,13
Gary Barnidge,Cleveland Browns,1,1,1,6,0,Home,Buffalo Bills,13
Delanie Walker,Tennessee Titans,1,3,1,6,0,Home,Houston Texans,13
Jacob Tamme,Denver Broncos,1,2,1,4,0,Home,Kansas City Chiefs,13
Ryan Hewitt,Cincinnati Bengals,1,1,1,3,0,Home,Tampa Bay Buccaneers,13
Scott Chandler,Buffalo Bills,1,3,3,2,0,Away,Cleveland Browns,13
Brandon Pettigrew,Detroit Lions,1,1,1,2,0,Away,Chicago Bears,13
Ladarius Green,San Diego Chargers,1,2,2,1,0,Home,Baltimore Ravens,13
Jared Cook,St. Louis Rams,1,1,0,0,0,Away,Oakland Raiders,13
Jeff Cumberland,New York Jets,1,1,0,0,0,Away,Miami Dolphins,13
Zach Ertz,Philadelphia Eagles,1,1,0,0,0,Home,Dallas Cowboys,13
Daniel Fells,New York Giants,1,1,0,0,0,Home,Jacksonville Jaguars,13
Crockett Gillmore,Baltimore Ravens,1,1,0,0,0,Away,San Diego Chargers,13
Harold Hoskins,Miami Dolphins,1,1,1,0,0,Home,New York Jets,13
Lance Kendricks,St. Louis Rams,1,1,0,0,0,Away,Oakland Raiders,13
