Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jared Cook,St. Louis Rams,1,5,4,61,2,Home,Washington Redskins,14
Mychal Rivera,Oakland Raiders,1,7,7,109,1,Away,San Francisco 49ers,14
Rob Gronkowski,New England Patriots,1,11,8,87,1,Home,San Diego Chargers,14
Martellus Bennett,Chicago Bears,1,15,12,84,1,Away,Dallas Cowboys,14
Greg Olsen,Carolina Panthers,1,11,10,72,1,Home,New Orleans Saints,14
Travis Kelce,Kansas City Chiefs,1,9,7,110,0,Home,Arizona Cardinals,14
Zach Ertz,Philadelphia Eagles,1,3,2,39,1,Away,Seattle Seahawks,14
Jermaine Gresham,Cincinnati Bengals,1,4,3,23,1,Away,Pittsburgh Steelers,14
Scott Chandler,Buffalo Bills,1,11,8,81,0,Home,Denver Broncos,14
Joseph Fauria,Detroit Lions,1,2,2,17,1,Away,Tampa Bay Buccaneers,14
Marcedes Lewis,Jacksonville Jaguars,1,4,3,69,0,Away,Houston Texans,14
Ben Watson,New Orleans Saints,1,4,2,8,1,Away,Carolina Panthers,14
Gavin Escobar,Dallas Cowboys,1,1,1,6,1,Home,Chicago Bears,14
Heath Miller,Pittsburgh Steelers,1,3,1,1,1,Home,Cincinnati Bengals,14
Coby Fleener,Indianapolis Colts,1,10,5,56,0,Home,Cleveland Browns,14
Andrew Quarless,Green Bay Packers,1,4,3,52,0,Away,Atlanta Falcons,14
Jordan Cameron,Cleveland Browns,1,5,4,41,0,Away,Indianapolis Colts,14
Charles Clay,Miami Dolphins,1,3,2,41,0,Away,Baltimore Ravens,14
Antonio Gates,San Diego Chargers,1,8,5,34,0,Away,New England Patriots,14
Phillip Supernaw,Baltimore Ravens,1,1,1,29,0,Home,Miami Dolphins,14
Larry Donnell,New York Giants,1,7,4,28,0,Home,Tennessee Titans,14
Eric Ebron,Detroit Lions,1,4,3,28,0,Away,Tampa Bay Buccaneers,14
Owen Daniels,Baltimore Ravens,1,2,2,27,0,Home,Miami Dolphins,14
Delanie Walker,Tennessee Titans,1,10,4,27,0,Away,New York Giants,14
Vernon Davis,San Francisco 49ers,1,4,2,26,0,Home,Oakland Raiders,14
Jason Witten,Dallas Cowboys,1,3,2,26,0,Home,Chicago Bears,14
Jimmy Graham,New Orleans Saints,1,11,3,25,0,Away,Carolina Panthers,14
Ryan Griffin,Houston Texans,1,1,1,25,0,Home,Jacksonville Jaguars,14
Jordan Reed,Washington Redskins,1,7,3,25,0,Away,St. Louis Rams,14
Garrett Celek,San Francisco 49ers,1,1,1,22,0,Home,Oakland Raiders,14
Robert Housler,Arizona Cardinals,1,1,1,20,0,Away,Kansas City Chiefs,14
Kevin Brock,Cincinnati Bengals,1,2,2,18,0,Away,Pittsburgh Steelers,14
Dion Sims,Miami Dolphins,1,3,2,18,0,Away,Baltimore Ravens,14
Ladarius Green,San Diego Chargers,1,2,2,15,0,Away,New England Patriots,14
Tony Moeaki,Seattle Seahawks,1,3,1,15,0,Home,Philadelphia Eagles,14
Matt Spaeth,Pittsburgh Steelers,1,2,2,13,0,Home,Cincinnati Bengals,14
Lance Kendricks,St. Louis Rams,1,1,1,11,0,Home,Washington Redskins,14
Ed Dickson,Carolina Panthers,1,2,1,10,0,Home,New Orleans Saints,14
Jacob Tamme,Denver Broncos,1,1,1,10,0,Away,Buffalo Bills,14
Kyle Rudolph,Minnesota Vikings,1,2,2,9,0,Away,New York Jets,14
Niles Paul,Washington Redskins,1,1,1,7,0,Away,St. Louis Rams,14
Lee Smith,Buffalo Bills,1,1,1,6,0,Home,Denver Broncos,14
Dwayne Allen,Indianapolis Colts,1,3,1,5,0,Home,Cleveland Browns,14
Luke Stocker,Tampa Bay Buccaneers,1,3,1,4,0,Home,Detroit Lions,14
Jim Dray,Cleveland Browns,1,3,1,3,0,Away,Indianapolis Colts,14
John Carlson,Arizona Cardinals,1,1,1,1,0,Away,Kansas City Chiefs,14
Luke Willson,Seattle Seahawks,1,2,1,1,0,Home,Philadelphia Eagles,14
Brent Celek,Philadelphia Eagles,1,1,0,0,0,Away,Seattle Seahawks,14
Chase Coffman,Tennessee Titans,1,1,0,0,0,Away,New York Giants,14
Jeff Cumberland,New York Jets,1,2,0,0,0,Home,Minnesota Vikings,14
Anthony Fasano,Kansas City Chiefs,1,1,0,0,0,Home,Arizona Cardinals,14
Daniel Fells,New York Giants,1,1,0,0,0,Home,Tennessee Titans,14
Darren Fells,Arizona Cardinals,1,1,0,0,0,Away,Kansas City Chiefs,14
MarQueis Gray,Buffalo Bills,1,1,0,0,0,Home,Denver Broncos,14
Josh Hill,New Orleans Saints,1,1,0,0,0,Away,Carolina Panthers,14
Adrien Robinson,New York Giants,1,1,1,0,0,Home,Tennessee Titans,14
Richard Rodgers,Green Bay Packers,1,1,0,0,0,Away,Atlanta Falcons,14
Tim Wright,New England Patriots,1,2,0,0,0,Home,San Diego Chargers,14
Levine Toilolo,Atlanta Falcons,1,3,1,-1,0,Home,Green Bay Packers,14
