Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Martellus Bennett,Chicago Bears,1,8,5,54,2,Home,New York Jets,3
Greg Olsen,Carolina Panthers,1,7,5,69,1,Away,Pittsburgh Steelers,3
Coby Fleener,Indianapolis Colts,1,7,4,49,1,Home,Jacksonville Jaguars,3
Josh Hill,New Orleans Saints,1,2,2,48,1,Away,Minnesota Vikings,3
Rob Gronkowski,New England Patriots,1,6,3,44,1,Away,Oakland Raiders,3
Dwayne Allen,Indianapolis Colts,1,6,4,43,1,Home,Jacksonville Jaguars,3
Andrew Quarless,Green Bay Packers,1,5,4,43,1,Home,Detroit Lions,3
Travis Kelce,Kansas City Chiefs,1,4,3,36,1,Home,Miami Dolphins,3
Lance Kendricks,St. Louis Rams,1,7,6,29,1,Away,Dallas Cowboys,3
Daniel Fells,New York Giants,1,2,2,22,1,Away,Houston Texans,3
Jacob Tamme,Denver Broncos,1,3,2,22,1,Home,Seattle Seahawks,3
Julius Thomas,Denver Broncos,1,4,3,17,1,Home,Seattle Seahawks,3
Jared Cook,St. Louis Rams,1,9,7,75,0,Away,Dallas Cowboys,3
Scott Chandler,Buffalo Bills,1,5,5,74,0,Away,San Diego Chargers,3
Niles Paul,Washington Redskins,1,9,6,68,0,Home,Philadelphia Eagles,3
Ladarius Green,San Diego Chargers,1,6,4,64,0,Home,Buffalo Bills,3
Jace Amaro,New York Jets,1,4,3,54,0,Away,Chicago Bears,3
Jimmy Graham,New Orleans Saints,1,8,6,54,0,Away,Minnesota Vikings,3
Delanie Walker,Tennessee Titans,1,7,4,54,0,Home,Cincinnati Bengals,3
Heath Miller,Pittsburgh Steelers,1,5,4,51,0,Home,Carolina Panthers,3
Jason Witten,Dallas Cowboys,1,5,4,49,0,Home,St. Louis Rams,3
Larry Donnell,New York Giants,1,6,6,45,0,Away,Houston Texans,3
Garrett Graham,Houston Texans,1,6,5,41,0,Home,New York Giants,3
John Carlson,Arizona Cardinals,1,3,3,33,0,Away,San Francisco 49ers,3
Brandon Myers,Tampa Bay Buccaneers,1,5,5,33,0,Home,Atlanta Falcons,3
Kyle Rudolph,Minnesota Vikings,1,5,3,27,0,Home,New Orleans Saints,3
Craig Stevens,Tennessee Titans,1,2,2,26,0,Home,Cincinnati Bengals,3
Levine Toilolo,Atlanta Falcons,1,2,2,25,0,Away,Tampa Bay Buccaneers,3
Jordan Cameron,Cleveland Browns,1,3,1,23,0,Away,Baltimore Ravens,3
Derek Carrier,San Francisco 49ers,1,2,1,23,0,Home,Arizona Cardinals,3
Anthony Fasano,Kansas City Chiefs,1,2,2,23,0,Home,Miami Dolphins,3
Charles Clay,Miami Dolphins,1,4,3,21,0,Away,Kansas City Chiefs,3
Tim Wright,New England Patriots,1,1,1,20,0,Away,Oakland Raiders,3
James Casey,Philadelphia Eagles,1,1,1,19,0,Away,Washington Redskins,3
Jeff Cumberland,New York Jets,1,6,3,18,0,Away,Chicago Bears,3
Luke Stocker,Tampa Bay Buccaneers,1,2,2,15,0,Home,Atlanta Falcons,3
Zach Sudfeld,New York Jets,1,1,1,15,0,Away,Chicago Bears,3
Zach Ertz,Philadelphia Eagles,1,3,2,14,0,Away,Washington Redskins,3
Zach Miller,Seattle Seahawks,1,2,2,12,0,Away,Denver Broncos,3
Dennis Pitta,Baltimore Ravens,1,3,3,12,0,Home,Cleveland Browns,3
Mychal Rivera,Oakland Raiders,1,4,2,11,0,Home,New England Patriots,3
Jack Doyle,Indianapolis Colts,1,3,3,10,0,Home,Jacksonville Jaguars,3
Virgil Green,Denver Broncos,1,1,1,10,0,Home,Seattle Seahawks,3
Ben Watson,New Orleans Saints,1,1,1,10,0,Away,Minnesota Vikings,3
Owen Daniels,Baltimore Ravens,1,1,1,8,0,Home,Cleveland Browns,3
Antonio Gates,San Diego Chargers,1,1,1,8,0,Home,Buffalo Bills,3
Marcel Jensen,Jacksonville Jaguars,1,1,1,8,0,Away,Indianapolis Colts,3
Dante Rosario,Chicago Bears,1,1,1,8,0,Home,New York Jets,3
Gavin Escobar,Dallas Cowboys,1,1,1,7,0,Home,St. Louis Rams,3
Brian Leonhardt,Oakland Raiders,1,1,1,7,0,Home,New England Patriots,3
Logan Paulsen,Washington Redskins,1,2,2,7,0,Home,Philadelphia Eagles,3
Ryan Hewitt,Cincinnati Bengals,1,1,1,6,0,Away,Tennessee Titans,3
Jermaine Gresham,Cincinnati Bengals,1,1,1,5,0,Away,Tennessee Titans,3
Joseph Fauria,Detroit Lions,1,2,1,3,0,Away,Green Bay Packers,3
Brent Celek,Philadelphia Eagles,1,4,0,0,0,Away,Washington Redskins,3
Eric Ebron,Detroit Lions,1,1,0,0,0,Away,Green Bay Packers,3
Rhett Ellison,Minnesota Vikings,1,2,0,0,0,Home,New Orleans Saints,3
Darren Fells,Arizona Cardinals,1,1,0,0,0,Away,San Francisco 49ers,3
Brandon Pettigrew,Detroit Lions,1,1,0,0,0,Away,Green Bay Packers,3
Mickey Shuler,Jacksonville Jaguars,1,1,0,0,0,Away,Indianapolis Colts,3
Dion Sims,Miami Dolphins,1,1,0,0,0,Away,Kansas City Chiefs,3
Taylor Thompson,Tennessee Titans,1,1,0,0,0,Home,Cincinnati Bengals,3
Kevin Brock,Cincinnati Bengals,1,1,1,-3,0,Away,Tennessee Titans,3
