Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Dez Bryant,Dallas Cowboys,1,8,6,158,2,0,0,0,Home,Jacksonville Jaguars,10
Jordy Nelson,Green Bay Packers,1,6,6,152,2,0,0,0,Away,Chicago Bears,10
Jordan Matthews,Philadelphia Eagles,1,9,7,138,2,0,0,0,Away,Carolina Panthers,10
Martavis Bryant,Pittsburgh Steelers,1,7,4,143,1,0,0,0,Home,New York Jets,10
Emmanuel Sanders,Denver Broncos,1,8,5,67,2,1,5,0,Home,Oakland Raiders,10
Kelvin Benjamin,Carolina Panthers,1,7,3,70,2,0,0,0,Home,Philadelphia Eagles,10
Mike Evans,Tampa Bay Buccaneers,1,9,7,125,1,0,0,0,Away,Atlanta Falcons,10
Calvin Johnson,Detroit Lions,1,15,7,113,1,0,0,0,Away,Miami Dolphins,10
Brandon Marshall,Chicago Bears,1,10,8,112,1,0,0,0,Home,Green Bay Packers,10
Anquan Boldin,San Francisco 49ers,1,15,6,95,1,0,0,0,Home,New Orleans Saints,10
Brandin Cooks,New Orleans Saints,1,8,5,90,1,0,0,0,Away,San Francisco 49ers,10
Preston Parker,New York Giants,1,7,7,79,1,0,0,0,Home,Seattle Seahawks,10
Torrey Smith,Baltimore Ravens,1,8,5,75,1,0,0,0,Away,Tennessee Titans,10
John Brown,Arizona Cardinals,1,9,5,73,1,0,0,0,Away,St. Louis Rams,10
Randall Cobb,Green Bay Packers,1,6,4,72,1,0,0,0,Away,Chicago Bears,10
Roddy White,Atlanta Falcons,1,6,6,72,1,0,0,0,Home,Tampa Bay Buccaneers,10
T.J. Graham,New York Jets,1,1,1,67,1,0,0,0,Away,Pittsburgh Steelers,10
Odell Beckham Jr.,New York Giants,1,9,7,108,0,1,11,0,Home,Seattle Seahawks,10
Julio Jones,Atlanta Falcons,1,11,8,119,0,0,0,0,Home,Tampa Bay Buccaneers,10
Cecil Shorts,Jacksonville Jaguars,1,7,5,119,0,0,0,0,Away,Dallas Cowboys,10
Chris Hogan,Buffalo Bills,1,7,5,57,1,0,0,0,Away,Kansas City Chiefs,10
Larry Fitzgerald,Arizona Cardinals,1,10,9,112,0,0,0,0,Away,St. Louis Rams,10
Mike Wallace,Miami Dolphins,1,8,5,51,1,0,0,0,Home,Detroit Lions,10
Golden Tate,Detroit Lions,1,13,11,109,0,0,0,0,Away,Miami Dolphins,10
Demaryius Thomas,Denver Broncos,1,14,11,108,0,0,0,0,Home,Oakland Raiders,10
Dwayne Bowe,Kansas City Chiefs,1,12,8,93,0,0,0,0,Home,Buffalo Bills,10
Vincent Jackson,Tampa Bay Buccaneers,1,11,8,75,0,0,0,0,Away,Atlanta Falcons,10
Antonio Brown,Pittsburgh Steelers,1,9,8,74,0,0,0,0,Home,New York Jets,10
Brice Butler,Oakland Raiders,1,4,2,12,1,0,0,0,Away,Denver Broncos,10
Alshon Jeffery,Chicago Bears,1,12,6,63,0,1,8,0,Home,Green Bay Packers,10
Jermaine Kearse,Seattle Seahawks,1,4,3,70,0,0,0,0,Away,New York Giants,10
Michael Crabtree,San Francisco 49ers,1,8,3,62,0,0,0,0,Home,New Orleans Saints,10
Allen Robinson,Jacksonville Jaguars,1,10,5,60,0,0,0,0,Away,Dallas Cowboys,10
Percy Harvin,New York Jets,1,5,3,23,0,6,33,0,Away,Pittsburgh Steelers,10
Kendall Wright,Tennessee Titans,1,7,4,53,0,1,1,0,Home,Baltimore Ravens,10
Robert Woods,Buffalo Bills,1,8,6,52,0,0,0,0,Away,Kansas City Chiefs,10
Miles Austin,Cleveland Browns,1,6,5,48,0,0,0,0,Home,Cincinnati Bengals,10
Travis Benjamin,Cleveland Browns,1,5,3,46,0,0,0,0,Home,Cincinnati Bengals,10
Jarvis Landry,Miami Dolphins,1,10,7,53,0,1,-8,0,Home,Detroit Lions,10
Steve Johnson,San Francisco 49ers,1,3,3,43,0,0,0,0,Home,New Orleans Saints,10
Markus Wheaton,Pittsburgh Steelers,1,7,4,41,0,0,0,0,Home,New York Jets,10
Rueben Randle,New York Giants,1,10,5,39,0,0,0,0,Home,Seattle Seahawks,10
Jeremy Maclin,Philadelphia Eagles,1,7,3,38,0,0,0,0,Away,Carolina Panthers,10
