Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Mohamed Sanu,Cincinnati Bengals,1,3,2,19,0,1,10,0,Home,Tampa Bay Buccaneers,13
Doug Baldwin,Seattle Seahawks,1,4,2,28,0,0,0,0,Home,San Francisco 49ers,13
Andre Holmes,Oakland Raiders,1,6,3,28,0,0,0,0,Home,St. Louis Rams,13
Steve Johnson,San Francisco 49ers,1,6,3,28,0,0,0,0,Away,Seattle Seahawks,13
Kenbrell Thompkins,Oakland Raiders,1,5,2,28,0,0,0,0,Home,St. Louis Rams,13
Brice Butler,Oakland Raiders,1,2,2,27,0,0,0,0,Home,St. Louis Rams,13
Marlon Brown,Baltimore Ravens,1,3,3,25,0,0,0,0,Away,San Diego Chargers,13
Kevin Ogletree,New York Giants,1,2,2,25,0,0,0,0,Home,Jacksonville Jaguars,13
Andrew Hawkins,Cleveland Browns,1,3,2,24,0,0,0,0,Home,Buffalo Bills,13
Vincent Jackson,Tampa Bay Buccaneers,1,4,2,24,0,0,0,0,Away,Cincinnati Bengals,13
Martavis Bryant,Pittsburgh Steelers,1,4,1,23,0,0,0,0,Away,New Orleans Saints,13
Corey Fuller,Detroit Lions,1,1,1,21,0,0,0,0,Away,Chicago Bears,13
Donnie Avery,Kansas City Chiefs,1,2,1,20,0,0,0,0,Away,Denver Broncos,13
Jerricho Cotchery,Carolina Panthers,1,5,2,20,0,0,0,0,Home,Minnesota Vikings,13
Anquan Boldin,San Francisco 49ers,1,5,3,18,0,0,0,0,Away,Seattle Seahawks,13
Dwayne Bowe,Kansas City Chiefs,1,5,2,18,0,0,0,0,Away,Denver Broncos,13
Eric Decker,New York Jets,1,4,2,18,0,0,0,0,Away,Miami Dolphins,13
Justin Hunter,Tennessee Titans,1,3,1,18,0,0,0,0,Home,Houston Texans,13
Brandon Gibson,Miami Dolphins,1,3,2,17,0,0,0,0,Home,New York Jets,13
Devin Hester,Atlanta Falcons,1,4,1,10,0,1,4,0,Away,Arizona Cardinals,13
Kenny Britt,St. Louis Rams,1,1,1,13,0,0,0,0,Away,Oakland Raiders,13
Lance Moore,Pittsburgh Steelers,1,5,2,13,0,0,0,0,Away,New Orleans Saints,13
Wes Welker,Denver Broncos,1,2,1,12,0,0,0,0,Home,Kansas City Chiefs,13
Sammy Watkins,Buffalo Bills,1,9,3,11,0,0,0,0,Away,Cleveland Browns,13
Vincent Brown,Oakland Raiders,1,4,1,10,0,0,0,0,Home,St. Louis Rams,13
Michael Crabtree,San Francisco 49ers,1,3,3,10,0,0,0,0,Away,Seattle Seahawks,13
Pierre Garcon,Washington Redskins,1,9,3,9,0,0,0,0,Home,Indianapolis Colts,13
Brian Hartline,Miami Dolphins,1,1,1,9,0,0,0,0,Home,New York Jets,13
Eric Weems,Atlanta Falcons,1,2,2,9,0,0,0,0,Away,Arizona Cardinals,13
Josh Huff,Philadelphia Eagles,1,0,0,0,0,1,7,0,Home,Dallas Cowboys,13
Louis Murphy,Tampa Bay Buccaneers,1,5,1,7,0,0,0,0,Away,Cincinnati Bengals,13
Jarrett Boykin,Green Bay Packers,1,1,1,6,0,0,0,0,Away,New England Patriots,13
Brandon Lloyd,San Francisco 49ers,1,6,1,6,0,0,0,0,Away,Seattle Seahawks,13
Paul Richardson,Seattle Seahawks,1,1,1,6,0,0,0,0,Home,San Francisco 49ers,13
Steve Smith,Baltimore Ravens,1,4,1,2,0,0,0,0,Away,San Diego Chargers,13
Seyi Ajirotutu,San Diego Chargers,1,1,0,0,0,0,0,0,Home,Baltimore Ravens,13
Danny Amendola,New England Patriots,1,1,0,0,0,0,0,0,Home,Green Bay Packers,13
Travis Benjamin,Cleveland Browns,1,2,0,0,0,0,0,0,Home,Buffalo Bills,13
Andre Caldwell,Denver Broncos,1,1,0,0,0,0,0,0,Home,Kansas City Chiefs,13
Aaron Dobson,New England Patriots,1,1,0,0,0,0,0,0,Home,Green Bay Packers,13
Taylor Gabriel,Cleveland Browns,1,1,0,0,0,0,0,0,Home,Buffalo Bills,13
Marquise Goodwin,Buffalo Bills,1,1,0,0,0,0,0,0,Away,Cleveland Browns,13
Robert Herron,Tampa Bay Buccaneers,1,3,0,0,0,0,0,0,Away,Cincinnati Bengals,13
Darrius Heyward-Bey,Pittsburgh Steelers,1,1,0,0,0,0,0,0,Away,New Orleans Saints,13
Cody Latimer,Denver Broncos,1,1,0,0,0,0,0,0,Home,Kansas City Chiefs,13
Cordarrelle Patterson,Minnesota Vikings,1,1,0,0,0,0,0,0,Away,Carolina Panthers,13
Devin Street,Dallas Cowboys,1,2,0,0,0,0,0,0,Away,Philadelphia Eagles,13
Trey Watts,St. Louis Rams,1,1,0,0,0,0,0,0,Away,Oakland Raiders,13
Marquess Wilson,Chicago Bears,1,2,0,0,0,0,0,0,Home,Detroit Lions,13
DeAndre Presley,Carolina Panthers,1,1,0,0,0,1,-2,0,Home,Minnesota Vikings,13
Damaris Johnson,Houston Texans,1,1,0,0,0,1,-7,0,Away,Tennessee Titans,13
