Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Ryan Kerrigan,Washington Redskins,1,4,0,4.0,1,0,0,0,Away,Jacksonville Jaguars
Dont'a Hightower,New England Patriots,1,7,1,2.0,1,0,0,0,Home,Minnesota Vikings
Rolando McClain,Dallas Cowboys,1,5,2,1.0,1,1,0,0,Home,Tennessee Titans
Chandler Jones,New England Patriots,1,6,2,2.0,0,0,0,0,Home,Minnesota Vikings
Brandon Marshall,Denver Broncos,1,6,2,1.0,1,0,1,0,Away,Kansas City Chiefs
Karlos Dansby,Cleveland Browns,1,8,4,1.0,0,0,0,0,Away,New Orleans Saints
DeMario Davis,New York Jets,1,5,1,2.0,0,0,0,0,Home,Green Bay Packers
Stephen Tulloch,Detroit Lions,1,7,3,1.0,0,0,0,0,Home,Carolina Panthers
Larry Foote,Arizona Cardinals,1,4,4,0.0,1,1,0,0,Home,New York Giants
Willie Young,Chicago Bears,1,4,0,2.0,0,0,0,0,Home,San Francisco 49ers
Melvin Ingram,San Diego Chargers,1,4,1,1.0,0,0,1,0,Away,Seattle Seahawks
Jelani Jenkins,Miami Dolphins,1,9,5,0.0,0,0,0,0,Home,Buffalo Bills
DeMeco Ryans,Philadelphia Eagles,1,7,3,0.0,1,0,0,1,Home,Indianapolis Colts
Daryl Smith,Baltimore Ravens,1,5,3,0.0,2,0,1,0,Away,Pittsburgh Steelers
Preston Brown,Buffalo Bills,1,7,6,0.0,0,0,0,0,Away,Miami Dolphins
Elvis Dumervil,Baltimore Ravens,1,2,0,2.0,0,0,0,0,Away,Pittsburgh Steelers
Von Miller,Denver Broncos,1,5,2,1.0,0,0,0,0,Away,Kansas City Chiefs
Paul Worrilow,Atlanta Falcons,1,6,8,0.0,0,0,0,0,Home,Cincinnati Bengals
Jasper Brinkley,Minnesota Vikings,1,8,3,0.0,0,0,0,0,Away,New England Patriots
Thomas Davis,Carolina Panthers,1,7,5,0.0,0,0,0,0,Away,Detroit Lions
Clay Matthews,Green Bay Packers,1,4,1,1.0,1,0,0,0,Away,New York Jets
C.J. Mosley,Baltimore Ravens,1,4,5,0.0,1,0,0,1,Away,Pittsburgh Steelers
Perry Riley,Washington Redskins,1,1,5,1.5,0,0,0,0,Away,Jacksonville Jaguars
Lawrence Timmons,Pittsburgh Steelers,1,7,5,0.0,0,0,0,0,Home,Baltimore Ravens
Bobby Wagner,Seattle Seahawks,1,9,1,0.0,0,0,0,0,Home,San Diego Chargers
Nate Irving,Denver Broncos,1,7,4,0.0,0,0,0,0,Away,Kansas City Chiefs
Luke Kuechly,Carolina Panthers,1,3,8,0.0,2,0,0,0,Away,Detroit Lions
Joplo Bartu,Atlanta Falcons,1,8,1,0.0,0,0,0,0,Home,Cincinnati Bengals
Emmanuel Lamur,Cincinnati Bengals,1,6,3,0.0,1,0,0,0,Away,Atlanta Falcons
Ryan Shazier,Pittsburgh Steelers,1,6,5,0.0,0,0,0,0,Home,Baltimore Ravens
Patrick Willis,San Francisco 49ers,1,7,1,0.0,1,0,0,0,Away,Chicago Bears
Tamba Hali,Kansas City Chiefs,1,4,0,1.0,0,0,0,0,Home,Denver Broncos
Jerry Hughes,Buffalo Bills,1,3,2,1.0,0,0,0,0,Away,Miami Dolphins
Calvin Pace,New York Jets,1,4,0,1.0,0,0,0,0,Home,Green Bay Packers
Telvin Smith,Jacksonville Jaguars,1,3,2,1.0,0,0,0,0,Home,Washington Redskins
Junior Galette,New Orleans Saints,1,3,1,1.0,0,0,0,0,Home,Cleveland Browns
Chad Greenway,Minnesota Vikings,1,5,3,0.0,1,0,0,0,Away,New England Patriots
A.J. Hawk,Green Bay Packers,1,5,5,0.0,0,0,0,0,Away,New York Jets
Jason Trusnik,Miami Dolphins,1,5,5,0.0,0,0,0,0,Home,Buffalo Bills
Sam Acho,Arizona Cardinals,1,1,0,0.0,1,1,0,0,Home,New York Giants
Paul Kruger,Cleveland Browns,1,1,2,1.0,1,0,0,0,Away,New Orleans Saints
Khalil Mack,Oakland Raiders,1,6,0,0.0,1,0,0,0,Away,Houston Texans
Keenan Robinson,Washington Redskins,1,4,2,0.5,0,0,0,0,Away,Jacksonville Jaguars
David Hawthorne,New Orleans Saints,1,4,5,0.0,0,0,0,0,Home,Cleveland Browns
Mychal Kendricks,Philadelphia Eagles,1,4,3,0.0,1,0,0,0,Home,Indianapolis Colts
K.J. Wright,Seattle Seahawks,1,6,1,0.0,0,0,0,0,Home,San Diego Chargers
Lance Briggs,Chicago Bears,1,6,0,0.0,0,0,0,0,Home,San Francisco 49ers
Lavonte David,Tampa Bay Buccaneers,1,5,2,0.0,0,0,0,0,Away,St. Louis Rams
Dane Fletcher,Tampa Bay Buccaneers,1,3,0,0.0,0,0,1,0,Away,St. Louis Rams
Jerod Mayo,New England Patriots,1,5,2,0.0,0,0,0,0,Home,Minnesota Vikings
