Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jonas Gray,New England Patriots,1,37,201,4,0,0,0,0,Home,Indianapolis Colts,11
Jamaal Charles,Kansas City Chiefs,1,20,159,2,2,2,19,0,Away,Seattle Seahawks,11
Le'Veon Bell,Pittsburgh Steelers,1,33,204,1,4,2,18,0,Home,Tennessee Titans,11
Eddie Lacy,Green Bay Packers,1,10,69,1,4,3,45,1,Away,Philadelphia Eagles,11
Matt Forte,Chicago Bears,1,26,117,0,6,6,58,0,Away,Minnesota Vikings,11
Jeremy Hill,Cincinnati Bengals,1,27,152,0,1,1,13,0,Home,New Orleans Saints,11
Alfred Blue,Houston Texans,1,36,156,0,0,0,0,0,Home,Cleveland Browns,11
Alfred Morris,Washington Redskins,1,20,96,0,3,2,36,0,Away,Tampa Bay Buccaneers,11
Marshawn Lynch,Seattle Seahawks,1,24,124,0,3,1,1,0,Home,Kansas City Chiefs,11
Roy Helu,Washington Redskins,1,0,0,0,6,6,57,1,Away,Tampa Bay Buccaneers,11
C.J. Anderson,Denver Broncos,1,9,29,0,10,8,86,0,Home,St. Louis Rams,11
Joique Bell,Detroit Lions,1,14,85,0,5,3,30,0,Home,Arizona Cardinals,11
Frank Gore,San Francisco 49ers,1,19,95,0,3,2,19,0,Home,New York Giants,11
Tre Mason,St. Louis Rams,1,29,113,0,2,1,1,0,Away,Denver Broncos,11
LeSean McCoy,Philadelphia Eagles,1,23,88,0,1,1,18,0,Home,Green Bay Packers,11
Bishop Sankey,Tennessee Titans,1,11,38,1,1,1,7,0,Away,Pittsburgh Steelers,11
Lamar Miller,Miami Dolphins,1,15,86,0,2,2,12,0,Away,Buffalo Bills,11
Mark Ingram,New Orleans Saints,1,23,67,0,7,7,30,0,Away,Cincinnati Bengals,11
Isaiah Crowell,Cleveland Browns,1,14,61,0,4,2,30,0,Away,Houston Texans,11
Knile Davis,Kansas City Chiefs,1,5,10,1,1,1,8,0,Away,Seattle Seahawks,11
