Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Derrick Morgan,Tennessee Titans,1,5,1,2.0,1,0,1,0,Home,Jacksonville Jaguars
Clay Matthews,Green Bay Packers,1,4,2,2.5,1,0,0,0,Home,Tampa Bay Buccaneers
Anthony Hitchens,Dallas Cowboys,1,8,0,0.0,2,1,0,0,Away,Indianapolis Colts
Christian Jones,Chicago Bears,1,11,0,1.0,0,0,0,0,Away,Detroit Lions
Ryan Kerrigan,Washington Redskins,1,6,0,1.0,0,0,1,1,Away,Philadelphia Eagles
Jamie Collins,New England Patriots,1,6,5,0.0,1,1,0,0,Home,New York Jets
Mychal Kendricks,Philadelphia Eagles,1,7,3,1.0,1,0,0,0,Home,Washington Redskins
Manti Te'o,San Diego Chargers,1,8,3,1.0,0,0,0,0,Home,San Francisco 49ers
Will Compton,Washington Redskins,1,11,4,0.0,0,0,0,0,Away,Philadelphia Eagles
Julius Peppers,Green Bay Packers,1,2,0,2.0,0,0,1,0,Home,Tampa Bay Buccaneers
Telvin Smith,Jacksonville Jaguars,1,10,5,0.0,0,0,0,0,Away,Tennessee Titans
James Harrison,Pittsburgh Steelers,1,4,3,1.5,0,0,0,0,Away,Kansas City Chiefs
Miles Burris,Oakland Raiders,1,9,4,0.0,0,0,0,0,Away,Buffalo Bills
Perry Riley,Washington Redskins,1,8,4,0.0,1,0,0,0,Away,Philadelphia Eagles
Lawrence Timmons,Pittsburgh Steelers,1,9,4,0.0,0,0,0,0,Away,Kansas City Chiefs
Jason Worilds,Pittsburgh Steelers,1,3,0,2.0,0,0,0,0,Away,Kansas City Chiefs
DeMario Davis,New York Jets,1,5,4,0.5,1,0,0,0,Away,New England Patriots
David Harris,New York Jets,1,6,4,0.5,0,0,0,0,Away,New England Patriots
Dont'a Hightower,New England Patriots,1,3,6,1.0,0,0,0,0,Home,New York Jets
D'Qwell Jackson,Indianapolis Colts,1,5,6,0.0,0,0,0,1,Home,Dallas Cowboys
Alex Okafor,Arizona Cardinals,1,4,2,1.0,1,0,0,0,Away,Seattle Seahawks
Alec Ogletree,St. Louis Rams,1,8,2,0.0,0,0,0,0,Away,New York Giants
Vincent Rey,Cincinnati Bengals,1,7,4,0.0,0,0,0,0,Away,Denver Broncos
Daryl Smith,Baltimore Ravens,1,5,6,0.0,1,0,0,0,Home,Houston Texans
Karlos Dansby,Cleveland Browns,1,5,7,0.0,0,0,0,0,Home,Carolina Panthers
Bobby Wagner,Seattle Seahawks,1,8,1,0.0,0,0,0,0,Home,Arizona Cardinals
Michael Wilhoite,San Francisco 49ers,1,8,1,0.0,0,0,0,0,Away,San Diego Chargers
Paul Worrilow,Atlanta Falcons,1,6,3,0.0,1,0,0,0,Home,New Orleans Saints
Justin Houston,Kansas City Chiefs,1,4,0,1.0,0,0,0,0,Home,Pittsburgh Steelers
Rey Maualuga,Cincinnati Bengals,1,6,4,0.0,0,0,0,0,Away,Denver Broncos
Dan Skuta,San Francisco 49ers,1,1,0,1.0,0,0,1,0,Away,San Diego Chargers
Lavonte David,Tampa Bay Buccaneers,1,7,1,0.0,0,0,0,0,Away,Green Bay Packers
Khalil Mack,Oakland Raiders,1,2,3,1.0,0,0,0,0,Away,Buffalo Bills
J.T. Thomas,Jacksonville Jaguars,1,5,5,0.0,0,0,0,0,Away,Tennessee Titans
Wesley Woodyard,Tennessee Titans,1,2,3,1.0,0,0,0,0,Home,Jacksonville Jaguars
James Laurinaitis,St. Louis Rams,1,5,4,0.0,0,0,0,0,Away,New York Giants
DeAndre Levy,Detroit Lions,1,6,2,0.0,0,0,0,0,Home,Chicago Bears
Nick Moody,San Francisco 49ers,1,7,0,0.0,0,0,0,0,Away,San Diego Chargers
Trevardo Williams,Washington Redskins,1,3,0,1.0,0,0,0,0,Away,Philadelphia Eagles
Vince Williams,Pittsburgh Steelers,1,3,4,0.0,0,0,0,1,Away,Kansas City Chiefs
Jameel McClain,New York Giants,1,6,1,0.0,0,0,0,0,Home,St. Louis Rams
Pernell McPhee,Baltimore Ravens,1,5,1,0.0,1,0,0,0,Home,Houston Texans
Koa Misi,Miami Dolphins,1,6,1,0.0,0,0,0,0,Away,Minnesota Vikings
Terrell Suggs,Baltimore Ravens,1,6,1,0.0,0,0,0,0,Home,Houston Texans
Jon Bostic,Chicago Bears,1,6,0,0.0,0,0,0,0,Away,Detroit Lions
Todd Davis,Denver Broncos,1,4,4,0.0,0,0,0,0,Home,Cincinnati Bengals
David Hawthorne,New Orleans Saints,1,4,4,0.0,0,0,0,0,Away,Atlanta Falcons
Gerald Hodges,Minnesota Vikings,1,6,0,0.0,0,0,0,0,Home,Miami Dolphins
Luke Kuechly,Carolina Panthers,1,5,2,0.0,0,0,0,0,Away,Cleveland Browns
Calvin Pace,New York Jets,1,1,2,1.0,0,0,0,0,Away,New England Patriots
