Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Trumaine Johnson,St. Louis Rams,1,6,0,0.0,2,2,0,0,Away,Oakland Raiders
Rashad Johnson,Arizona Cardinals,1,4,2,0.0,1,1,0,0,Home,Atlanta Falcons
Da'Norris Searcy,Buffalo Bills,1,3,1,0.0,3,2,0,0,Away,Cleveland Browns
Reshad Jones,Miami Dolphins,1,9,2,0.0,1,1,0,0,Home,New York Jets
Richard Sherman,Seattle Seahawks,1,2,0,0.0,2,2,0,0,Home,San Francisco 49ers
E.J. Gaines,St. Louis Rams,1,6,0,0.0,2,1,0,0,Away,Oakland Raiders
Kenny Vaccaro,New Orleans Saints,1,5,3,0.0,1,1,0,0,Home,Pittsburgh Steelers
Jim Leonhard,Cleveland Browns,1,5,0,0.0,2,1,0,0,Home,Buffalo Bills
Glover Quin,Detroit Lions,1,5,2,0.0,1,1,0,0,Away,Chicago Bears
Jumal Rolle,Houston Texans,1,6,0,0.0,1,1,0,0,Away,Tennessee Titans
Greg Toler,Indianapolis Colts,1,5,0,1.0,0,0,1,0,Away,Washington Redskins
Ryan Clark,Washington Redskins,1,3,1,0.0,1,1,0,1,Home,Indianapolis Colts
Jason McCourty,Tennessee Titans,1,6,1,0.0,0,0,1,1,Home,Houston Texans
Ryan Mundy,Chicago Bears,1,11,1,0.0,0,0,0,0,Home,Detroit Lions
Terence Newman,Cincinnati Bengals,1,4,1,0.0,2,1,0,0,Home,Tampa Bay Buccaneers
Alterraun Verner,Tampa Bay Buccaneers,1,5,1,0.0,1,1,0,0,Away,Cincinnati Bengals
Barry Church,Dallas Cowboys,1,9,2,0.0,1,0,0,0,Away,Philadelphia Eagles
Harrison Smith,Minnesota Vikings,1,6,2,1.0,0,0,0,0,Away,Carolina Panthers
Darrin Walls,New York Jets,1,4,0,0.0,2,1,0,0,Away,Miami Dolphins
Cary Williams,Philadelphia Eagles,1,3,0,0.0,3,1,0,0,Home,Dallas Cowboys
Josh Wilson,Atlanta Falcons,1,3,0,0.0,3,1,0,0,Away,Arizona Cardinals
Darius Slay,Detroit Lions,1,6,2,0.0,3,0,0,0,Away,Chicago Bears
T.J. Ward,Denver Broncos,1,6,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Nate Allen,Philadelphia Eagles,1,1,1,0.0,1,1,0,1,Home,Dallas Cowboys
Stevie Brown,New York Giants,1,5,1,1.0,0,0,0,0,Home,Jacksonville Jaguars
Patrick Chung,New England Patriots,1,8,3,0.0,0,0,0,0,Home,Green Bay Packers
Dwight Lowery,Atlanta Falcons,1,2,3,0.0,1,1,0,0,Away,Arizona Cardinals
A.J. Bouye,Houston Texans,1,3,0,0.0,1,1,0,0,Away,Tennessee Titans
Bradley Fletcher,Philadelphia Eagles,1,7,0,0.0,2,0,0,0,Home,Dallas Cowboys
Johnathan Joseph,Houston Texans,1,3,0,0.0,1,1,0,0,Away,Tennessee Titans
George Wilson,Tennessee Titans,1,7,2,0.0,1,0,0,0,Home,Houston Texans
Dashon Goldson,Tampa Bay Buccaneers,1,7,3,0.0,0,0,0,0,Away,Cincinnati Bengals
Devin McCourty,New England Patriots,1,8,1,0.0,0,0,0,0,Home,Green Bay Packers
Tramon Williams,Green Bay Packers,1,8,1,0.0,0,0,0,0,Away,New England Patriots
Quinton Carter,Denver Broncos,1,4,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Louis Delmas,Miami Dolphins,1,7,2,0.0,0,0,0,0,Home,New York Jets
Kyle Fuller,Chicago Bears,1,7,0,0.0,1,0,0,0,Home,Detroit Lions
Corey Graham,Buffalo Bills,1,7,0,0.0,1,0,0,0,Away,Cleveland Browns
Joe Haden,Cleveland Browns,1,1,0,0.0,2,1,0,0,Home,Buffalo Bills
Anthony Levine,Baltimore Ravens,1,6,4,0.0,0,0,0,0,Away,San Diego Chargers
J.J. Wilcox,Dallas Cowboys,1,6,4,0.0,0,0,0,0,Away,Philadelphia Eagles
Antonio Cromartie,Arizona Cardinals,1,7,1,0.0,0,0,0,0,Home,Atlanta Falcons
Josh Evans,Jacksonville Jaguars,1,6,3,0.0,0,0,0,0,Away,New York Giants
Dwayne Gratz,Jacksonville Jaguars,1,4,1,0.0,0,0,1,0,Away,New York Giants
Patrick Robinson,New Orleans Saints,1,4,1,0.0,3,0,0,0,Home,Pittsburgh Steelers
Antrel Rolle,New York Giants,1,6,1,0.0,1,0,0,0,Home,Jacksonville Jaguars
Shareece Wright,San Diego Chargers,1,6,1,0.0,1,0,0,0,Home,Baltimore Ravens
Mike Adams,Indianapolis Colts,1,6,0,0.0,1,0,0,0,Away,Washington Redskins
Kyle Arrington,New England Patriots,1,6,0,0.0,1,0,0,0,Home,Green Bay Packers
Johnthan Banks,Tampa Bay Buccaneers,1,1,0,0.0,1,1,0,0,Away,Cincinnati Bengals
