Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Jaiquawn Jarrett,New York Jets,1,7,3,1.0,2,2,0,1,Away,Pittsburgh Steelers
Bradley Fletcher,Philadelphia Eagles,1,4,0,0.0,5,1,0,0,Away,Carolina Panthers
Patrick Peterson,Arizona Cardinals,1,2,0,0.0,2,2,0,0,Away,St. Louis Rams
Buster Skrine,Cleveland Browns,1,2,1,0.0,3,2,0,0,Home,Cincinnati Bengals
Casey Hayward,Green Bay Packers,1,3,0,0.0,1,1,0,0,Away,Chicago Bears
Quintin Demps,New York Giants,1,4,1,0.0,1,1,1,0,Home,Seattle Seahawks
T.J. McDonald,St. Louis Rams,1,9,0,1.0,0,0,0,0,Home,Arizona Cardinals
Ron Parker,Kansas City Chiefs,1,6,2,0.0,3,0,1,0,Home,Buffalo Bills
Chris Culliver,San Francisco 49ers,1,5,1,0.0,2,1,0,0,Home,New Orleans Saints
Antoine Bethea,San Francisco 49ers,1,4,4,0.0,1,1,0,0,Home,New Orleans Saints
James Ihedigbo,Detroit Lions,1,4,2,0.0,2,1,0,0,Away,Miami Dolphins
Ryan Mundy,Chicago Bears,1,9,2,0.0,0,0,0,1,Home,Green Bay Packers
T.J. Ward,Denver Broncos,1,4,3,0.0,1,1,0,0,Home,Oakland Raiders
D.J. Hayden,Oakland Raiders,1,3,0,0.0,3,1,0,0,Away,Denver Broncos
Bradley Roby,Denver Broncos,1,4,0,0.0,2,1,0,0,Home,Oakland Raiders
Morgan Burnett,Green Bay Packers,1,5,1,1.0,1,0,0,0,Away,Chicago Bears
Earl Thomas,Seattle Seahawks,1,3,3,0.0,1,1,0,0,Away,New York Giants
Nate Allen,Philadelphia Eagles,1,3,0,0.0,2,1,0,0,Away,Carolina Panthers
Robert Alford,Atlanta Falcons,1,8,1,0.0,1,0,0,0,Home,Tampa Bay Buccaneers
Johnthan Banks,Tampa Bay Buccaneers,1,7,1,0.0,2,0,0,0,Away,Atlanta Falcons
Larry Asante,Oakland Raiders,1,8,2,0.0,0,0,0,0,Away,Denver Broncos
Mark Barron,St. Louis Rams,1,5,0,1.0,0,0,0,0,Home,Arizona Cardinals
Brandon Carr,Dallas Cowboys,1,5,0,1.0,0,0,0,0,Home,Jacksonville Jaguars
Dwight Lowery,Atlanta Falcons,1,3,0,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Brent Grimes,Miami Dolphins,1,1,1,0.0,2,1,0,0,Home,Detroit Lions
George Iloka,Cincinnati Bengals,1,7,1,0.0,1,0,0,0,Away,Cleveland Browns
Kemal Ishmael,Atlanta Falcons,1,2,1,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Charles Woodson,Oakland Raiders,1,7,3,0.0,0,0,0,0,Away,Denver Broncos
Tarell Brown,Oakland Raiders,1,8,0,0.0,0,0,0,0,Away,Denver Broncos
Thomas DeCoud,Carolina Panthers,1,8,0,0.0,0,0,0,0,Home,Philadelphia Eagles
Danny Gorrer,Baltimore Ravens,1,2,0,0.0,1,1,0,0,Away,Tennessee Titans
Micah Hyde,Green Bay Packers,1,1,0,0.0,2,1,0,0,Away,Chicago Bears
Adam Jones,Cincinnati Bengals,1,6,2,0.0,1,0,0,0,Away,Cleveland Browns
Demetrius McCray,Jacksonville Jaguars,1,6,0,0.0,2,0,0,0,Away,Dallas Cowboys
Jeron Johnson,Seattle Seahawks,1,5,3,0.0,1,0,0,0,Away,New York Giants
Reggie Nelson,Cincinnati Bengals,1,3,5,0.0,2,0,0,0,Away,Cleveland Browns
Desmond Trufant,Atlanta Falcons,1,6,1,0.0,1,0,0,0,Home,Tampa Bay Buccaneers
Zackary Bowman,New York Giants,1,0,0,0.0,2,1,0,0,Home,Seattle Seahawks
Louis Delmas,Miami Dolphins,1,6,0,0.0,1,0,0,0,Home,Detroit Lions
Josh Evans,Jacksonville Jaguars,1,5,0,0.0,0,0,0,1,Away,Dallas Cowboys
William Gay,Pittsburgh Steelers,1,5,2,0.0,1,0,0,0,Home,New York Jets
Chris Harris,Denver Broncos,1,4,0,0.0,1,0,0,1,Home,Oakland Raiders
Leodis McKelvin,Buffalo Bills,1,6,0,0.0,1,0,0,0,Away,Kansas City Chiefs
Sam Shields,Green Bay Packers,1,6,0,0.0,1,0,0,0,Away,Chicago Bears
Cary Williams,Philadelphia Eagles,1,1,0,0.0,1,1,0,0,Away,Carolina Panthers
Rafael Bush,New Orleans Saints,1,6,1,0.0,0,0,0,0,Away,San Francisco 49ers
E.J. Gaines,St. Louis Rams,1,3,1,0.0,3,0,0,0,Home,Arizona Cardinals
Stephon Gilmore,Buffalo Bills,1,2,1,0.0,1,0,1,0,Away,Kansas City Chiefs
Joe Haden,Cleveland Browns,1,2,1,0.0,2,0,0,1,Home,Cincinnati Bengals
Brandian Ross,Oakland Raiders,1,5,3,0.0,0,0,0,0,Away,Denver Broncos
