Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Will Ta'ufo'ou,Jacksonville Jaguars,1,0,0,0,1,1,19,0,Home,Baltimore Ravens,15
De'Anthony Thomas,Kansas City Chiefs,1,2,14,0,3,1,5,0,Away,Oakland Raiders,15
Bilal Powell,New York Jets,1,1,8,0,2,2,10,0,Home,Tennessee Titans,15
Reggie Bush,Detroit Lions,1,3,7,0,2,1,10,0,Away,Minnesota Vikings,15
Jeremy Stewart,Denver Broncos,1,2,16,0,0,0,0,0,Home,San Diego Chargers,15
Jacquizz Rodgers,Atlanta Falcons,1,2,3,0,2,1,12,0,Away,Pittsburgh Steelers,15
Juwan Thompson,Denver Broncos,1,4,14,0,0,0,0,0,Home,San Diego Chargers,15
Darren McFadden,Oakland Raiders,1,2,13,0,0,0,0,0,Home,Kansas City Chiefs,15
Joseph Randle,Dallas Cowboys,1,2,13,0,0,0,0,0,Home,Philadelphia Eagles,15
Fozzy Whittaker,Carolina Panthers,1,2,13,0,0,0,0,0,Away,Tampa Bay Buccaneers,15
Ronnie Brown,San Diego Chargers,1,2,9,0,0,0,0,0,Away,Denver Broncos,15
Damien Williams,Miami Dolphins,1,0,0,0,4,2,9,0,Home,New England Patriots,15
Ben Tate,Minnesota Vikings,1,5,8,0,0,0,0,0,Home,Detroit Lions,15
Maurice Jones-Drew,Oakland Raiders,1,2,6,0,1,0,0,0,Home,Kansas City Chiefs,15
Alfonso Smith,San Francisco 49ers,1,4,6,0,0,0,0,0,Home,Seattle Seahawks,15
Darrel Young,Washington Redskins,1,1,3,0,1,1,2,0,Home,New York Giants,15
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,1,1,4,0,Away,Jacksonville Jaguars,15
Theo Riddick,Detroit Lions,1,1,4,0,0,0,0,0,Away,Minnesota Vikings,15
Mike Tolbert,Carolina Panthers,1,2,4,0,0,0,0,0,Away,Tampa Bay Buccaneers,15
Rashad Jennings,New York Giants,1,1,3,0,0,0,0,0,Away,Washington Redskins,15
Joe Banyard,Minnesota Vikings,1,2,2,0,0,0,0,0,Home,Detroit Lions,15
Henry Hynoski,New York Giants,1,2,2,0,0,0,0,0,Away,Washington Redskins,15
Leon Washington,Tennessee Titans,1,0,0,0,4,1,2,0,Away,New York Jets,15
Erik Lorig,New Orleans Saints,1,1,1,0,0,0,0,0,Home,Chicago Bears,15
Christine Michael,Seattle Seahawks,1,1,1,0,1,0,0,0,Away,San Francisco 49ers,15
Anthony Sherman,Kansas City Chiefs,1,0,0,0,1,1,1,0,Away,Oakland Raiders,15
Jerome Felton,Minnesota Vikings,1,0,0,0,1,0,0,0,Home,Detroit Lions,15
Jamize Olawale,Oakland Raiders,1,0,0,0,1,0,0,0,Home,Kansas City Chiefs,15
Marcel Reece,Oakland Raiders,1,0,0,0,1,0,0,0,Home,Kansas City Chiefs,15
Charcandrick West,Kansas City Chiefs,1,0,0,0,1,0,0,0,Away,Oakland Raiders,15
