Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Odell Beckham Jr.,New York Giants,1,15,12,143,3,1,0,0,Away,Washington Redskins,15
Dez Bryant,Dallas Cowboys,1,7,6,114,3,0,0,0,Home,Philadelphia Eagles,15
Demaryius Thomas,Denver Broncos,1,11,6,123,1,0,0,0,Home,San Diego Chargers,15
Mike Wallace,Miami Dolphins,1,7,5,104,1,1,0,0,Home,New England Patriots,15
Julian Edelman,New England Patriots,1,10,7,88,1,1,6,0,Away,Miami Dolphins,15
Devin Hester,Atlanta Falcons,1,6,5,85,1,0,0,0,Away,Pittsburgh Steelers,15
Alshon Jeffery,Chicago Bears,1,9,4,78,1,0,0,0,Away,New Orleans Saints,15
Harry Douglas,Atlanta Falcons,1,14,10,131,0,0,0,0,Away,Pittsburgh Steelers,15
Marques Colston,New Orleans Saints,1,7,5,65,1,0,0,0,Home,Chicago Bears,15
Antonio Brown,Pittsburgh Steelers,1,10,10,123,0,0,0,0,Home,Atlanta Falcons,15
Roddy White,Atlanta Falcons,1,10,7,58,1,0,0,0,Away,Pittsburgh Steelers,15
James Jones,Oakland Raiders,1,11,8,57,1,0,0,0,Home,Kansas City Chiefs,15
Randall Cobb,Green Bay Packers,1,13,7,96,0,3,15,0,Home,Buffalo Bills,15
Jerricho Cotchery,Carolina Panthers,1,5,5,47,1,0,0,0,Away,Tampa Bay Buccaneers,15
Kelvin Benjamin,Carolina Panthers,1,13,8,104,0,0,0,0,Away,Tampa Bay Buccaneers,15
Hakeem Nicks,Indianapolis Colts,1,2,2,44,1,0,0,0,Away,Houston Texans,15
Greg Jennings,Minnesota Vikings,1,5,3,43,1,0,0,0,Home,Detroit Lions,15
Golden Tate,Detroit Lions,1,7,7,38,1,2,5,0,Away,Minnesota Vikings,15
Nate Washington,Tennessee Titans,1,10,6,102,0,0,0,0,Away,New York Jets,15
Eric Decker,New York Jets,1,11,7,100,0,0,0,0,Home,Tennessee Titans,15
Jarvis Landry,Miami Dolphins,1,11,8,99,0,0,0,0,Home,New England Patriots,15
Jeremy Maclin,Philadelphia Eagles,1,6,4,98,0,0,0,0,Away,Dallas Cowboys,15
Paul Richardson,Seattle Seahawks,1,5,3,30,1,0,0,0,Away,San Francisco 49ers,15
Stedman Bailey,St. Louis Rams,1,8,5,74,0,1,13,0,Away,Arizona Cardinals,15
Andre Roberts,Washington Redskins,1,4,2,81,0,0,0,0,Home,New York Giants,15
