Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Chris Borland,San Francisco 49ers,1,9,4,0.0,3,2,0,0,Home,New York Giants
Alec Ogletree,St. Louis Rams,1,10,3,0.0,2,1,0,0,Away,Denver Broncos
Luke Kuechly,Carolina Panthers,1,9,2,0.0,2,0,0,1,Away,Atlanta Falcons
Brandon Marshall,Denver Broncos,1,13,2,0.0,0,0,0,0,Home,St. Louis Rams
James Laurinaitis,St. Louis Rams,1,7,4,1.0,0,0,0,0,Away,Denver Broncos
Avery Williamson,Tennessee Titans,1,2,6,2.0,0,0,0,0,Away,Pittsburgh Steelers
Thomas Davis,Carolina Panthers,1,7,5,0.0,0,0,1,0,Away,Atlanta Falcons
Jameel McClain,New York Giants,1,11,3,0.0,0,0,0,0,Away,San Francisco 49ers
Julius Peppers,Green Bay Packers,1,0,1,0.0,1,1,0,0,Away,Philadelphia Eagles
Kavell Conner,San Diego Chargers,1,6,3,1.0,0,0,0,0,Away,Oakland Raiders
Michael Wilhoite,San Francisco 49ers,1,4,3,0.0,1,1,0,0,Home,New York Giants
Paul Worrilow,Atlanta Falcons,1,6,3,1.0,0,0,0,0,Home,Carolina Panthers
Tamba Hali,Kansas City Chiefs,1,7,0,1.0,0,0,0,0,Away,Seattle Seahawks
Alex Okafor,Arizona Cardinals,1,3,0,2.0,0,0,0,0,Away,Detroit Lions
Vincent Rey,Cincinnati Bengals,1,10,2,0.0,0,0,0,0,Home,New Orleans Saints
Lavonte David,Tampa Bay Buccaneers,1,8,5,0.0,0,0,0,0,Home,Washington Redskins
Chad Greenway,Minnesota Vikings,1,9,2,0.0,0,0,0,0,Home,Chicago Bears
Josh Bynes,Detroit Lions,1,3,1,0.0,1,1,0,0,Home,Arizona Cardinals
Jamie Collins,New England Patriots,1,5,3,0.0,0,0,1,0,Home,Indianapolis Colts
Curtis Lofton,New Orleans Saints,1,8,3,0.0,0,0,0,0,Away,Cincinnati Bengals
Clay Matthews,Green Bay Packers,1,4,1,1.0,1,0,0,0,Away,Philadelphia Eagles
Brian Cushing,Houston Texans,1,4,2,0.0,1,0,1,0,Home,Cleveland Browns
Emmanuel Lamur,Cincinnati Bengals,1,8,2,0.0,0,0,0,0,Home,New Orleans Saints
DeAndre Levy,Detroit Lions,1,8,2,0.0,0,0,0,0,Home,Arizona Cardinals
Von Miller,Denver Broncos,1,5,0,1.0,0,0,0,0,Home,St. Louis Rams
Mike Mohamed,Houston Texans,1,1,0,0.0,3,1,0,0,Home,Cleveland Browns
Akeem Dent,Houston Texans,1,4,1,1.0,0,0,0,0,Home,Cleveland Browns
Mark Herzlich,New York Giants,1,6,3,0.0,1,0,0,0,Away,San Francisco 49ers
Khalil Mack,Oakland Raiders,1,4,1,1.0,0,0,0,0,Home,San Diego Chargers
Trent Murphy,Washington Redskins,1,1,1,1.0,0,0,1,0,Away,Tampa Bay Buccaneers
Parys Haralson,New Orleans Saints,1,4,0,1.0,0,0,0,0,Away,Cincinnati Bengals
Danny Lansanah,Tampa Bay Buccaneers,1,2,0,0.0,1,1,0,0,Home,Washington Redskins
Deone Bucannon,Arizona Cardinals,1,7,1,0.0,0,0,0,0,Away,Detroit Lions
D'Qwell Jackson,Indianapolis Colts,1,4,7,0.0,0,0,0,0,Away,New England Patriots
Sio Moore,Oakland Raiders,1,6,3,0.0,0,0,0,0,Home,San Diego Chargers
Craig Robertson,Cleveland Browns,1,4,7,0.0,0,0,0,0,Away,Houston Texans
Miles Burris,Oakland Raiders,1,4,4,0.0,1,0,0,0,Home,San Diego Chargers
Christian Kirksey,Cleveland Browns,1,3,6,0.0,1,0,0,0,Away,Houston Texans
Jerrell Freeman,Indianapolis Colts,1,4,5,0.0,0,0,0,0,Away,New England Patriots
Bjoern Werner,Indianapolis Colts,1,6,1,0.0,0,0,0,0,Away,New England Patriots
Jeremiah Attaochu,San Diego Chargers,1,2,0,1.0,0,0,0,0,Away,Oakland Raiders
Donald Butler,San Diego Chargers,1,3,0,0.0,1,0,0,1,Away,Oakland Raiders
Larry Foote,Arizona Cardinals,1,6,0,0.0,0,0,0,0,Away,Detroit Lions
Jerry Hughes,Buffalo Bills,1,3,0,0.0,0,0,1,0,Home,Miami Dolphins
Keenan Robinson,Washington Redskins,1,5,2,0.0,0,0,0,0,Away,Tampa Bay Buccaneers
David Hawthorne,New Orleans Saints,1,4,3,0.0,0,0,0,0,Away,Cincinnati Bengals
Dont'a Hightower,New England Patriots,1,3,3,0.0,1,0,0,0,Home,Indianapolis Colts
Barkevious Mingo,Cleveland Browns,1,4,3,0.0,0,0,0,0,Away,Houston Texans
Shaun Phillips,Tennessee Titans,1,1,1,1.0,0,0,0,0,Away,Pittsburgh Steelers
Vince Williams,Pittsburgh Steelers,1,4,3,0.0,0,0,0,0,Home,Tennessee Titans
