Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Jonathan Newsome,Indianapolis Colts,1,5,2,2.0,0,0,1,0,Home,New York Giants
Jacquian Williams,New York Giants,1,14,4,0.0,1,0,0,0,Away,Indianapolis Colts
Chris Borland,San Francisco 49ers,1,15,3,0.0,0,0,0,0,Away,St. Louis Rams
Mychal Kendricks,Philadelphia Eagles,1,5,7,1.0,0,0,1,0,Home,Houston Texans
Whitney Mercilus,Houston Texans,1,5,4,2.0,0,0,0,0,Away,Philadelphia Eagles
Junior Galette,New Orleans Saints,1,3,1,2.0,0,0,1,0,Home,Carolina Panthers
James Harrison,Pittsburgh Steelers,1,4,3,2.0,0,0,0,0,Away,Baltimore Ravens
Sio Moore,Oakland Raiders,1,8,3,1.0,0,0,0,0,Home,Seattle Seahawks
Lawrence Timmons,Pittsburgh Steelers,1,7,4,1.0,0,0,0,0,Away,Baltimore Ravens
K.J. Wright,Seattle Seahawks,1,10,3,0.0,1,0,0,0,Away,Oakland Raiders
J.T. Thomas,Jacksonville Jaguars,1,2,6,0.0,2,1,0,0,Home,Cincinnati Bengals
Justin Houston,Kansas City Chiefs,1,3,1,2.0,0,0,0,0,Away,New York Jets
James Laurinaitis,St. Louis Rams,1,5,1,1.0,0,0,0,1,Home,San Francisco 49ers
DeMeco Ryans,Philadelphia Eagles,1,5,1,0.0,1,1,0,0,Home,Houston Texans
Jamie Collins,New England Patriots,1,10,1,0.0,0,0,0,0,Away,Denver Broncos
Chad Greenway,Minnesota Vikings,1,4,4,1.0,0,0,0,0,Away,Washington Redskins
Arthur Moats,Pittsburgh Steelers,1,2,1,1.0,0,0,1,0,Away,Baltimore Ravens
Josh Mauga,Kansas City Chiefs,1,8,2,0.0,0,0,0,0,Away,New York Jets
Jason Worilds,Pittsburgh Steelers,1,3,0,0.0,1,1,0,0,Away,Baltimore Ravens
Akeem Ayers,New England Patriots,1,4,0,1.0,0,0,0,0,Away,Denver Broncos
Anthony Barr,Minnesota Vikings,1,4,0,1.0,0,0,0,0,Away,Washington Redskins
Barkevious Mingo,Cleveland Browns,1,2,2,1.0,1,0,0,0,Away,Tampa Bay Buccaneers
Daryl Smith,Baltimore Ravens,1,7,2,0.0,0,0,0,0,Home,Pittsburgh Steelers
C.J. Mosley,Baltimore Ravens,1,6,3,0.0,0,0,0,0,Home,Pittsburgh Steelers
Trent Murphy,Washington Redskins,1,3,1,1.0,0,0,0,0,Home,Minnesota Vikings
Perry Riley,Washington Redskins,1,6,3,0.0,0,0,0,0,Home,Minnesota Vikings
Donald Butler,San Diego Chargers,1,6,2,0.0,0,0,0,0,Home,Miami Dolphins
Elvis Dumervil,Baltimore Ravens,1,3,0,1.0,0,0,0,0,Home,Pittsburgh Steelers
Keenan Robinson,Washington Redskins,1,6,2,0.0,0,0,0,0,Home,Minnesota Vikings
Anthony Hitchens,Dallas Cowboys,1,5,3,0.0,0,0,0,0,Away,Arizona Cardinals
Emmanuel Lamur,Cincinnati Bengals,1,2,5,0.0,2,0,0,0,Away,Jacksonville Jaguars
Telvin Smith,Jacksonville Jaguars,1,5,3,0.0,0,0,0,0,Home,Cincinnati Bengals
Lavonte David,Tampa Bay Buccaneers,1,3,6,0.0,0,0,0,0,Home,Cleveland Browns
Dont'a Hightower,New England Patriots,1,6,0,0.0,0,0,0,0,Away,Denver Broncos
Paul Kruger,Cleveland Browns,1,2,0,1.0,0,0,0,0,Away,Tampa Bay Buccaneers
Curtis Lofton,New Orleans Saints,1,1,6,0.0,0,0,0,1,Home,Carolina Panthers
Miles Burris,Oakland Raiders,1,4,3,0.0,0,0,0,0,Home,Seattle Seahawks
Khalil Mack,Oakland Raiders,1,4,3,0.0,0,0,0,0,Home,Seattle Seahawks
Jameel McClain,New York Giants,1,4,3,0.0,0,0,0,0,Away,Indianapolis Colts
Mike Mohamed,Houston Texans,1,2,7,0.0,0,0,0,0,Away,Philadelphia Eagles
Deone Bucannon,Arizona Cardinals,1,4,0,0.0,1,0,0,0,Home,Dallas Cowboys
Mason Foster,Tampa Bay Buccaneers,1,3,4,0.0,0,0,0,0,Home,Cleveland Browns
Jerrell Freeman,Indianapolis Colts,1,3,4,0.0,0,0,0,0,Home,New York Giants
Andrew Gachkar,San Diego Chargers,1,5,0,0.0,0,0,0,0,Home,Miami Dolphins
Tamba Hali,Kansas City Chiefs,1,5,0,0.0,0,0,0,0,Away,New York Jets
Luke Kuechly,Carolina Panthers,1,2,6,0.0,0,0,0,0,Away,New Orleans Saints
Rolando McClain,Dallas Cowboys,1,4,2,0.0,0,0,0,0,Away,Arizona Cardinals
Michael Wilhoite,San Francisco 49ers,1,3,2,0.0,1,0,0,0,Away,St. Louis Rams
Karlos Dansby,Cleveland Browns,1,4,1,0.0,0,0,0,0,Away,Tampa Bay Buccaneers
Thomas Davis,Carolina Panthers,1,3,3,0.0,0,0,0,0,Away,New Orleans Saints
