Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Le'Veon Bell,Pittsburgh Steelers,1,21,109,1,7,6,88,0,Away,Cleveland Browns,1
Marshawn Lynch,Seattle Seahawks,1,20,110,2,1,1,14,0,Away,Green Bay Packers,1
DeMarco Murray,Dallas Cowboys,1,22,118,1,4,3,25,0,Away,San Francisco 49ers,1
Knowshon Moreno,Miami Dolphins,1,24,134,1,0,0,0,0,Away,New England Patriots,1
Mark Ingram,New Orleans Saints,1,13,60,2,1,1,1,0,Home,Atlanta Falcons,1
Matt Forte,Chicago Bears,1,17,82,0,9,8,87,0,Away,Buffalo Bills,1
Chris Ivory,New York Jets,1,10,102,1,0,0,0,0,Away,Oakland Raiders,1
Rashad Jennings,New York Giants,1,16,46,1,5,4,50,0,Home,Detroit Lions,1
Isaiah Crowell,Cleveland Browns,1,5,32,2,0,0,0,0,Home,Pittsburgh Steelers,1
Chris Johnson,New York Jets,1,13,68,0,5,5,23,1,Away,Oakland Raiders,1
Darren Sproles,Philadelphia Eagles,1,11,71,1,6,4,14,0,Away,Jacksonville Jaguars,1
Justin Forsett,Baltimore Ravens,1,11,70,1,6,5,14,0,Away,Cincinnati Bengals,1
Montee Ball,Denver Broncos,1,23,67,1,2,2,16,0,Away,Indianapolis Colts,1
Lamar Miller,Miami Dolphins,1,11,59,0,5,4,19,1,Away,New England Patriots,1
Shane Vereen,New England Patriots,1,7,36,1,8,5,35,0,Home,Miami Dolphins,1
C.J. Spiller,Buffalo Bills,1,15,53,0,3,3,11,1,Home,Chicago Bears,1
Antone Smith,Atlanta Falcons,1,2,7,0,1,1,54,1,Away,New Orleans Saints,1
Arian Foster,Houston Texans,1,27,103,0,2,2,17,0,Away,Washington Redskins,1
Ryan Mathews,San Diego Chargers,1,12,40,1,2,2,20,0,Home,Arizona Cardinals,1
Joique Bell,Detroit Lions,1,15,51,1,1,1,5,0,Away,New York Giants,1
LeSean McCoy,Philadelphia Eagles,1,21,74,0,6,6,41,0,Away,Jacksonville Jaguars,1
Giovani Bernard,Cincinnati Bengals,1,14,48,0,10,6,62,0,Home,Baltimore Ravens,1
Carlos Hyde,San Francisco 49ers,1,7,50,1,0,0,0,0,Home,Dallas Cowboys,1
Terrance West,Cleveland Browns,1,16,100,0,0,0,0,0,Home,Pittsburgh Steelers,1
Jacquizz Rodgers,Atlanta Falcons,1,6,34,1,1,1,1,0,Away,New Orleans Saints,1
Adrian Peterson,Minnesota Vikings,1,21,75,0,3,2,18,0,Home,St. Louis Rams,1
Alfred Morris,Washington Redskins,1,14,91,0,0,0,0,0,Home,Houston Texans,1
Pierre Thomas,New Orleans Saints,1,7,31,0,7,6,58,0,Home,Atlanta Falcons,1
Khiry Robinson,New Orleans Saints,1,6,28,1,1,0,0,0,Home,Atlanta Falcons,1
Stepfan Taylor,Arizona Cardinals,1,1,5,0,3,3,21,1,Away,San Diego Chargers,1
Ahmad Bradshaw,Indianapolis Colts,1,3,15,0,6,5,70,0,Home,Denver Broncos,1
Andre Ellington,Arizona Cardinals,1,13,53,0,5,5,27,0,Away,San Diego Chargers,1
Bobby Rainey,Tampa Bay Buccaneers,1,4,12,0,2,2,8,1,Away,Carolina Panthers,1
Derrick Coleman,Seattle Seahawks,1,0,0,0,1,1,15,1,Away,Green Bay Packers,1
Fred Jackson,Buffalo Bills,1,7,61,0,3,3,13,0,Home,Chicago Bears,1
DeAngelo Williams,Carolina Panthers,1,14,72,0,1,0,0,0,Home,Tampa Bay Buccaneers,1
Shonn Greene,Tennessee Titans,1,15,71,0,0,0,0,0,Home,Kansas City Chiefs,1
LeGarrette Blount,Pittsburgh Steelers,1,4,6,1,1,0,0,0,Away,Cleveland Browns,1
Reggie Bush,Detroit Lions,1,9,15,0,6,6,49,0,Away,New York Giants,1
Frank Gore,San Francisco 49ers,1,16,63,0,0,0,0,0,Home,Dallas Cowboys,1
John Kuhn,Green Bay Packers,1,1,2,1,0,0,0,0,Home,Seattle Seahawks,1
Darrel Young,Washington Redskins,1,1,1,1,1,1,1,0,Home,Houston Texans,1
Roy Helu,Washington Redskins,1,4,46,0,3,2,15,0,Home,Houston Texans,1
Anthony Dixon,Buffalo Bills,1,5,60,0,0,0,0,0,Home,Chicago Bears,1
Toby Gerhart,Jacksonville Jaguars,1,18,42,0,2,2,15,0,Home,Philadelphia Eagles,1
Jorvorskie Lane,Tampa Bay Buccaneers,1,1,54,0,0,0,0,0,Away,Carolina Panthers,1
Steven Jackson,Atlanta Falcons,1,12,52,0,3,1,0,0,Away,New Orleans Saints,1
Benny Cunningham,St. Louis Rams,1,5,21,0,4,4,30,0,Away,Minnesota Vikings,1
Trent Richardson,Indianapolis Colts,1,6,20,0,4,3,31,0,Home,Denver Broncos,1
Zac Stacy,St. Louis Rams,1,11,43,0,2,1,8,0,Away,Minnesota Vikings,1
James Starks,Green Bay Packers,1,7,37,0,3,2,11,0,Home,Seattle Seahawks,1
Dexter McCluster,Tennessee Titans,1,9,29,0,2,1,17,0,Home,Kansas City Chiefs,1
Eddie Lacy,Green Bay Packers,1,12,34,0,3,3,11,0,Home,Seattle Seahawks,1
Ben Tate,Cleveland Browns,1,6,41,0,0,0,0,0,Home,Pittsburgh Steelers,1
Jonathan Stewart,Carolina Panthers,1,9,20,0,3,3,17,0,Home,Tampa Bay Buccaneers,1
Jamaal Charles,Kansas City Chiefs,1,7,19,0,4,4,15,0,Away,Tennessee Titans,1
Leon Washington,Tennessee Titans,1,2,23,0,2,2,11,0,Home,Kansas City Chiefs,1
Devonta Freeman,Atlanta Falcons,1,2,15,0,2,2,18,0,Away,New Orleans Saints,1
Jonathan Dwyer,Arizona Cardinals,1,7,20,0,3,2,8,0,Away,San Diego Chargers,1
Stevan Ridley,New England Patriots,1,8,21,0,2,2,7,0,Home,Miami Dolphins,1
C.J. Anderson,Denver Broncos,1,4,27,0,0,0,0,0,Away,Indianapolis Colts,1
Robert Turbin,Seattle Seahawks,1,6,27,0,0,0,0,0,Away,Green Bay Packers,1
Bishop Sankey,Tennessee Titans,1,6,25,0,0,0,0,0,Home,Kansas City Chiefs,1
Maurice Jones-Drew,Oakland Raiders,1,9,11,0,3,2,12,0,Home,New York Jets,1
Lance Dunbar,Dallas Cowboys,1,0,0,0,3,3,21,0,Away,San Francisco 49ers,1
Darren McFadden,Oakland Raiders,1,4,15,0,1,1,6,0,Home,New York Jets,1
Jeremy Hill,Cincinnati Bengals,1,4,19,0,0,0,0,0,Home,Baltimore Ravens,1
Mike Tolbert,Carolina Panthers,1,7,11,0,4,2,6,0,Home,Tampa Bay Buccaneers,1
Doug Martin,Tampa Bay Buccaneers,1,9,9,0,2,1,7,0,Away,Carolina Panthers,1
Matt Asiata,Minnesota Vikings,1,2,10,0,1,1,5,0,Home,St. Louis Rams,1
Bernard Pierce,Baltimore Ravens,1,6,14,0,0,0,0,0,Away,Cincinnati Bengals,1
Brandon Bolden,New England Patriots,1,2,8,0,3,1,4,0,Home,Miami Dolphins,1
Denard Robinson,Jacksonville Jaguars,1,3,8,0,1,1,3,0,Home,Philadelphia Eagles,1
Jordan Todman,Jacksonville Jaguars,1,3,6,0,2,1,5,0,Home,Philadelphia Eagles,1
Danny Woodhead,San Diego Chargers,1,6,5,0,1,1,6,0,Home,Arizona Cardinals,1
