Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Andre Williams,New York Giants,1,5,9,0,1,0,0,0,Home,Detroit Lions,1
DuJuan Harris,Green Bay Packers,1,1,7,0,0,0,0,0,Home,Seattle Seahawks,1
Robert Hughes,Arizona Cardinals,1,0,0,0,1,1,7,0,Away,San Diego Chargers,1
Knile Davis,Kansas City Chiefs,1,1,3,0,1,1,3,0,Away,Tennessee Titans,1
Travaris Cadet,New Orleans Saints,1,0,0,0,1,1,5,0,Home,Atlanta Falcons,1
Cyrus Gray,Kansas City Chiefs,1,2,5,0,0,0,0,0,Away,Tennessee Titans,1
Dri Archer,Pittsburgh Steelers,1,1,4,0,1,0,0,0,Away,Cleveland Browns,1
Ka'Deem Carey,Chicago Bears,1,1,4,0,0,0,0,0,Away,Buffalo Bills,1
Bilal Powell,New York Jets,1,1,4,0,0,0,0,0,Away,Oakland Raiders,1
Theo Riddick,Detroit Lions,1,1,4,0,0,0,0,0,Away,New York Giants,1
Anthony Sherman,Kansas City Chiefs,1,1,4,0,0,0,0,0,Away,Tennessee Titans,1
Frank Summers,Buffalo Bills,1,0,0,0,1,1,4,0,Home,Chicago Bears,1
Ray Agnew,Cleveland Browns,1,1,2,0,0,0,0,0,Home,Pittsburgh Steelers,1
Jonathan Grimes,Houston Texans,1,1,2,0,0,0,0,0,Away,Washington Redskins,1
Jerick McKinnon,Minnesota Vikings,1,1,1,0,0,0,0,0,Home,St. Louis Rams,1
Marcel Reece,Oakland Raiders,1,1,0,0,3,2,1,0,Home,New York Jets,1
Alfred Blue,Houston Texans,1,1,0,0,0,0,0,0,Away,Washington Redskins,1
LaMichael James,San Francisco 49ers,1,2,0,0,0,0,0,0,Home,Dallas Cowboys,1
Will Johnson,Pittsburgh Steelers,1,0,0,0,1,0,0,0,Away,Cleveland Browns,1
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,1,0,0,0,Away,Cincinnati Bengals,1
Bruce Miller,San Francisco 49ers,1,0,0,0,1,0,0,0,Home,Dallas Cowboys,1
Lorenzo Taliaferro,Baltimore Ravens,1,0,0,0,1,0,0,0,Away,Cincinnati Bengals,1
Donald Brown,San Diego Chargers,1,2,-2,0,0,0,0,0,Home,Arizona Cardinals,1
