Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Mike Evans,Tampa Bay Buccaneers,1,9,7,209,2,0,0,0,Home,Washington Redskins,11
Brandon Marshall,Chicago Bears,1,10,7,90,2,0,0,0,Away,Minnesota Vikings,11
Alshon Jeffery,Chicago Bears,1,17,11,135,1,0,0,0,Away,Minnesota Vikings,11
Kenny Britt,St. Louis Rams,1,7,4,128,1,0,0,0,Away,Denver Broncos,11
A.J. Green,Cincinnati Bengals,1,8,6,127,1,0,0,0,Home,New Orleans Saints,11
Michael Floyd,Arizona Cardinals,1,5,2,54,2,0,0,0,Away,Detroit Lions,11
Kelvin Benjamin,Carolina Panthers,1,13,9,109,1,0,0,0,Away,Atlanta Falcons,11
Jordy Nelson,Green Bay Packers,1,10,4,109,1,0,0,0,Away,Philadelphia Eagles,11
Jordan Matthews,Philadelphia Eagles,1,8,5,107,1,0,0,0,Home,Green Bay Packers,11
Emmanuel Sanders,Denver Broncos,1,8,5,102,1,0,0,0,Home,St. Louis Rams,11
Andrew Hawkins,Cleveland Browns,1,13,6,97,1,0,0,0,Away,Houston Texans,11
Jeremy Maclin,Philadelphia Eagles,1,11,9,93,1,0,0,0,Home,Green Bay Packers,11
Antonio Brown,Pittsburgh Steelers,1,11,9,91,1,0,0,0,Home,Tennessee Titans,11
Michael Crabtree,San Francisco 49ers,1,8,3,85,1,0,0,0,Home,New York Giants,11
Nate Washington,Tennessee Titans,1,2,1,80,1,0,0,0,Away,Pittsburgh Steelers,11
Roddy White,Atlanta Falcons,1,12,8,75,1,0,0,0,Home,Carolina Panthers,11
Randall Cobb,Green Bay Packers,1,13,10,129,0,0,0,0,Away,Philadelphia Eagles,11
Rueben Randle,New York Giants,1,15,7,112,0,0,0,0,Away,San Francisco 49ers,11
Philly Brown,Carolina Panthers,1,2,1,47,1,0,0,0,Away,Atlanta Falcons,11
Jarvis Landry,Miami Dolphins,1,5,5,46,1,0,0,0,Away,Buffalo Bills,11
Doug Baldwin,Seattle Seahawks,1,9,6,45,1,0,0,0,Home,Kansas City Chiefs,11
Malcom Floyd,San Diego Chargers,1,6,4,44,1,0,0,0,Away,Oakland Raiders,11
Demaryius Thomas,Denver Broncos,1,10,7,103,0,0,0,0,Home,St. Louis Rams,11
Odell Beckham Jr.,New York Giants,1,13,6,93,0,0,0,0,Away,San Francisco 49ers,11
Taylor Gabriel,Cleveland Browns,1,13,5,92,0,0,0,0,Away,Houston Texans,11
Kenny Stills,New Orleans Saints,1,4,4,32,1,0,0,0,Away,Cincinnati Bengals,11
Reggie Wayne,Indianapolis Colts,1,9,5,91,0,0,0,0,Away,New England Patriots,11
Charles Johnson,Minnesota Vikings,1,7,6,87,0,0,0,0,Home,Chicago Bears,11
Julian Edelman,New England Patriots,1,8,5,50,0,2,31,0,Home,Indianapolis Colts,11
DeAndre Hopkins,Houston Texans,1,8,4,80,0,0,0,0,Home,Cleveland Browns,11
Hakeem Nicks,Indianapolis Colts,1,5,2,15,1,0,0,0,Away,New England Patriots,11
Chris Hogan,Buffalo Bills,1,9,7,74,0,0,0,0,Home,Miami Dolphins,11
Davante Adams,Green Bay Packers,1,2,2,13,1,0,0,0,Away,Philadelphia Eagles,11
Brandon Gibson,Miami Dolphins,1,3,2,13,1,0,0,0,Away,Buffalo Bills,11
Kendall Wright,Tennessee Titans,1,8,4,70,0,0,0,0,Away,Pittsburgh Steelers,11
John Brown,Arizona Cardinals,1,9,5,69,0,0,0,0,Away,Detroit Lions,11
Andre Johnson,Houston Texans,1,9,7,68,0,0,0,0,Home,Cleveland Browns,11
Keenan Allen,San Diego Chargers,1,13,8,63,0,0,0,0,Away,Oakland Raiders,11
Brandon LaFell,New England Patriots,1,4,3,62,0,0,0,0,Home,Indianapolis Colts,11
Calvin Johnson,Detroit Lions,1,12,5,59,0,0,0,0,Home,Arizona Cardinals,11
Julio Jones,Atlanta Falcons,1,11,6,59,0,0,0,0,Home,Carolina Panthers,11
Marques Colston,New Orleans Saints,1,8,4,56,0,0,0,0,Away,Cincinnati Bengals,11
Brandin Cooks,New Orleans Saints,1,7,5,50,0,1,5,0,Away,Cincinnati Bengals,11
Brian Hartline,Miami Dolphins,1,4,3,55,0,0,0,0,Away,Buffalo Bills,11
Jermaine Kearse,Seattle Seahawks,1,9,5,54,0,0,0,0,Home,Kansas City Chiefs,11
Anquan Boldin,San Francisco 49ers,1,6,5,53,0,0,0,0,Home,New York Giants,11
Golden Tate,Detroit Lions,1,2,2,41,0,1,8,0,Home,Arizona Cardinals,11
Justin Hunter,Tennessee Titans,1,4,2,48,0,0,0,0,Away,Pittsburgh Steelers,11
