Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Matt Ryan,Atlanta Falcons,1,31,43,448,3,0,3,15,0,Away,New Orleans Saints,1
Andrew Luck,Indianapolis Colts,1,35,53,370,2,2,5,19,1,Home,Denver Broncos,1
Matthew Stafford,Detroit Lions,1,22,32,346,2,0,4,2,1,Away,New York Giants,1
Carson Palmer,Arizona Cardinals,1,24,37,304,2,0,4,29,0,Away,San Diego Chargers,1
Jay Cutler,Chicago Bears,1,34,49,349,2,2,0,0,0,Away,Buffalo Bills,1
Peyton Manning,Denver Broncos,1,22,36,269,3,0,4,-3,0,Away,Indianapolis Colts,1
Nick Foles,Philadelphia Eagles,1,27,45,322,2,1,0,0,0,Away,Jacksonville Jaguars,1
Ben Roethlisberger,Pittsburgh Steelers,1,23,34,365,1,1,2,8,0,Away,Cleveland Browns,1
Jake Locker,Tennessee Titans,1,22,33,266,2,0,6,14,0,Home,Kansas City Chiefs,1
Chad Henne,Jacksonville Jaguars,1,24,43,266,2,0,1,8,0,Home,Philadelphia Eagles,1
Joe Flacco,Baltimore Ravens,1,35,62,345,1,1,3,7,0,Away,Cincinnati Bengals,1
Drew Brees,New Orleans Saints,1,29,42,333,1,1,1,2,0,Home,Atlanta Falcons,1
EJ Manuel,Buffalo Bills,1,16,22,173,1,1,6,19,1,Home,Chicago Bears,1
Derek Anderson,Carolina Panthers,1,24,34,230,2,0,3,10,0,Home,Tampa Bay Buccaneers,1
Russell Wilson,Seattle Seahawks,1,19,28,191,2,0,7,29,0,Away,Green Bay Packers,1
Josh McCown,Tampa Bay Buccaneers,1,22,35,183,2,2,3,27,0,Away,Carolina Panthers,1
Andy Dalton,Cincinnati Bengals,1,25,38,301,1,0,6,3,0,Home,Baltimore Ravens,1
Colin Kaepernick,San Francisco 49ers,1,16,23,201,2,0,5,11,0,Home,Dallas Cowboys,1
Geno Smith,New York Jets,1,23,28,221,1,1,10,38,0,Away,Oakland Raiders,1
Tony Romo,Dallas Cowboys,1,23,37,281,1,3,0,0,0,Away,San Francisco 49ers,1
Alex Smith,Kansas City Chiefs,1,19,35,202,1,3,6,36,0,Away,Tennessee Titans,1
Philip Rivers,San Diego Chargers,1,21,36,238,1,1,2,10,0,Home,Arizona Cardinals,1
Tom Brady,New England Patriots,1,29,56,249,1,0,1,3,0,Home,Miami Dolphins,1
Ryan Tannehill,Miami Dolphins,1,18,32,178,2,1,3,-2,0,Away,New England Patriots,1
Matt Cassel,Minnesota Vikings,1,17,25,170,2,0,3,-2,0,Home,St. Louis Rams,1
Derek Carr,Oakland Raiders,1,20,32,151,2,0,1,-1,0,Home,New York Jets,1
Ryan Fitzpatrick,Houston Texans,1,14,22,206,1,0,4,10,0,Away,Washington Redskins,1
Brian Hoyer,Cleveland Browns,1,19,31,230,1,0,1,-2,0,Home,Pittsburgh Steelers,1
Robert Griffin III,Washington Redskins,1,29,37,267,0,0,3,2,0,Home,Houston Texans,1
Aaron Rodgers,Green Bay Packers,1,23,33,189,1,1,0,0,0,Home,Seattle Seahawks,1
Eli Manning,New York Giants,1,18,33,163,1,2,0,0,0,Home,Detroit Lions,1
Austin Davis,St. Louis Rams,1,16,23,192,0,1,1,0,0,Away,Minnesota Vikings,1
Shaun Hill,St. Louis Rams,1,8,13,81,0,1,1,-1,0,Away,Minnesota Vikings,1
Michael Vick,New York Jets,1,0,1,0,0,0,0,0,0,Away,Oakland Raiders,1
