Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Lance Dunbar,Dallas Cowboys,1,2,4,0,2,2,10,0,Away,Indianapolis Colts,16
Khiry Robinson,New Orleans Saints,1,2,7,0,1,1,5,0,Away,Atlanta Falcons,16
Knile Davis,Kansas City Chiefs,1,2,2,0,1,1,9,0,Home,Pittsburgh Steelers,16
Theo Riddick,Detroit Lions,1,0,0,0,3,2,10,0,Home,Chicago Bears,16
C.J. Spiller,Buffalo Bills,1,4,-4,0,4,4,14,0,Home,Oakland Raiders,16
Marion Grice,Arizona Cardinals,1,1,6,0,4,1,3,0,Away,Seattle Seahawks,16
Trent Richardson,Indianapolis Colts,1,2,1,0,2,2,8,0,Home,Dallas Cowboys,16
Anthony Dixon,Buffalo Bills,1,3,7,0,0,0,0,0,Home,Oakland Raiders,16
Alfred Blue,Houston Texans,1,8,6,0,0,0,0,0,Away,Baltimore Ravens,16
Zac Stacy,St. Louis Rams,1,2,6,0,0,0,0,0,Away,New York Giants,16
LaMichael James,Miami Dolphins,1,1,5,0,0,0,0,0,Away,Minnesota Vikings,16
Chris Thompson,Washington Redskins,1,0,0,0,3,3,5,0,Away,Philadelphia Eagles,16
Fozzy Whittaker,Carolina Panthers,1,1,5,0,0,0,0,0,Away,Cleveland Browns,16
George Winn,Detroit Lions,1,1,5,0,0,0,0,0,Home,Chicago Bears,16
Silas Redd,Washington Redskins,1,1,4,0,0,0,0,0,Away,Philadelphia Eagles,16
Kerwynn Williams,Arizona Cardinals,1,2,4,0,0,0,0,0,Away,Seattle Seahawks,16
Jed Collins,Detroit Lions,1,1,3,0,1,0,0,0,Home,Chicago Bears,16
Patrick DiMarco,Atlanta Falcons,1,0,0,0,1,1,3,0,Home,New Orleans Saints,16
Storm Johnson,Jacksonville Jaguars,1,3,3,0,0,0,0,0,Away,Tennessee Titans,16
Jonathan Grimes,Houston Texans,1,1,2,0,0,0,0,0,Away,Baltimore Ravens,16
Juwan Thompson,Denver Broncos,1,1,2,0,1,0,0,0,Home,Cincinnati Bengals,16
Robert Hughes,Arizona Cardinals,1,1,0,0,0,0,0,0,Away,Seattle Seahawks,16
Jay Prosch,Houston Texans,1,0,0,0,1,0,0,0,Away,Baltimore Ravens,16
Bernard Pierce,Baltimore Ravens,1,1,-2,0,0,0,0,0,Home,Houston Texans,16
