Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Calvin Johnson,Detroit Lions,1,11,7,164,2,0,0,0,Away,New York Giants,1
Allen Hurns,Jacksonville Jaguars,1,9,4,110,2,0,0,0,Home,Philadelphia Eagles,1
A.J. Green,Cincinnati Bengals,1,9,6,131,1,1,5,0,Home,Baltimore Ravens,1
Cordarrelle Patterson,Minnesota Vikings,1,5,3,26,0,3,102,1,Home,St. Louis Rams,1
Steve Smith,Baltimore Ravens,1,15,7,118,1,0,0,0,Away,Cincinnati Bengals,1
Antonio Brown,Pittsburgh Steelers,1,6,5,116,1,0,0,0,Away,Cleveland Browns,1
Jeremy Maclin,Philadelphia Eagles,1,10,4,97,1,0,0,0,Away,Jacksonville Jaguars,1
Brandin Cooks,New Orleans Saints,1,8,7,77,1,1,18,0,Home,Atlanta Falcons,1
Kelvin Benjamin,Carolina Panthers,1,8,6,92,1,0,0,0,Home,Tampa Bay Buccaneers,1
DeAndre Hopkins,Houston Texans,1,5,4,89,1,0,0,0,Away,Washington Redskins,1
Mike Wallace,Miami Dolphins,1,11,7,81,1,0,0,0,Away,New England Patriots,1
Roddy White,Atlanta Falcons,1,7,5,72,1,0,0,0,Away,New Orleans Saints,1
Brandon Marshall,Chicago Bears,1,12,8,71,1,0,0,0,Away,Buffalo Bills,1
Michael Floyd,Arizona Cardinals,1,7,5,119,0,0,0,0,Away,San Diego Chargers,1
Randall Cobb,Green Bay Packers,1,9,6,58,1,0,0,0,Home,Seattle Seahawks,1
Greg Jennings,Minnesota Vikings,1,7,6,58,1,0,0,0,Home,St. Louis Rams,1
Julian Edelman,New England Patriots,1,8,6,95,0,2,21,0,Home,Miami Dolphins,1
Julio Jones,Atlanta Falcons,1,9,7,116,0,0,0,0,Away,New Orleans Saints,1
Marques Colston,New Orleans Saints,1,8,5,110,0,0,0,0,Home,Atlanta Falcons,1
Malcom Floyd,San Diego Chargers,1,6,4,50,1,0,0,0,Home,Arizona Cardinals,1
Terrance Williams,Dallas Cowboys,1,7,4,50,1,0,0,0,Away,San Francisco 49ers,1
Rod Streater,Oakland Raiders,1,7,5,46,1,0,0,0,Home,New York Jets,1
Kendall Wright,Tennessee Titans,1,7,6,46,1,0,0,0,Home,Kansas City Chiefs,1
Percy Harvin,Seattle Seahawks,1,7,7,59,0,4,41,0,Away,Green Bay Packers,1
Anquan Boldin,San Francisco 49ers,1,9,8,99,0,0,0,0,Home,Dallas Cowboys,1
Devin Hester,Atlanta Falcons,1,6,5,99,0,0,0,0,Away,New Orleans Saints,1
Brian Quick,St. Louis Rams,1,9,7,99,0,0,0,0,Away,Minnesota Vikings,1
Ricardo Lockette,Seattle Seahawks,1,3,2,38,1,0,0,0,Away,Green Bay Packers,1
Reggie Wayne,Indianapolis Colts,1,13,9,98,0,0,0,0,Home,Denver Broncos,1
Golden Tate,Detroit Lions,1,6,6,93,0,1,4,0,Away,New York Giants,1
Markus Wheaton,Pittsburgh Steelers,1,7,6,97,0,0,0,0,Away,Cleveland Browns,1
