Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Tahir Whitehead,Detroit Lions,1,6,1,0.0,2,2,0,0,Home,Minnesota Vikings
Dan Skuta,San Francisco 49ers,1,3,0,2.0,0,0,1,0,Home,St. Louis Rams
Chandler Jones,New England Patriots,1,4,1,1.0,0,0,1,1,Home,Buffalo Bills
Von Miller,Denver Broncos,1,3,3,2.0,1,0,0,0,Home,New York Jets
Justin Tuggle,Houston Texans,1,4,5,0.0,2,1,0,0,Away,Indianapolis Colts
Ahmad Brooks,San Francisco 49ers,1,5,0,2.0,0,0,0,0,Home,St. Louis Rams
Ryan Kerrigan,Washington Redskins,1,7,2,0.5,0,0,1,0,Home,Arizona Cardinals
Karlos Dansby,Cleveland Browns,1,5,6,1.0,0,0,0,0,Away,Pittsburgh Steelers
Lavonte David,Tampa Bay Buccaneers,1,10,4,0.0,0,0,0,0,Away,Baltimore Ravens
D'Qwell Jackson,Indianapolis Colts,1,5,2,1.0,0,0,0,1,Home,Houston Texans
Alex Okafor,Arizona Cardinals,1,4,0,2.0,0,0,0,0,Away,Washington Redskins
Luke Kuechly,Carolina Panthers,1,9,4,0.0,0,0,0,0,Home,Cincinnati Bengals
Willie Young,Chicago Bears,1,3,0,2.0,0,0,0,0,Home,Atlanta Falcons
Jasper Brinkley,Minnesota Vikings,1,6,1,1.0,0,0,0,0,Away,Detroit Lions
Daryl Smith,Baltimore Ravens,1,6,1,1.0,0,0,0,0,Home,Tampa Bay Buccaneers
Bjoern Werner,Indianapolis Colts,1,3,1,1.0,0,0,1,0,Home,Houston Texans
Jerry Hughes,Buffalo Bills,1,5,2,1.0,0,0,0,0,Away,New England Patriots
Nigel Bradham,Buffalo Bills,1,7,4,0.0,0,0,0,0,Away,New England Patriots
Donald Butler,San Diego Chargers,1,7,2,0.0,1,0,0,0,Home,Oakland Raiders
Jamie Collins,New England Patriots,1,2,2,0.0,1,1,0,0,Home,Buffalo Bills
James Laurinaitis,St. Louis Rams,1,6,2,0.0,0,0,0,1,Away,San Francisco 49ers
Vontaze Burfict,Cincinnati Bengals,1,7,3,0.0,0,0,0,0,Away,Carolina Panthers
DeMario Davis,New York Jets,1,6,5,0.0,0,0,0,0,Away,Denver Broncos
Rolando McClain,Dallas Cowboys,1,1,3,0.0,1,1,0,0,Home,Seattle Seahawks
Koa Misi,Miami Dolphins,1,8,1,0.0,0,0,0,0,Away,Green Bay Packers
Sio Moore,Oakland Raiders,1,7,3,0.0,0,0,0,0,Away,San Diego Chargers
Deontae Skinner,New England Patriots,1,3,3,1.0,0,0,0,0,Home,Buffalo Bills
Thomas Davis,Carolina Panthers,1,7,2,0.0,0,0,0,0,Home,Cincinnati Bengals
Elvis Dumervil,Baltimore Ravens,1,1,2,1.5,0,0,0,0,Home,Tampa Bay Buccaneers
DeAndre Levy,Detroit Lions,1,5,2,0.5,0,0,0,0,Home,Minnesota Vikings
Jonathan Massaquoi,Atlanta Falcons,1,4,0,1.0,0,0,0,0,Away,Chicago Bears
Mason Foster,Tampa Bay Buccaneers,1,5,3,0.0,1,0,0,0,Away,Baltimore Ravens
David Harris,New York Jets,1,4,7,0.0,0,0,0,0,Away,Denver Broncos
Gerald Hodges,Minnesota Vikings,1,5,1,0.0,2,0,0,0,Away,Detroit Lions
Lawrence Timmons,Pittsburgh Steelers,1,5,5,0.0,0,0,0,0,Home,Cleveland Browns
Erik Walden,Indianapolis Colts,1,3,1,1.0,0,0,0,0,Home,Houston Texans
Trent Cole,Philadelphia Eagles,1,3,0,1.0,0,0,0,0,Away,New York Giants
Justin Durant,Dallas Cowboys,1,3,6,0.0,1,0,0,0,Home,Seattle Seahawks
Khaseem Greene,Chicago Bears,1,6,2,0.0,0,0,0,0,Home,Atlanta Falcons
Jelani Jenkins,Miami Dolphins,1,6,0,0.0,1,0,0,0,Away,Green Bay Packers
C.J. Mosley,Baltimore Ravens,1,6,2,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Shaun Phillips,Tennessee Titans,1,3,0,1.0,0,0,0,0,Away,Jacksonville Jaguars
Anthony Barr,Minnesota Vikings,1,6,1,0.0,0,0,0,0,Away,Detroit Lions
Jerrell Freeman,Indianapolis Colts,1,4,3,0.0,1,0,0,0,Home,Houston Texans
Emmanuel Lamur,Cincinnati Bengals,1,5,3,0.0,0,0,0,0,Away,Carolina Panthers
Brandon Marshall,Denver Broncos,1,6,1,0.0,0,0,0,0,Home,New York Jets
John Simon,Houston Texans,1,2,1,1.0,0,0,0,0,Away,Indianapolis Colts
K.J. Wright,Seattle Seahawks,1,5,3,0.0,0,0,0,0,Away,Dallas Cowboys
Casey Matthews,Philadelphia Eagles,1,3,2,0.0,0,0,0,1,Away,New York Giants
Julius Peppers,Green Bay Packers,1,4,0,0.0,0,0,0,1,Home,Miami Dolphins
