Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Rashad Johnson,Arizona Cardinals,1,6,2,0.0,2,2,0,0,Away,Washington Redskins
Blidi Wreh-Wilson,Tennessee Titans,1,10,1,0.0,2,1,0,0,Away,Jacksonville Jaguars
Reggie Nelson,Cincinnati Bengals,1,9,2,0.0,2,1,0,0,Away,Carolina Panthers
Aqib Talib,Denver Broncos,1,4,0,0.0,2,1,0,0,Home,New York Jets
John Cyprien,Jacksonville Jaguars,1,12,3,0.0,1,0,0,0,Home,Tennessee Titans
Jason McCourty,Tennessee Titans,1,10,1,0.0,1,0,1,0,Away,Jacksonville Jaguars
Antoine Cason,Carolina Panthers,1,7,1,0.0,1,1,0,0,Home,Cincinnati Bengals
Dontae Johnson,San Francisco 49ers,1,1,0,0.0,1,1,0,0,Home,St. Louis Rams
Jason Verrett,San Diego Chargers,1,6,0,0.0,2,1,0,0,Home,Oakland Raiders
Jerraud Powers,Arizona Cardinals,1,3,1,0.0,1,1,1,0,Away,Washington Redskins
Buster Skrine,Cleveland Browns,1,3,0,0.0,4,1,0,0,Away,Pittsburgh Steelers
Jimmy Smith,Baltimore Ravens,1,5,0,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Antoine Bethea,San Francisco 49ers,1,5,2,1.0,0,0,0,0,Home,St. Louis Rams
Roman Harper,Carolina Panthers,1,3,0,0.0,2,1,0,0,Home,Cincinnati Bengals
Reshad Jones,Miami Dolphins,1,9,0,0.0,1,0,0,0,Away,Green Bay Packers
Antrel Rolle,New York Giants,1,4,0,0.0,1,1,0,0,Home,Philadelphia Eagles
Quintin Demps,New York Giants,1,9,1,0.0,0,0,0,0,Home,Philadelphia Eagles
Dawan Landry,New York Jets,1,6,7,0.0,0,0,0,0,Away,Denver Broncos
Zackary Bowman,New York Giants,1,3,0,0.0,1,1,0,0,Home,Philadelphia Eagles
Kyle Fuller,Chicago Bears,1,5,0,0.0,1,0,1,0,Home,Atlanta Falcons
Rodney McLeod,St. Louis Rams,1,6,0,0.0,0,0,1,0,Away,San Francisco 49ers
Bradley Roby,Denver Broncos,1,3,0,1.0,2,0,0,0,Home,New York Jets
Cortez Allen,Pittsburgh Steelers,1,6,1,0.0,0,0,0,1,Home,Cleveland Browns
Will Blackmon,Jacksonville Jaguars,1,1,1,1.0,0,0,1,0,Home,Tennessee Titans
Vontae Davis,Indianapolis Colts,1,4,1,0.0,1,0,1,0,Home,Houston Texans
Demontre Hurst,Chicago Bears,1,2,1,0.0,1,1,0,0,Home,Atlanta Falcons
Devin McCourty,New England Patriots,1,5,1,0.0,0,0,1,0,Home,Buffalo Bills
T.J. McDonald,St. Louis Rams,1,7,3,0.0,0,0,0,0,Away,San Francisco 49ers
Ha'Sean Clinton-Dix,Green Bay Packers,1,7,0,0.0,1,0,0,0,Home,Miami Dolphins
Brent Grimes,Miami Dolphins,1,7,0,0.0,1,0,0,0,Away,Green Bay Packers
Casey Hayward,Green Bay Packers,1,2,0,0.0,1,1,0,0,Home,Miami Dolphins
Kendrick Lewis,Houston Texans,1,6,4,0.0,0,0,0,0,Away,Indianapolis Colts
Mike Mitchell,Pittsburgh Steelers,1,3,0,0.0,2,0,1,0,Home,Cleveland Browns
Glover Quin,Detroit Lions,1,2,0,0.0,1,1,0,0,Home,Minnesota Vikings
Duke Williams,Buffalo Bills,1,6,2,0.0,1,0,0,0,Away,New England Patriots
Marqueston Huff,Tennessee Titans,1,3,1,1.0,0,0,0,0,Away,Jacksonville Jaguars
Adam Jones,Cincinnati Bengals,1,5,3,0.0,1,0,0,0,Away,Carolina Panthers
Phillip Adams,New York Jets,1,4,2,0.0,2,0,0,0,Away,Denver Broncos
E.J. Biggers,Washington Redskins,1,6,0,0.0,1,0,0,0,Home,Arizona Cardinals
Marcus Burley,Seattle Seahawks,1,6,2,0.0,0,0,0,0,Away,Dallas Cowboys
Patrick Chung,New England Patriots,1,5,4,0.0,0,0,0,0,Home,Buffalo Bills
Tyrann Mathieu,Arizona Cardinals,1,4,0,0.0,1,0,0,1,Away,Washington Redskins
Troy Polamalu,Pittsburgh Steelers,1,6,2,0.0,0,0,0,0,Home,Cleveland Browns
Eric Weddle,San Diego Chargers,1,4,4,0.0,1,0,0,0,Home,Oakland Raiders
Usama Young,Oakland Raiders,1,6,0,0.0,1,0,0,0,Away,San Diego Chargers
Robert Blanton,Minnesota Vikings,1,5,3,0.0,0,0,0,0,Away,Detroit Lions
A.J. Bouye,Houston Texans,1,4,1,0.0,2,0,0,0,Away,Indianapolis Colts
Perrish Cox,San Francisco 49ers,1,4,1,0.0,2,0,0,0,Home,St. Louis Rams
Josh Evans,Jacksonville Jaguars,1,6,1,0.0,0,0,0,0,Home,Tennessee Titans
Tashaun Gipson,Cleveland Browns,1,4,5,0.0,0,0,0,0,Away,Pittsburgh Steelers
