Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Le'Veon Bell,Pittsburgh Steelers,1,26,185,2,9,6,50,1,Home,Cincinnati Bengals,14
DeMarco Murray,Dallas Cowboys,1,32,179,1,10,9,49,0,Home,Chicago Bears,14
Joique Bell,Detroit Lions,1,18,83,1,5,5,50,1,Away,Tampa Bay Buccaneers,14
C.J. Anderson,Denver Broncos,1,21,58,3,0,0,0,0,Away,Buffalo Bills,14
Jamaal Charles,Kansas City Chiefs,1,10,91,1,4,2,20,1,Home,Arizona Cardinals,14
Eddie Lacy,Green Bay Packers,1,13,73,1,9,5,33,1,Away,Atlanta Falcons,14
Jonathan Stewart,Carolina Panthers,1,20,155,1,1,0,0,0,Home,New Orleans Saints,14
Arian Foster,Houston Texans,1,24,127,1,4,2,21,0,Home,Jacksonville Jaguars,14
Andre Williams,New York Giants,1,24,131,1,5,3,16,0,Home,Tennessee Titans,14
Marshawn Lynch,Seattle Seahawks,1,23,86,0,5,5,27,1,Home,Philadelphia Eagles,14
James Starks,Green Bay Packers,1,10,75,1,2,2,26,0,Away,Atlanta Falcons,14
Matt Forte,Chicago Bears,1,13,26,1,9,8,74,0,Away,Dallas Cowboys,14
Justin Forsett,Baltimore Ravens,1,13,71,1,2,2,7,0,Home,Miami Dolphins,14
Steven Jackson,Atlanta Falcons,1,16,50,1,2,2,26,0,Home,Green Bay Packers,14
Marcel Reece,Oakland Raiders,1,2,2,0,7,7,64,1,Away,San Francisco 49ers,14
Isaiah Crowell,Cleveland Browns,1,14,54,1,0,0,0,0,Away,Indianapolis Colts,14
Kerwynn Williams,Arizona Cardinals,1,19,100,0,0,0,0,0,Away,Kansas City Chiefs,14
Fozzy Whittaker,Carolina Panthers,1,3,5,0,1,1,26,1,Home,New Orleans Saints,14
Lamar Miller,Miami Dolphins,1,12,53,0,5,5,36,0,Away,Baltimore Ravens,14
Latavius Murray,Oakland Raiders,1,23,76,0,2,2,9,0,Away,San Francisco 49ers,14
LeGarrette Blount,New England Patriots,1,20,66,0,2,2,11,0,Home,San Diego Chargers,14
Chris Ivory,New York Jets,1,16,73,0,2,1,4,0,Home,Minnesota Vikings,14
Joseph Randle,Dallas Cowboys,1,1,17,1,0,0,0,0,Home,Chicago Bears,14
Juwan Thompson,Denver Broncos,1,4,63,0,2,1,14,0,Away,Buffalo Bills,14
Alfred Blue,Houston Texans,1,9,15,1,0,0,0,0,Home,Jacksonville Jaguars,14
Fred Jackson,Buffalo Bills,1,8,35,0,14,10,37,0,Home,Denver Broncos,14
Dan Herron,Indianapolis Colts,1,8,26,0,7,4,45,0,Home,Cleveland Browns,14
Bruce Miller,San Francisco 49ers,1,0,0,0,1,1,8,1,Home,Oakland Raiders,14
Jeremy Hill,Cincinnati Bengals,1,8,46,0,4,3,21,0,Away,Pittsburgh Steelers,14
Chris Johnson,New York Jets,1,16,53,0,2,2,13,0,Home,Minnesota Vikings,14
Tre Mason,St. Louis Rams,1,20,66,0,2,0,0,0,Home,Washington Redskins,14
Matt Asiata,Minnesota Vikings,1,19,54,0,4,3,10,0,Away,New York Jets,14
Frank Gore,San Francisco 49ers,1,12,63,0,0,0,0,0,Home,Oakland Raiders,14
Mike Tolbert,Carolina Panthers,1,5,28,0,3,2,34,0,Home,New Orleans Saints,14
Mark Ingram,New Orleans Saints,1,10,43,0,2,2,13,0,Away,Carolina Panthers,14
Lorenzo Taliaferro,Baltimore Ravens,1,7,35,0,1,1,20,0,Home,Miami Dolphins,14
Terrance West,Cleveland Browns,1,15,54,0,0,0,0,0,Away,Indianapolis Colts,14
Pierre Thomas,New Orleans Saints,1,5,38,0,6,4,14,0,Away,Carolina Panthers,14
LeSean McCoy,Philadelphia Eagles,1,17,50,0,0,0,0,0,Away,Seattle Seahawks,14
Bernard Pierce,Baltimore Ravens,1,3,50,0,0,0,0,0,Home,Miami Dolphins,14
Donald Brown,San Diego Chargers,1,0,0,0,6,5,49,0,Away,New England Patriots,14
Benny Cunningham,St. Louis Rams,1,3,20,0,5,5,28,0,Home,Washington Redskins,14
Ryan Mathews,San Diego Chargers,1,11,44,0,1,1,4,0,Away,New England Patriots,14
Silas Redd,Washington Redskins,1,1,8,0,4,3,36,0,Away,St. Louis Rams,14
Giovani Bernard,Cincinnati Bengals,1,6,17,0,5,3,19,0,Away,Pittsburgh Steelers,14
Toby Gerhart,Jacksonville Jaguars,1,5,19,0,3,2,16,0,Away,Houston Texans,14
Robert Hughes,Arizona Cardinals,1,1,-1,0,1,1,36,0,Away,Kansas City Chiefs,14
Reggie Bush,Detroit Lions,1,8,26,0,6,4,8,0,Away,Tampa Bay Buccaneers,14
Jacquizz Rodgers,Atlanta Falcons,1,3,20,0,3,1,14,0,Home,Green Bay Packers,14
Christine Michael,Seattle Seahawks,1,6,32,0,0,0,0,0,Home,Philadelphia Eagles,14
Shane Vereen,New England Patriots,1,1,1,0,4,3,30,0,Home,San Diego Chargers,14
Trent Richardson,Indianapolis Colts,1,7,30,0,0,0,0,0,Home,Cleveland Browns,14
Denard Robinson,Jacksonville Jaguars,1,10,30,0,2,0,0,0,Away,Houston Texans,14
Bishop Sankey,Tennessee Titans,1,9,25,0,3,2,2,0,Away,New York Giants,14
Stepfan Taylor,Arizona Cardinals,1,6,19,0,1,1,7,0,Away,Kansas City Chiefs,14
Bryce Brown,Buffalo Bills,1,3,11,0,3,2,14,0,Home,Denver Broncos,14
Rashad Jennings,New York Giants,1,2,5,0,1,1,17,0,Home,Tennessee Titans,14
Doug Martin,Tampa Bay Buccaneers,1,5,22,0,1,1,0,0,Home,Detroit Lions,14
Joe Banyard,Minnesota Vikings,1,1,9,0,1,1,12,0,Away,New York Jets,14
Robert Turbin,Seattle Seahawks,1,4,7,0,2,1,14,0,Home,Philadelphia Eagles,14
Charles Sims,Tampa Bay Buccaneers,1,5,-4,0,2,1,24,0,Home,Detroit Lions,14
Leon Washington,Tennessee Titans,1,2,9,0,3,2,10,0,Away,New York Giants,14
Travaris Cadet,New Orleans Saints,1,1,5,0,2,2,13,0,Away,Carolina Panthers,14
Alfred Morris,Washington Redskins,1,8,6,0,3,1,11,0,Away,St. Louis Rams,14
Jordan Todman,Jacksonville Jaguars,1,3,11,0,1,1,5,0,Away,Houston Texans,14
Anthony Dixon,Buffalo Bills,1,3,15,0,0,0,0,0,Home,Denver Broncos,14
Ben Tate,Minnesota Vikings,1,3,15,0,0,0,0,0,Away,New York Jets,14
Carlos Hyde,San Francisco 49ers,1,2,4,0,1,1,8,0,Home,Oakland Raiders,14
De'Anthony Thomas,Kansas City Chiefs,1,2,5,0,1,1,6,0,Home,Arizona Cardinals,14
Damien Williams,Miami Dolphins,1,2,4,0,3,1,7,0,Away,Baltimore Ravens,14
John Kuhn,Green Bay Packers,1,1,4,0,1,1,6,0,Away,Atlanta Falcons,14
Dexter McCluster,Tennessee Titans,1,0,0,0,4,2,10,0,Away,New York Giants,14
Patrick DiMarco,Atlanta Falcons,1,0,0,0,1,1,9,0,Home,Green Bay Packers,14
Jonas Gray,New England Patriots,1,2,9,0,0,0,0,0,Home,San Diego Chargers,14
Josh Harris,Pittsburgh Steelers,1,4,9,0,0,0,0,0,Home,Cincinnati Bengals,14
Devonta Freeman,Atlanta Falcons,1,2,-2,0,2,2,10,0,Home,Green Bay Packers,14
Anthony Sherman,Kansas City Chiefs,1,0,0,0,2,2,8,0,Home,Arizona Cardinals,14
Knile Davis,Kansas City Chiefs,1,1,4,0,3,3,3,0,Home,Arizona Cardinals,14
Marion Grice,Arizona Cardinals,1,3,6,0,0,0,0,0,Away,Kansas City Chiefs,14
Bilal Powell,New York Jets,1,2,6,0,0,0,0,0,Home,Minnesota Vikings,14
Darren McFadden,Oakland Raiders,1,4,5,0,0,0,0,0,Away,San Francisco 49ers,14
Will Tukuafu,Seattle Seahawks,1,0,0,0,1,1,4,0,Home,Philadelphia Eagles,14
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,2,2,3,0,Home,Miami Dolphins,14
George Winn,Detroit Lions,1,1,2,0,0,0,0,0,Away,Tampa Bay Buccaneers,14
Branden Oliver,San Diego Chargers,1,3,1,0,2,0,0,0,Away,New England Patriots,14
Jeremy Stewart,Denver Broncos,1,1,1,0,0,0,0,0,Away,Buffalo Bills,14
Orleans Darkwa,New York Giants,1,1,0,0,1,0,0,0,Home,Tennessee Titans,14
James Develin,New England Patriots,1,0,0,0,1,0,0,0,Home,San Diego Chargers,14
Cedric Peerman,Cincinnati Bengals,1,1,0,0,0,0,0,0,Away,Pittsburgh Steelers,14
Darren Sproles,Philadelphia Eagles,1,4,0,0,0,0,0,0,Away,Seattle Seahawks,14
Will Ta'ufo'ou,Jacksonville Jaguars,1,0,0,0,1,1,0,0,Away,Houston Texans,14
Daniel Thomas,Miami Dolphins,1,0,0,0,1,0,0,0,Away,Baltimore Ravens,14
Erik Lorig,New Orleans Saints,1,0,0,0,2,2,-1,0,Away,Carolina Panthers,14
