Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
C.J. Spiller,Buffalo Bills,1,12,69,0,1,1,9,0,Away,Miami Dolphins,2
Justin Forsett,Baltimore Ravens,1,8,56,0,4,4,16,0,Away,Pittsburgh Steelers,2
Jed Collins,Detroit Lions,1,0,0,0,2,2,3,1,Home,Carolina Panthers,2
Eddie Lacy,Green Bay Packers,1,13,43,0,3,2,18,0,Away,New York Jets,2
Danny Woodhead,San Diego Chargers,1,8,32,0,5,4,28,0,Away,Seattle Seahawks,2
Isaiah Crowell,Cleveland Browns,1,11,54,0,1,1,3,0,Away,New Orleans Saints,2
Ryan Mathews,San Diego Chargers,1,11,31,0,2,2,26,0,Away,Seattle Seahawks,2
Steven Jackson,Atlanta Falcons,1,11,46,0,1,1,7,0,Home,Cincinnati Bengals,2
Lamar Miller,Miami Dolphins,1,11,46,0,5,2,7,0,Home,Buffalo Bills,2
Fred Jackson,Buffalo Bills,1,12,24,0,4,2,27,0,Away,Miami Dolphins,2
Bilal Powell,New York Jets,1,4,16,0,2,2,32,0,Home,Green Bay Packers,2
Alfred Blue,Houston Texans,1,11,40,0,0,0,0,0,Home,Oakland Raiders,2
Shonn Greene,Tennessee Titans,1,5,40,0,0,0,0,0,Away,Dallas Cowboys,2
Shane Vereen,New England Patriots,1,6,40,0,2,1,0,0,Home,Minnesota Vikings,2
Dexter McCluster,Tennessee Titans,1,4,30,0,1,1,9,0,Away,Dallas Cowboys,2
Matt Forte,Chicago Bears,1,12,21,0,8,5,15,0,Home,San Francisco 49ers,2
Roy Helu,Washington Redskins,1,8,25,0,2,2,11,0,Away,Jacksonville Jaguars,2
Tommy Bohanon,New York Jets,1,1,3,0,2,2,30,0,Home,Green Bay Packers,2
Reggie Bush,Detroit Lions,1,6,26,0,3,2,6,0,Home,Carolina Panthers,2
Pierre Thomas,New Orleans Saints,1,3,16,0,3,3,16,0,Home,Cleveland Browns,2
C.J. Anderson,Denver Broncos,1,5,31,0,0,0,0,0,Away,Kansas City Chiefs,2
Donald Brown,San Diego Chargers,1,7,21,0,4,3,10,0,Away,Seattle Seahawks,2
Orleans Darkwa,Miami Dolphins,1,0,0,0,3,3,31,0,Home,Buffalo Bills,2
Khiry Robinson,New Orleans Saints,1,8,31,0,0,0,0,0,Home,Cleveland Browns,2
Mike Tolbert,Carolina Panthers,1,4,-5,0,4,3,33,0,Away,Detroit Lions,2
Lance Dunbar,Dallas Cowboys,1,11,27,0,0,0,0,0,Home,Tennessee Titans,2
Joseph Randle,Dallas Cowboys,1,3,26,0,0,0,0,0,Home,Tennessee Titans,2
Jacquizz Rodgers,Atlanta Falcons,1,5,23,0,1,0,0,0,Home,Cincinnati Bengals,2
Devonta Freeman,Atlanta Falcons,1,0,0,0,4,2,22,0,Home,Cincinnati Bengals,2
Chris Johnson,New York Jets,1,12,21,0,3,1,0,0,Home,Green Bay Packers,2
Benny Cunningham,St. Louis Rams,1,6,15,0,2,1,4,0,Home,Tampa Bay Buccaneers,2
Antone Smith,Atlanta Falcons,1,0,0,0,4,2,19,0,Home,Cincinnati Bengals,2
Andre Williams,New York Giants,1,8,12,0,4,2,7,0,Away,Arizona Cardinals,2
Damien Williams,Miami Dolphins,1,5,19,0,0,0,0,0,Home,Buffalo Bills,2
James Develin,New England Patriots,1,0,0,0,2,2,17,0,Home,Minnesota Vikings,2
Toby Gerhart,Jacksonville Jaguars,1,7,8,0,2,2,9,0,Home,Washington Redskins,2
Denard Robinson,Jacksonville Jaguars,1,0,0,0,2,2,14,0,Home,Washington Redskins,2
Jamaal Charles,Kansas City Chiefs,1,2,4,0,1,1,8,0,Home,Denver Broncos,2
Jerick McKinnon,Minnesota Vikings,1,2,7,0,3,2,5,0,Away,New England Patriots,2
DuJuan Harris,Green Bay Packers,1,0,0,0,2,1,11,0,Away,New York Jets,2
Marcel Reece,Oakland Raiders,1,0,0,0,1,1,11,0,Away,Houston Texans,2
Austin Johnson,New Orleans Saints,1,2,10,0,0,0,0,0,Home,Cleveland Browns,2
Jonathan Grimes,Houston Texans,1,3,9,0,0,0,0,0,Home,Oakland Raiders,2
LeGarrette Blount,Pittsburgh Steelers,1,3,8,0,1,0,0,0,Home,Baltimore Ravens,2
Cyrus Gray,Kansas City Chiefs,1,2,8,0,0,0,0,0,Home,Denver Broncos,2
John Kuhn,Green Bay Packers,1,1,3,0,1,1,5,0,Away,New York Jets,2
Mike James,Tampa Bay Buccaneers,1,6,7,0,0,0,0,0,Away,St. Louis Rams,2
Frank Summers,Buffalo Bills,1,2,7,0,0,0,0,0,Away,Miami Dolphins,2
Latavius Murray,Oakland Raiders,1,1,6,0,0,0,0,0,Away,Houston Texans,2
Carlos Hyde,San Francisco 49ers,1,4,0,0,2,1,5,0,Away,Chicago Bears,2
Knowshon Moreno,Miami Dolphins,1,1,4,0,0,0,0,0,Home,Buffalo Bills,2
Anthony Dixon,Buffalo Bills,1,2,3,0,0,0,0,0,Away,Miami Dolphins,2
Jorvorskie Lane,Tampa Bay Buccaneers,1,0,0,0,1,1,3,0,Away,St. Louis Rams,2
Bishop Sankey,Tennessee Titans,1,2,3,0,0,0,0,0,Away,Dallas Cowboys,2
Ronnie Brown,Houston Texans,1,3,2,0,0,0,0,0,Home,Oakland Raiders,2
Robert Hughes,Arizona Cardinals,1,1,2,0,1,0,0,0,Home,New York Giants,2
Ray Agnew,Cleveland Browns,1,0,0,0,2,0,0,0,Away,New Orleans Saints,2
Brandon Bolden,New England Patriots,1,4,0,0,0,0,0,0,Home,Minnesota Vikings,2
Bruce Miller,San Francisco 49ers,1,1,0,0,0,0,0,0,Away,Chicago Bears,2
Theo Riddick,Detroit Lions,1,1,0,0,0,0,0,0,Home,Carolina Panthers,2
