Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Daryl Washington,Arizona Cardinals,1,8,1,2.0,1,1,0,0,Away,Carolina Panthers
Karlos Dansby,Arizona Cardinals,1,8,0,2.0,1,1,0,0,Away,Carolina Panthers
Kevin Burnett,Oakland Raiders,1,12,2,1.0,0,0,1,0,Away,San Diego Chargers
Terrell Suggs,Baltimore Ravens,1,5,0,3.0,0,0,0,0,Home,Miami Dolphins
Lance Briggs,Chicago Bears,1,11,3,1.0,0,0,0,0,Away,New Orleans Saints
Jarret Johnson,San Diego Chargers,1,4,2,2.0,0,0,1,0,Home,Oakland Raiders
Nick Perry,Green Bay Packers,1,5,0,2.0,0,0,1,0,Away,Detroit Lions
Brandon Spikes,New England Patriots,1,7,5,0.0,1,1,0,0,Home,Cincinnati Bengals
Luke Kuechly,Carolina Panthers,1,7,2,0.0,1,1,0,0,Home,Arizona Cardinals
Jerod Mayo,New England Patriots,1,7,4,0.5,1,0,0,1,Home,Cincinnati Bengals
Sean Lee,Dallas Cowboys,1,11,5,0.0,0,0,0,0,Away,Denver Broncos
DeAndre Levy,Detroit Lions,1,11,3,0.0,1,0,0,0,Home,Green Bay Packers
James Laurinaitis,St. Louis Rams,1,6,2,0.0,1,1,0,0,Away,Jacksonville Jaguars
Jerry Hughes,Buffalo Bills,1,2,3,1.5,0,0,1,0,Home,Cleveland Browns
Navorro Bowman,San Francisco 49ers,1,11,2,0.0,0,0,0,0,Away,Houston Texans
Vontaze Burfict,Cincinnati Bengals,1,7,1,1.0,0,0,0,0,Away,New England Patriots
David Harris,New York Jets,1,9,5,0.0,0,0,0,0,Home,Atlanta Falcons
Mychal Kendricks,Philadelphia Eagles,1,3,1,0.0,1,1,0,1,Home,New York Giants
Koa Misi,Miami Dolphins,1,7,1,1.0,0,0,0,0,Away,Baltimore Ravens
Shaun Phillips,Denver Broncos,1,3,0,2.0,0,0,0,0,Home,Dallas Cowboys
Lamarr Houston,Oakland Raiders,1,6,1,1.0,0,0,0,0,Away,San Diego Chargers
Spencer Paysinger,New York Giants,1,9,1,0.0,1,0,0,0,Away,Philadelphia Eagles
Danny Trevathan,Denver Broncos,1,4,1,0.0,1,1,0,0,Home,Dallas Cowboys
Jerrell Freeman,Indianapolis Colts,1,7,6,0.0,0,0,0,0,Away,Seattle Seahawks
Philip Wheeler,Miami Dolphins,1,10,0,0.0,0,0,0,0,Away,Baltimore Ravens
Paul Posluszny,Jacksonville Jaguars,1,6,1,0.0,3,0,0,0,Home,St. Louis Rams
D.J. Williams,Chicago Bears,1,8,3,0.0,0,0,0,0,Away,New Orleans Saints
A.J. Hawk,Green Bay Packers,1,7,2,0.0,1,0,0,0,Away,Detroit Lions
David Hawthorne,New Orleans Saints,1,5,0,1.0,0,0,0,0,Home,Chicago Bears
Stephen Tulloch,Detroit Lions,1,7,4,0.0,0,0,0,0,Home,Green Bay Packers
Manny Lawson,Buffalo Bills,1,4,3,0.0,0,0,1,0,Home,Cleveland Browns
Curtis Lofton,New Orleans Saints,1,8,1,0.0,0,0,0,0,Home,Chicago Bears
Clay Matthews,Green Bay Packers,1,4,1,1.0,0,0,0,0,Away,Detroit Lions
Craig Robertson,Cleveland Browns,1,3,3,1.0,0,0,0,0,Away,Buffalo Bills
Kiko Alonso,Buffalo Bills,1,4,8,0.0,0,0,0,0,Home,Cleveland Browns
James Anderson,Chicago Bears,1,8,0,0.0,0,0,0,0,Away,New Orleans Saints
Tamba Hali,Kansas City Chiefs,1,1,0,1.0,0,0,1,0,Home,Tennessee Titans
Justin Houston,Kansas City Chiefs,1,4,0,1.0,0,0,0,0,Home,Tennessee Titans
Nick Roach,Oakland Raiders,1,3,9,0.0,0,0,0,0,Away,San Diego Chargers
Donald Butler,San Diego Chargers,1,6,2,0.0,0,0,0,0,Home,Oakland Raiders
Elvis Dumervil,Baltimore Ravens,1,2,0,1.0,1,0,0,0,Home,Miami Dolphins
D'Qwell Jackson,Cleveland Browns,1,3,8,0.0,0,0,0,0,Away,Buffalo Bills
Brad Jones,Green Bay Packers,1,3,0,1.0,0,0,0,0,Away,Detroit Lions
Daryl Smith,Baltimore Ravens,1,6,0,0.0,1,0,0,0,Home,Miami Dolphins
Joplo Bartu,Atlanta Falcons,1,2,1,1.0,0,0,0,0,Away,New York Jets
DeMario Davis,New York Jets,1,5,3,0.0,0,0,0,0,Home,Atlanta Falcons
Whitney Mercilus,Houston Texans,1,2,1,1.0,0,0,0,0,Home,San Francisco 49ers
Moise Fokou,Tennessee Titans,1,5,2,0.0,0,0,0,0,Away,Kansas City Chiefs
Ernie Sims,Dallas Cowboys,1,2,2,0.0,0,0,1,0,Away,Denver Broncos
Courtney Upshaw,Baltimore Ravens,1,2,0,1.0,0,0,0,0,Home,Miami Dolphins
