Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Bobby Rainey,Tampa Bay Buccaneers,1,30,163,2,2,2,4,1,Away,Atlanta Falcons,11
LeSean McCoy,Philadelphia Eagles,1,20,77,2,4,4,73,0,Away,Washington Redskins,11
Marshawn Lynch,Seattle Seahawks,1,17,54,2,2,2,9,1,Away,Minnesota Vikings,11
Donald Brown,Indianapolis Colts,1,14,80,2,1,1,14,0,Home,Tennessee Titans,11
Rashad Jennings,Oakland Raiders,1,22,150,1,3,2,-2,0,Home,Houston Texans,11
Ray Rice,Baltimore Ravens,1,25,131,1,5,3,17,0,Home,Chicago Bears,11
Chris Johnson,Tennessee Titans,1,17,86,2,1,1,-2,0,Away,Indianapolis Colts,11
Matt Forte,Chicago Bears,1,18,83,0,6,5,42,1,Away,Baltimore Ravens,11
Montee Ball,Denver Broncos,1,8,25,2,4,3,16,0,Away,Kansas City Chiefs,11
Chris Ivory,New York Jets,1,15,98,1,1,0,0,0,Home,Buffalo Bills,11
Joique Bell,Detroit Lions,1,9,49,1,4,3,48,0,Home,Pittsburgh Steelers,11
Antone Smith,Atlanta Falcons,1,2,88,1,1,1,4,0,Home,Tampa Bay Buccaneers,11
Ryan Mathews,San Diego Chargers,1,19,127,0,2,2,16,0,Home,Miami Dolphins,11
Darrel Young,Washington Redskins,1,2,6,0,2,1,62,1,Home,Philadelphia Eagles,11
Daniel Thomas,Miami Dolphins,1,10,57,1,1,1,2,0,Away,San Diego Chargers,11
Ben Tate,Houston Texans,1,19,88,0,6,4,29,0,Away,Oakland Raiders,11
Eddie Lacy,Green Bay Packers,1,14,27,1,2,2,21,0,Home,New York Giants,11
Stevan Ridley,New England Patriots,1,13,48,1,0,0,0,0,Home,Carolina Panthers,11
Chris Ogbonnaya,Cleveland Browns,1,8,69,0,12,6,30,0,Home,Cincinnati Bengals,11
Maurice Jones-Drew,Jacksonville Jaguars,1,14,23,1,4,4,12,0,Away,Arizona Cardinals,11
Andre Brown,New York Giants,1,18,66,0,5,3,27,0,Away,Green Bay Packers,11
Alfred Morris,Washington Redskins,1,22,93,0,0,0,0,0,Home,Philadelphia Eagles,11
Le'Veon Bell,Pittsburgh Steelers,1,18,36,0,5,4,52,0,Away,Detroit Lions,11
