Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Rashard Mendenhall,Arizona Cardinals,1,13,14,1,3,3,13,0,Home,Jacksonville Jaguars,11
Giovani Bernard,Cincinnati Bengals,1,10,45,0,5,4,41,0,Away,Cleveland Browns,11
Pierre Thomas,New Orleans Saints,1,11,49,0,5,5,35,0,Away,San Francisco 49ers,11
Knowshon Moreno,Denver Broncos,1,27,79,0,1,0,0,0,Away,Kansas City Chiefs,11
Toby Gerhart,Minnesota Vikings,1,7,67,0,3,1,7,0,Home,Seattle Seahawks,11
Jamaal Charles,Kansas City Chiefs,1,16,78,0,8,2,-6,0,Home,Denver Broncos,11
Shane Vereen,New England Patriots,1,1,7,0,11,8,65,0,Home,Carolina Panthers,11
Brandon Jacobs,New York Giants,1,5,9,1,0,0,0,0,Away,Green Bay Packers,11
Frank Summers,Buffalo Bills,1,2,4,1,1,1,5,0,Away,New York Jets,11
Jed Collins,New Orleans Saints,1,2,3,1,1,1,3,0,Away,San Francisco 49ers,11
Steven Jackson,Atlanta Falcons,1,11,41,0,2,2,24,0,Home,Tampa Bay Buccaneers,11
Adrian Peterson,Minnesota Vikings,1,21,65,0,3,0,0,0,Home,Seattle Seahawks,11
BenJarvus Green-Ellis,Cincinnati Bengals,1,16,62,0,0,0,0,0,Away,Cleveland Browns,11
Will Johnson,Pittsburgh Steelers,1,0,0,0,1,1,1,1,Away,Detroit Lions,11
Fozzy Whittaker,Cleveland Browns,1,4,20,0,5,5,41,0,Home,Cincinnati Bengals,11
Frank Gore,San Francisco 49ers,1,13,48,0,3,2,8,0,Home,New Orleans Saints,11
Reggie Bush,Detroit Lions,1,12,31,0,5,2,23,0,Home,Pittsburgh Steelers,11
Dexter McCluster,Kansas City Chiefs,1,0,0,0,8,5,53,0,Home,Denver Broncos,11
Trent Richardson,Indianapolis Colts,1,8,22,0,5,5,31,0,Home,Tennessee Titans,11
Roy Helu,Washington Redskins,1,3,39,0,4,3,11,0,Home,Philadelphia Eagles,11
LeGarrette Blount,New England Patriots,1,10,49,0,0,0,0,0,Home,Carolina Panthers,11
Fred Jackson,Buffalo Bills,1,12,34,0,2,2,5,0,Away,New York Jets,11
Brian Leonard,Tampa Bay Buccaneers,1,4,16,0,5,4,21,0,Away,Atlanta Falcons,11
Lamar Miller,Miami Dolphins,1,4,17,0,2,2,20,0,Away,San Diego Chargers,11
Danny Woodhead,San Diego Chargers,1,5,21,0,2,2,16,0,Home,Miami Dolphins,11
Darren Sproles,New Orleans Saints,1,3,16,0,4,4,19,0,Away,San Francisco 49ers,11
Bryce Brown,Philadelphia Eagles,1,4,2,0,2,2,28,0,Away,Washington Redskins,11
Jacquizz Rodgers,Atlanta Falcons,1,6,22,0,2,1,8,0,Home,Tampa Bay Buccaneers,11
Mark Ingram,New Orleans Saints,1,6,25,0,2,1,4,0,Away,San Francisco 49ers,11
Robert Turbin,Seattle Seahawks,1,7,17,0,2,1,12,0,Away,Minnesota Vikings,11
Bilal Powell,New York Jets,1,5,27,0,1,1,1,0,Home,Buffalo Bills,11
DeAngelo Williams,Carolina Panthers,1,6,14,0,3,2,11,0,Away,New England Patriots,11
Knile Davis,Kansas City Chiefs,1,3,13,0,1,1,11,0,Home,Denver Broncos,11
John Kuhn,Green Bay Packers,1,1,12,0,3,3,11,0,Home,New York Giants,11
Marcel Reece,Oakland Raiders,1,4,6,0,5,2,17,0,Home,Houston Texans,11
Anthony Sherman,Kansas City Chiefs,1,1,1,0,3,2,18,0,Home,Denver Broncos,11
Bernard Pierce,Baltimore Ravens,1,10,18,0,0,0,0,0,Home,Chicago Bears,11
Willis McGahee,Cleveland Browns,1,6,13,0,2,2,4,0,Home,Cincinnati Bengals,11
Mike Tolbert,Carolina Panthers,1,6,17,0,0,0,0,0,Away,New England Patriots,11
C.J. Spiller,Buffalo Bills,1,13,6,0,2,2,10,0,Away,New York Jets,11
Andre Ellington,Arizona Cardinals,1,8,3,0,2,2,10,0,Home,Jacksonville Jaguars,11
Jerome Felton,Minnesota Vikings,1,0,0,0,2,2,13,0,Home,Seattle Seahawks,11
Stanley Havili,Indianapolis Colts,1,1,4,0,1,1,9,0,Home,Tennessee Titans,11
Jonathan Dwyer,Pittsburgh Steelers,1,1,0,0,2,2,12,0,Away,Detroit Lions,11
LaMichael James,San Francisco 49ers,1,2,7,0,1,1,4,0,Home,New Orleans Saints,11
Shonn Greene,Tennessee Titans,1,3,10,0,0,0,0,0,Away,Indianapolis Colts,11
Jonathan Stewart,Carolina Panthers,1,4,10,0,0,0,0,0,Away,New England Patriots,11
Christine Michael,Seattle Seahawks,1,1,9,0,0,0,0,0,Away,Minnesota Vikings,11
Bruce Miller,San Francisco 49ers,1,0,0,0,2,2,8,0,Home,New Orleans Saints,11
Josh Vaughan,Atlanta Falcons,1,1,1,0,2,2,7,0,Home,Tampa Bay Buccaneers,11
Michael Robinson,Seattle Seahawks,1,0,0,0,1,1,6,0,Away,Minnesota Vikings,11
Tommy Bohanon,New York Jets,1,0,0,0,2,2,5,0,Home,Buffalo Bills,11
Michael Bush,Chicago Bears,1,3,5,0,0,0,0,0,Away,Baltimore Ravens,11
Jordan Todman,Jacksonville Jaguars,1,2,9,0,1,1,-5,0,Away,Arizona Cardinals,11
Erik Lorig,Tampa Bay Buccaneers,1,0,0,0,2,1,3,0,Away,Atlanta Falcons,11
John Conner,New York Giants,1,0,0,0,3,2,2,0,Away,Green Bay Packers,11
Dennis Johnson,Houston Texans,1,2,2,0,0,0,0,0,Away,Oakland Raiders,11
Tashard Choice,Buffalo Bills,1,2,1,0,1,1,0,0,Away,New York Jets,11
Kendall Hunter,San Francisco 49ers,1,4,1,0,0,0,0,0,Home,New Orleans Saints,11
Vonta Leach,Baltimore Ravens,1,1,1,0,1,0,0,0,Home,Chicago Bears,11
Tony Fiammetta,Chicago Bears,1,0,0,0,1,0,0,0,Away,Baltimore Ravens,11
Felix Jones,Pittsburgh Steelers,1,1,0,0,0,0,0,0,Away,Detroit Lions,11
Greg Jones,Houston Texans,1,0,0,0,1,0,0,0,Away,Oakland Raiders,11
Theo Riddick,Detroit Lions,1,0,0,0,1,0,0,0,Home,Pittsburgh Steelers,11
James Starks,Green Bay Packers,1,2,-1,0,0,0,0,0,Home,New York Giants,11
