Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Mason Foster,Tampa Bay Buccaneers,1,7,1,2.0,0,0,1,0,Home,New York Jets
Perry Riley,Washington Redskins,1,8,7,1.0,0,0,0,1,Away,Philadelphia Eagles
Zach Brown,Tennessee Titans,1,8,0,2.0,1,0,0,0,Home,Pittsburgh Steelers
Justin Houston,Kansas City Chiefs,1,5,0,3.0,0,0,0,0,Home,Jacksonville Jaguars
Brian Cushing,Houston Texans,1,4,1,0.0,1,1,0,0,Home,San Diego Chargers
Lavonte David,Tampa Bay Buccaneers,1,3,5,1.0,2,1,0,0,Home,New York Jets
Shaun Phillips,Denver Broncos,1,3,1,2.5,0,0,1,0,Away,Baltimore Ravens
Erin Henderson,Minnesota Vikings,1,7,4,0.0,1,1,0,0,Home,Detroit Lions
Ryan Kerrigan,Washington Redskins,1,7,1,1.0,0,0,1,0,Away,Philadelphia Eagles
Tamba Hali,Kansas City Chiefs,1,2,0,0.0,1,1,0,0,Home,Jacksonville Jaguars
Jerod Mayo,New England Patriots,1,12,3,0.0,0,0,0,0,Home,Buffalo Bills
Vontaze Burfict,Cincinnati Bengals,1,6,2,0.0,1,1,0,0,Home,Chicago Bears
Donald Butler,San Diego Chargers,1,9,4,0.5,0,0,0,0,Away,Houston Texans
Stephen Tulloch,Detroit Lions,1,2,1,1.0,1,1,0,0,Away,Minnesota Vikings
Kiko Alonso,Buffalo Bills,1,5,4,0.0,0,0,1,1,Away,New England Patriots
Bront Bird,San Diego Chargers,1,10,4,0.0,0,0,0,0,Away,Houston Texans
Navorro Bowman,San Francisco 49ers,1,7,1,0.0,1,0,1,0,Away,Green Bay Packers
Bruce Carter,Dallas Cowboys,1,6,3,1.0,0,0,0,0,Away,New York Giants
DeAndre Levy,Detroit Lions,1,4,3,0.0,1,1,0,0,Away,Minnesota Vikings
Clay Matthews,Green Bay Packers,1,7,1,1.0,0,0,0,0,Home,San Francisco 49ers
Karlos Dansby,Arizona Cardinals,1,8,0,0.0,1,0,0,1,Home,St. Louis Rams
Danny Trevathan,Denver Broncos,1,4,0,0.0,2,1,0,0,Away,Baltimore Ravens
Jarret Johnson,San Diego Chargers,1,5,1,1.0,1,0,0,0,Away,Houston Texans
Wesley Woodyard,Denver Broncos,1,5,5,0.5,1,0,0,0,Away,Baltimore Ravens
Mychal Kendricks,Philadelphia Eagles,1,6,4,0.0,0,0,0,1,Home,Washington Redskins
Paul Posluszny,Jacksonville Jaguars,1,10,0,0.0,0,0,0,0,Away,Kansas City Chiefs
DeMeco Ryans,Philadelphia Eagles,1,4,4,1.0,0,0,0,0,Home,Washington Redskins
London Fletcher,Washington Redskins,1,6,7,0.0,0,0,0,0,Away,Philadelphia Eagles
Aldon Smith,San Francisco 49ers,1,2,3,1.5,0,0,0,0,Away,Green Bay Packers
Jasper Brinkley,Arizona Cardinals,1,8,0,0.0,1,0,0,0,Home,St. Louis Rams
Whitney Mercilus,Houston Texans,1,5,0,1.0,0,0,0,0,Home,San Diego Chargers
Terrell Suggs,Baltimore Ravens,1,4,2,1.0,0,0,0,0,Home,Denver Broncos
D'Qwell Jackson,Cleveland Browns,1,6,3,0.0,1,0,0,0,Away,Miami Dolphins
Brad Jones,Green Bay Packers,1,7,3,0.0,0,0,0,0,Home,San Francisco 49ers
Akeem Dent,Atlanta Falcons,1,5,6,0.0,0,0,0,0,Home,New Orleans Saints
David Harris,New York Jets,1,3,4,0.0,0,0,1,0,Away,Tampa Bay Buccaneers
Lamarr Houston,Oakland Raiders,1,3,2,1.0,0,0,0,0,Home,Indianapolis Colts
Derrick Morgan,Tennessee Titans,1,3,0,1.0,1,0,0,0,Home,Pittsburgh Steelers
Jerrell Freeman,Indianapolis Colts,1,5,5,0.0,0,0,0,0,Away,Oakland Raiders
A.J. Hawk,Green Bay Packers,1,6,3,0.0,0,0,0,0,Home,San Francisco 49ers
Luke Kuechly,Carolina Panthers,1,6,3,0.0,0,0,0,0,Away,Seattle Seahawks
Josh Bynes,Baltimore Ravens,1,6,2,0.0,0,0,0,0,Home,Denver Broncos
Jonathan Casillas,Tampa Bay Buccaneers,1,3,2,0.0,0,0,1,0,Home,New York Jets
Thomas Davis,Carolina Panthers,1,5,4,0.0,0,0,0,0,Away,Seattle Seahawks
Moise Fokou,Tennessee Titans,1,4,2,0.0,0,0,0,1,Home,Pittsburgh Steelers
Derrick Johnson,Kansas City Chiefs,1,7,0,0.0,0,0,0,0,Home,Jacksonville Jaguars
Paul Kruger,Cleveland Browns,1,2,2,1.0,0,0,0,0,Away,Miami Dolphins
James Laurinaitis,St. Louis Rams,1,6,0,0.0,1,0,0,0,Away,Arizona Cardinals
Alec Ogletree,St. Louis Rams,1,7,0,0.0,0,0,0,0,Away,Arizona Cardinals
Nick Roach,Oakland Raiders,1,5,4,0.0,0,0,0,0,Home,Indianapolis Colts
