Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Bobby Wagner,Seattle Seahawks,1,6,5,1.5,0,0,0,0,Away,Tampa Bay Buccaneers
Paul Worrilow,Atlanta Falcons,1,9,10,0.0,0,0,0,0,Home,Carolina Panthers
Dannell Ellerbe,Miami Dolphins,1,4,0,0.0,4,1,0,0,Away,Cincinnati Bengals
James Laurinaitis,St. Louis Rams,1,9,0,1.0,0,0,0,0,Away,Tennessee Titans
Daryl Smith,Baltimore Ravens,1,7,2,1.0,1,0,0,0,Home,Cleveland Browns
Chandler Jones,New England Patriots,1,3,3,2.0,0,0,0,0,Away,Pittsburgh Steelers
Julius Peppers,Chicago Bears,1,1,1,1.0,2,1,0,0,Home,Green Bay Packers
Thomas Davis,Carolina Panthers,1,5,2,0.0,1,1,0,0,Away,Atlanta Falcons
Mychal Kendricks,Philadelphia Eagles,1,6,4,1.0,0,0,0,0,Home,Oakland Raiders
Jason Worilds,Pittsburgh Steelers,1,3,2,2.0,0,0,0,0,Home,New England Patriots
Calvin Pace,New York Jets,1,3,3,1.0,0,0,1,0,Away,New Orleans Saints
Luke Kuechly,Carolina Panthers,1,2,6,0.0,1,1,0,0,Away,Atlanta Falcons
DeMeco Ryans,Philadelphia Eagles,1,9,2,0.0,1,0,0,0,Home,Oakland Raiders
Pat Angerer,Indianapolis Colts,1,7,5,0.0,1,0,0,0,Home,Houston Texans
David Hawthorne,New Orleans Saints,1,5,3,1.0,0,0,0,0,Home,New York Jets
London Fletcher,Washington Redskins,1,7,6,0.0,0,0,0,0,Away,San Diego Chargers
Nick Roach,Oakland Raiders,1,6,0,1.0,0,0,0,0,Away,Philadelphia Eagles
Kiko Alonso,Buffalo Bills,1,3,5,1.0,0,0,0,0,Away,Kansas City Chiefs
Curtis Lofton,New Orleans Saints,1,7,5,0.0,0,0,0,0,Home,New York Jets
Terrell Suggs,Baltimore Ravens,1,4,3,1.0,0,0,0,0,Home,Cleveland Browns
Erik Walden,Indianapolis Colts,1,4,0,1.0,1,0,0,0,Home,Houston Texans
Trent Cole,Philadelphia Eagles,1,4,1,1.0,0,0,0,0,Home,Oakland Raiders
Colin McCarthy,Tennessee Titans,1,8,1,0.0,0,0,0,0,Home,St. Louis Rams
K.J. Wright,Seattle Seahawks,1,6,5,0.0,0,0,0,0,Away,Tampa Bay Buccaneers
Lavonte David,Tampa Bay Buccaneers,1,5,6,0.0,0,0,0,0,Home,Seattle Seahawks
DeMario Davis,New York Jets,1,0,4,0.0,1,1,0,0,Away,New Orleans Saints
Jerry Hughes,Buffalo Bills,1,1,0,1.0,0,0,1,0,Away,Kansas City Chiefs
D'Qwell Jackson,Cleveland Browns,1,4,5,0.0,1,0,0,0,Away,Baltimore Ravens
Joe Mays,Houston Texans,1,2,3,1.0,0,0,0,0,Away,Indianapolis Colts
Lawrence Timmons,Pittsburgh Steelers,1,4,7,0.0,0,0,0,0,Home,New England Patriots
Andrew Gachkar,San Diego Chargers,1,6,2,0.0,0,0,0,0,Home,Washington Redskins
David Harris,New York Jets,1,4,6,0.0,0,0,0,0,Away,New Orleans Saints
Alec Ogletree,St. Louis Rams,1,6,0,0.0,1,0,0,0,Away,Tennessee Titans
Perry Riley,Washington Redskins,1,6,0,0.0,1,0,0,0,Away,San Diego Chargers
Philip Wheeler,Miami Dolphins,1,7,0,0.0,0,0,0,0,Away,Cincinnati Bengals
LaMarr Woodley,Pittsburgh Steelers,1,2,6,0.0,0,0,0,1,Home,New England Patriots
Kevin Burnett,Oakland Raiders,1,5,3,0.0,0,0,0,0,Away,Philadelphia Eagles
Sean Lee,Dallas Cowboys,1,4,5,0.0,0,0,0,0,Away,Minnesota Vikings
Manti Te'o,San Diego Chargers,1,4,5,0.0,0,0,0,0,Home,Washington Redskins
James Anderson,Chicago Bears,1,6,0,0.0,0,0,0,0,Home,Green Bay Packers
Dane Fletcher,New England Patriots,1,2,0,1.0,0,0,0,0,Away,Pittsburgh Steelers
A.J. Hawk,Green Bay Packers,1,4,4,0.0,0,0,0,0,Away,Chicago Bears
Bruce Carter,Dallas Cowboys,1,5,1,0.0,0,0,0,0,Away,Minnesota Vikings
Junior Galette,New Orleans Saints,1,1,1,1.0,0,0,0,0,Home,New York Jets
Rob Jackson,Washington Redskins,1,1,1,1.0,0,0,0,0,Away,San Diego Chargers
Derrick Johnson,Kansas City Chiefs,1,4,3,0.0,0,0,0,0,Home,Buffalo Bills
Vontaze Burfict,Cincinnati Bengals,1,5,0,0.0,0,0,0,0,Home,Miami Dolphins
Quentin Groves,Cleveland Browns,1,1,0,1.0,0,0,0,0,Away,Baltimore Ravens
Tamba Hali,Kansas City Chiefs,1,2,2,0.0,0,0,0,1,Home,Buffalo Bills
Nate Palmer,Green Bay Packers,1,4,2,0.0,0,0,0,0,Away,Chicago Bears
