Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Cameron Jordan,New Orleans Saints,1,3,3,2.5,1,0,0,0,Home,Atlanta Falcons
Ricky Jean-Francois,Indianapolis Colts,1,5,0,2.0,1,0,0,0,Home,Arizona Cardinals
Robert Quinn,St. Louis Rams,1,4,0,1.0,1,0,1,1,Away,Chicago Bears
Muhammad Wilkerson,New York Jets,1,5,1,2.0,0,0,0,0,Home,Baltimore Ravens
J.J. Watt,Houston Texans,1,8,1,1.0,0,0,0,0,Away,Jacksonville Jaguars
Akiem Hicks,New Orleans Saints,1,3,5,1.5,0,0,0,0,Home,Atlanta Falcons
Al Woods,Pittsburgh Steelers,1,3,1,2.0,0,0,0,0,Home,Cleveland Browns
Jason Hatcher,Dallas Cowboys,1,2,1,2.0,0,0,0,0,Home,New York Giants
Ziggy Ansah,Detroit Lions,1,2,0,2.0,0,0,0,0,Away,Tampa Bay Buccaneers
Cullen Jenkins,New York Giants,1,2,0,2.0,0,0,0,0,Away,Dallas Cowboys
Mike Neal,Green Bay Packers,1,5,2,1.0,0,0,0,0,Away,Minnesota Vikings
Robert Mathis,Indianapolis Colts,1,2,1,1.0,0,0,1,0,Home,Arizona Cardinals
Sheldon Richardson,New York Jets,1,6,3,0.5,0,0,0,0,Home,Baltimore Ravens
Adrian Clayborn,Tampa Bay Buccaneers,1,3,2,1.0,0,0,0,0,Home,Detroit Lions
Justin Smith,San Francisco 49ers,1,4,2,0.0,0,0,1,0,Home,Washington Redskins
Olivier Vernon,Miami Dolphins,1,4,0,1.0,0,0,0,0,Away,Carolina Panthers
Cameron Heyward,Pittsburgh Steelers,1,1,1,1.0,0,0,0,1,Home,Cleveland Browns
Justin Tuck,New York Giants,1,3,1,1.0,0,0,0,0,Away,Dallas Cowboys
Andre Branch,Jacksonville Jaguars,1,2,0,1.0,1,0,0,0,Home,Houston Texans
Thomas Keiser,San Diego Chargers,1,3,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Mike Daniels,Green Bay Packers,1,2,1,1.0,0,0,0,0,Away,Minnesota Vikings
Peria Jerry,Atlanta Falcons,1,2,1,1.0,0,0,0,0,Away,New Orleans Saints
Rob Ninkovich,New England Patriots,1,0,13,0.0,0,0,0,0,Away,Denver Broncos
Brian Robison,Minnesota Vikings,1,1,3,1.0,0,0,0,0,Home,Green Bay Packers
Mario Addison,Carolina Panthers,1,2,0,1.0,0,0,0,0,Home,Miami Dolphins
Dwan Edwards,Carolina Panthers,1,2,0,1.0,0,0,0,0,Home,Miami Dolphins
Kevin Vickerson,Denver Broncos,1,2,0,1.0,0,0,0,0,Home,New England Patriots
Jared Allen,Minnesota Vikings,1,4,1,0.0,1,0,0,0,Home,Green Bay Packers
Jarvis Jenkins,Washington Redskins,1,1,1,1.0,0,0,0,0,Away,San Francisco 49ers
Terrance Knighton,Denver Broncos,1,3,1,0.0,0,0,0,1,Home,New England Patriots
Calais Campbell,Arizona Cardinals,1,2,2,0.5,0,0,0,0,Away,Indianapolis Colts
Darnell Dockett,Arizona Cardinals,1,2,2,0.5,0,0,0,0,Away,Indianapolis Colts
Dion Jordan,Miami Dolphins,1,1,0,1.0,0,0,0,0,Away,Carolina Panthers
Kendall Reyes,San Diego Chargers,1,1,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Kevin Williams,Minnesota Vikings,1,3,0,0.0,2,0,0,0,Home,Green Bay Packers
Quinton Coples,New York Jets,1,1,3,0.5,0,0,0,0,Home,Baltimore Ravens
Linval Joseph,New York Giants,1,2,1,0.5,0,0,0,0,Away,Dallas Cowboys
Earl Mitchell,Houston Texans,1,1,3,0.5,0,0,0,0,Away,Jacksonville Jaguars
Jonathan Babineaux,Atlanta Falcons,1,3,1,0.0,0,0,0,0,Away,New Orleans Saints
Desmond Bryant,Cleveland Browns,1,3,1,0.0,0,0,0,0,Away,Pittsburgh Steelers
Ahtyba Rubin,Cleveland Browns,1,1,5,0.0,0,0,0,0,Away,Pittsburgh Steelers
Frank Alexander,Carolina Panthers,1,3,0,0.0,0,0,0,0,Home,Miami Dolphins
Tyson Alualu,Jacksonville Jaguars,1,3,0,0.0,0,0,0,0,Home,Houston Texans
Chris Baker,Washington Redskins,1,3,0,0.0,0,0,0,0,Away,San Francisco 49ers
Glenn Dorsey,San Francisco 49ers,1,2,2,0.0,0,0,0,0,Home,Washington Redskins
Greg Hardy,Carolina Panthers,1,3,0,0.0,0,0,0,0,Home,Miami Dolphins
Kendall Langford,St. Louis Rams,1,2,0,0.0,1,0,0,0,Away,Chicago Bears
Chris Long,St. Louis Rams,1,2,0,0.0,1,0,0,0,Away,Chicago Bears
Sen'Derrick Marks,Jacksonville Jaguars,1,1,0,0.0,2,0,0,0,Home,Houston Texans
Gerald McCoy,Tampa Bay Buccaneers,1,3,0,0.0,0,0,0,0,Home,Detroit Lions
