Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Eddie Royal,San Diego Chargers,1,8,7,90,3,0,0,0,Home,Philadelphia Eagles,2
DeSean Jackson,Philadelphia Eagles,1,15,9,193,1,0,0,0,Away,San Diego Chargers,2
Julio Jones,Atlanta Falcons,1,14,11,182,1,0,0,0,Away,St. Louis Rams,2
Calvin Johnson,Detroit Lions,1,8,6,116,2,0,0,0,Home,Arizona Cardinals,2
Pierre Garcon,Washington Redskins,1,13,8,143,1,0,0,0,Home,Green Bay Packers,2
Dez Bryant,Dallas Cowboys,1,13,9,141,1,0,0,0,Home,Kansas City Chiefs,2
Randall Cobb,Green Bay Packers,1,10,9,128,1,0,0,0,Away,Washington Redskins,2
Jordy Nelson,Green Bay Packers,1,4,3,66,2,0,0,0,Away,Washington Redskins,2
James Jones,Green Bay Packers,1,12,11,178,0,0,0,0,Away,Washington Redskins,2
DeAndre Hopkins,Houston Texans,1,13,7,117,1,0,0,0,Away,Tennessee Titans,2
Tavon Austin,St. Louis Rams,1,12,6,47,2,2,8,0,Home,Atlanta Falcons,2
Mike Wallace,Miami Dolphins,1,11,9,115,1,0,0,0,Home,Indianapolis Colts,2
Brandon Marshall,Chicago Bears,1,10,7,113,1,0,0,0,Away,Minnesota Vikings,2
Steve Johnson,Buffalo Bills,1,10,8,111,1,0,0,0,Away,Carolina Panthers,2
Austin Pettis,St. Louis Rams,1,11,8,78,1,0,0,0,Home,Atlanta Falcons,2
T.Y. Hilton,Indianapolis Colts,1,12,6,124,0,0,0,0,Away,Miami Dolphins,2
Ted Ginn Jr.,Carolina Panthers,1,8,3,62,1,0,0,0,Home,Buffalo Bills,2
Victor Cruz,New York Giants,1,11,8,118,0,0,0,0,Away,Denver Broncos,2
Dwayne Bowe,Kansas City Chiefs,1,8,4,56,1,0,0,0,Away,Dallas Cowboys,2
Aaron Dobson,New England Patriots,1,10,3,56,1,0,0,0,Away,New York Jets,2
Kendall Wright,Tennessee Titans,1,11,7,54,1,0,0,0,Home,Houston Texans,2
Marlon Brown,Baltimore Ravens,1,6,4,45,1,0,0,0,Away,Cleveland Browns,2
Chris Givens,St. Louis Rams,1,8,5,105,0,0,0,0,Home,Atlanta Falcons,2
Malcom Floyd,San Diego Chargers,1,6,5,102,0,0,0,0,Home,Philadelphia Eagles,2
Santana Moss,Washington Redskins,1,5,3,41,1,0,0,0,Home,Green Bay Packers,2
Wes Welker,Denver Broncos,1,8,3,39,1,0,0,0,Home,New York Giants,2
Cecil Shorts,Jacksonville Jaguars,1,14,8,93,0,0,0,0,Home,Oakland Raiders,2
Eric Decker,Denver Broncos,1,13,9,87,0,0,0,0,Home,New York Giants,2
Stephen Hill,New York Jets,1,8,4,86,0,0,0,0,Home,New England Patriots,2
Torrey Smith,Baltimore Ravens,1,13,7,85,0,0,0,0,Away,Cleveland Browns,2
Greg Jennings,Minnesota Vikings,1,6,5,84,0,0,0,0,Home,Chicago Bears,2
