Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Justin Tuck,New York Giants,1,4,1,4.0,0,0,0,0,Home,Washington Redskins
Olivier Vernon,Miami Dolphins,1,7,3,2.5,0,0,0,0,Home,New York Jets
Michael Brockers,St. Louis Rams,1,5,2,2.0,0,0,0,0,Home,San Francisco 49ers
Devin Taylor,Detroit Lions,1,3,0,2.0,0,0,1,0,Away,Green Bay Packers
Sen'Derrick Marks,Jacksonville Jaguars,1,3,0,1.0,1,0,1,1,Home,Cleveland Browns
Jason Babin,Jacksonville Jaguars,1,2,1,1.5,0,0,1,0,Home,Cleveland Browns
Karl Klug,Tennessee Titans,1,3,1,1.0,1,0,1,0,Home,Indianapolis Colts
Ziggy Ansah,Detroit Lions,1,3,0,2.0,0,0,0,0,Away,Green Bay Packers
Marcell Dareus,Buffalo Bills,1,4,4,1.0,1,0,0,0,Away,Atlanta Falcons
Matt Shaughnessy,Arizona Cardinals,1,7,0,1.0,0,0,0,0,Home,Philadelphia Eagles
Jared Allen,Minnesota Vikings,1,3,1,1.0,0,0,1,0,Away,Chicago Bears
Brandon Graham,Philadelphia Eagles,1,2,1,2.0,0,0,0,0,Away,Arizona Cardinals
Wes Horton,Carolina Panthers,1,2,1,2.0,0,0,0,0,Away,Tampa Bay Buccaneers
Sharrif Floyd,Minnesota Vikings,1,2,0,1.0,0,0,1,0,Away,Chicago Bears
Robert Mathis,Indianapolis Colts,1,2,0,1.0,0,0,1,0,Away,Tennessee Titans
Mario Williams,Buffalo Bills,1,4,0,1.0,1,0,0,0,Away,Atlanta Falcons
Jurrell Casey,Tennessee Titans,1,4,1,1.0,0,0,0,0,Home,Indianapolis Colts
Cliff Avril,Seattle Seahawks,1,1,0,1.0,0,0,1,0,Away,New Orleans Saints
Ndamukong Suh,Detroit Lions,1,2,2,1.0,1,0,0,0,Away,Green Bay Packers
Alan Branch,Buffalo Bills,1,6,3,0.0,0,0,0,0,Away,Atlanta Falcons
John Abraham,Arizona Cardinals,1,3,0,1.0,0,0,0,0,Home,Philadelphia Eagles
Kendall Langford,St. Louis Rams,1,2,0,1.0,1,0,0,0,Home,San Francisco 49ers
Ahtyba Rubin,Cleveland Browns,1,1,3,1.0,0,0,0,0,Away,Jacksonville Jaguars
Quinton Coples,New York Jets,1,1,2,1.0,0,0,0,0,Away,Miami Dolphins
Wallace Gilberry,Cincinnati Bengals,1,1,0,1.0,1,0,0,0,Home,San Diego Chargers
William Hayes,St. Louis Rams,1,2,0,1.0,0,0,0,0,Home,San Francisco 49ers
Brian Robison,Minnesota Vikings,1,1,0,1.0,1,0,0,0,Away,Chicago Bears
J.J. Watt,Houston Texans,1,5,0,0.0,1,0,0,0,Away,New England Patriots
Corey Wootton,Chicago Bears,1,1,2,0.5,2,0,0,0,Home,Minnesota Vikings
Calais Campbell,Arizona Cardinals,1,2,1,0.5,1,0,0,0,Home,Philadelphia Eagles
Glenn Dorsey,San Francisco 49ers,1,5,1,0.0,0,0,0,0,Away,St. Louis Rams
Cullen Jenkins,New York Giants,1,1,1,1.0,0,0,0,0,Home,Washington Redskins
Corey Peters,Atlanta Falcons,1,5,1,0.0,0,0,0,0,Home,Buffalo Bills
Jabaal Sheard,Cleveland Browns,1,1,1,1.0,0,0,0,0,Away,Jacksonville Jaguars
Corbin Bryant,Buffalo Bills,1,1,0,1.0,0,0,0,0,Away,Atlanta Falcons
Greg Hardy,Carolina Panthers,1,1,0,1.0,0,0,0,0,Away,Tampa Bay Buccaneers
Malik Jackson,Denver Broncos,1,2,0,0.0,0,0,1,0,Home,Kansas City Chiefs
Ray McDonald,San Francisco 49ers,1,1,0,1.0,0,0,0,0,Away,St. Louis Rams
Osi Umenyiora,Atlanta Falcons,1,4,2,0.0,0,0,0,0,Home,Buffalo Bills
Kamerion Wimbley,Tennessee Titans,1,1,0,1.0,0,0,0,0,Home,Indianapolis Colts
Cameron Heyward,Pittsburgh Steelers,1,2,5,0.0,0,0,0,0,Home,Baltimore Ravens
Ziggy Hood,Pittsburgh Steelers,1,3,3,0.0,0,0,0,0,Home,Baltimore Ravens
Bennie Logan,Philadelphia Eagles,1,2,1,0.0,0,0,0,1,Away,Arizona Cardinals
Barry Cofield,Washington Redskins,1,3,2,0.0,0,0,0,0,Away,New York Giants
Sammie Lee Hill,Tennessee Titans,1,3,0,0.0,1,0,0,0,Home,Indianapolis Colts
Cory Redding,Indianapolis Colts,1,3,2,0.0,0,0,0,0,Away,Tennessee Titans
Sheldon Richardson,New York Jets,1,3,2,0.0,0,0,0,0,Away,Miami Dolphins
Muhammad Wilkerson,New York Jets,1,2,2,0.0,1,0,0,0,Away,Miami Dolphins
Michael Bennett,Seattle Seahawks,1,1,1,0.0,0,0,0,1,Away,New Orleans Saints
Sean Lissemore,San Diego Chargers,1,3,1,0.0,0,0,0,0,Away,Cincinnati Bengals
