Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Mario Williams,Buffalo Bills,1,5,1,4.5,0,0,0,0,Away,Carolina Panthers
Robert Mathis,Indianapolis Colts,1,5,0,2.0,0,0,1,0,Away,Miami Dolphins
J.J. Watt,Houston Texans,1,5,0,2.0,2,0,0,0,Away,Tennessee Titans
Osi Umenyiora,Atlanta Falcons,1,0,0,0.0,2,1,0,0,Away,St. Louis Rams
Jared Allen,Minnesota Vikings,1,5,1,1.0,0,0,1,0,Home,Chicago Bears
Adrian Clayborn,Tampa Bay Buccaneers,1,3,2,1.0,1,0,1,0,Away,New Orleans Saints
Dontari Poe,Kansas City Chiefs,1,4,0,2.0,0,0,0,0,Away,Dallas Cowboys
Jason Hatcher,Dallas Cowboys,1,6,0,1.0,1,0,0,0,Home,Kansas City Chiefs
Cameron Jordan,New Orleans Saints,1,3,2,1.0,0,0,1,0,Home,Tampa Bay Buccaneers
Connor Barwin,Philadelphia Eagles,1,6,1,1.0,0,0,0,0,Away,San Diego Chargers
DeMarcus Ware,Dallas Cowboys,1,2,0,2.0,0,0,0,0,Home,Kansas City Chiefs
Jason Hunter,Oakland Raiders,1,4,1,1.0,1,0,0,0,Away,Jacksonville Jaguars
Cliff Avril,Seattle Seahawks,1,1,0,1.0,1,0,1,0,Away,San Francisco 49ers
Tommy Kelly,New England Patriots,1,4,1,1.0,0,0,0,0,Away,New York Jets
Jabaal Sheard,Cleveland Browns,1,3,5,0.5,1,0,0,0,Home,Baltimore Ravens
Calais Campbell,Arizona Cardinals,1,2,0,1.0,0,0,0,1,Away,Detroit Lions
Brandon Deaderick,Jacksonville Jaguars,1,1,0,1.0,0,0,1,0,Home,Oakland Raiders
Mike Neal,Green Bay Packers,1,2,0,0.0,1,1,0,0,Away,Washington Redskins
Rob Ninkovich,New England Patriots,1,4,2,0.0,0,0,1,0,Away,New York Jets
Robert Quinn,St. Louis Rams,1,4,0,1.0,0,0,0,0,Home,Atlanta Falcons
Eugene Sims,St. Louis Rams,1,4,0,1.0,0,0,0,0,Home,Atlanta Falcons
Michael Bennett,Seattle Seahawks,1,2,2,1.0,0,0,0,0,Away,San Francisco 49ers
Glenn Dorsey,San Francisco 49ers,1,1,4,1.0,0,0,0,0,Home,Seattle Seahawks
Kevin Williams,Minnesota Vikings,1,1,0,0.0,1,1,0,0,Home,Chicago Bears
Corey Wootton,Chicago Bears,1,1,0,1.0,0,0,0,1,Away,Minnesota Vikings
Justin Smith,San Francisco 49ers,1,4,5,0.0,0,0,0,0,Home,Seattle Seahawks
Kyle Williams,Buffalo Bills,1,5,1,0.0,1,0,0,0,Away,Carolina Panthers
Christo Bilukidi,Oakland Raiders,1,2,0,1.0,0,0,0,0,Away,Jacksonville Jaguars
Letroy Guion,Minnesota Vikings,1,1,0,0.0,0,0,1,1,Home,Chicago Bears
Charles Johnson,Carolina Panthers,1,6,0,0.0,0,0,0,0,Home,Buffalo Bills
Arthur Jones,Baltimore Ravens,1,1,2,1.0,0,0,0,0,Away,Cleveland Browns
Gerald McCoy,Tampa Bay Buccaneers,1,2,0,1.0,0,0,0,0,Away,New Orleans Saints
Justin Tuck,New York Giants,1,4,4,0.0,0,0,0,0,Away,Denver Broncos
Nate Collins,Chicago Bears,1,2,1,0.0,0,0,1,0,Away,Minnesota Vikings
Geno Atkins,Cincinnati Bengals,1,1,0,1.0,0,0,0,0,Away,Pittsburgh Steelers
Desmond Bryant,Cleveland Browns,1,1,4,0.5,0,0,0,0,Home,Baltimore Ravens
Michael Buchanan,New England Patriots,1,1,0,1.0,0,0,0,0,Away,New York Jets
Leger Douzable,New York Jets,1,1,0,1.0,0,0,0,0,Home,New England Patriots
Ziggy Hood,Pittsburgh Steelers,1,4,2,0.0,0,0,0,0,Home,Cincinnati Bengals
Ray McDonald,San Francisco 49ers,1,3,4,0.0,0,0,0,0,Home,Seattle Seahawks
Jeremy Mincey,Jacksonville Jaguars,1,1,0,1.0,0,0,0,0,Home,Oakland Raiders
Kamerion Wimbley,Tennessee Titans,1,1,0,1.0,0,0,0,0,Home,Houston Texans
Jarius Wynn,San Diego Chargers,1,1,0,1.0,0,0,0,0,Home,Philadelphia Eagles
Cullen Jenkins,New York Giants,1,1,1,0.0,0,0,1,0,Away,Denver Broncos
Jason Pierre-Paul,New York Giants,1,4,1,0.0,0,0,0,0,Away,Denver Broncos
Pat Sims,Oakland Raiders,1,4,1,0.0,0,0,0,0,Away,Jacksonville Jaguars
Jurrell Casey,Tennessee Titans,1,3,0,0.0,1,0,0,0,Home,Houston Texans
Marcell Dareus,Buffalo Bills,1,0,4,0.5,0,0,0,0,Away,Carolina Panthers
Brian Robison,Minnesota Vikings,1,2,0,0.0,0,0,0,1,Home,Chicago Bears
George Selvie,Dallas Cowboys,1,4,0,0.0,0,0,0,0,Home,Kansas City Chiefs
