Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Calvin Johnson,Detroit Lions,1,16,14,329,1,0,0,0,Away,Dallas Cowboys,8
Marvin Jones,Cincinnati Bengals,1,8,8,122,4,0,0,0,Away,New York Jets,8
Kenny Stills,New Orleans Saints,1,4,3,129,2,1,4,0,Away,Buffalo Bills,8
Jordy Nelson,Green Bay Packers,1,8,7,123,2,0,0,0,Home,Minnesota Vikings,8
Golden Tate,Seattle Seahawks,1,7,5,93,2,0,0,0,Home,St. Louis Rams,8
Dez Bryant,Dallas Cowboys,1,6,3,72,2,1,1,0,Home,Detroit Lions,8
Josh Gordon,Cleveland Browns,1,10,5,132,1,0,0,0,Home,Kansas City Chiefs,8
Terrelle Pryor,Oakland Raiders,1,0,0,0,0,9,106,1,Away,Pittsburgh Steelers,8
Emmanuel Sanders,Pittsburgh Steelers,1,11,7,88,1,0,0,0,Home,Oakland Raiders,8
Wes Welker,Denver Broncos,1,10,6,81,1,0,0,0,Away,Washington Redskins,8
Drew Davis,Atlanta Falcons,1,7,5,77,1,0,0,0,Home,Arizona Cardinals,8
Demaryius Thomas,Denver Broncos,1,11,7,75,1,0,0,0,Away,Washington Redskins,8
Steve Johnson,Buffalo Bills,1,11,7,72,1,0,0,0,Home,New Orleans Saints,8
Terrance Williams,Dallas Cowboys,1,10,2,64,1,1,5,0,Home,Detroit Lions,8
Harry Douglas,Atlanta Falcons,1,18,12,121,0,0,0,0,Home,Arizona Cardinals,8
Aaron Dobson,New England Patriots,1,5,4,60,1,0,0,0,Away,Miami Dolphins,8
A.J. Green,Cincinnati Bengals,1,7,3,115,0,0,0,0,Away,New York Jets,8
Larry Fitzgerald,Arizona Cardinals,1,7,4,48,1,0,0,0,Away,Atlanta Falcons,8
Mike Brown,Jacksonville Jaguars,1,6,3,43,1,0,0,0,Away,San Francisco 49ers,8
Lance Moore,New Orleans Saints,1,4,3,34,1,0,0,0,Away,Buffalo Bills,8
Michael Floyd,Arizona Cardinals,1,4,3,30,1,0,0,0,Away,Atlanta Falcons,8
Jarrett Boykin,Green Bay Packers,1,6,5,89,0,0,0,0,Home,Minnesota Vikings,8
Victor Cruz,New York Giants,1,10,7,86,0,0,0,0,Home,Philadelphia Eagles,8
Antonio Brown,Pittsburgh Steelers,1,13,9,82,0,1,2,0,Home,Oakland Raiders,8
Ted Ginn Jr.,Carolina Panthers,1,6,5,80,0,0,0,0,Home,Tampa Bay Buccaneers,8
David Nelson,New York Jets,1,12,8,80,0,0,0,0,Home,Cincinnati Bengals,8
Vincent Jackson,Tampa Bay Buccaneers,1,13,5,79,0,0,0,0,Away,Carolina Panthers,8
Chris Givens,St. Louis Rams,1,5,4,59,0,1,16,0,Away,Seattle Seahawks,8
Cecil Shorts,Jacksonville Jaguars,1,10,7,74,0,0,0,0,Away,San Francisco 49ers,8
Leonard Hankerson,Washington Redskins,1,3,1,7,1,0,0,0,Home,Denver Broncos,8
Brandon Gibson,Miami Dolphins,1,2,1,4,1,0,0,0,Home,New England Patriots,8
DeSean Jackson,Philadelphia Eagles,1,11,8,63,0,0,0,0,Away,New York Giants,8
Anquan Boldin,San Francisco 49ers,1,6,4,56,0,0,0,0,Home,Jacksonville Jaguars,8
Marquise Goodwin,Buffalo Bills,1,5,3,56,0,0,0,0,Home,New Orleans Saints,8
Jason Avant,Philadelphia Eagles,1,4,3,54,0,0,0,0,Away,New York Giants,8
Kris Durham,Detroit Lions,1,6,4,54,0,0,0,0,Away,Dallas Cowboys,8
Hakeem Nicks,New York Giants,1,12,7,51,0,0,0,0,Home,Philadelphia Eagles,8
Mike Wallace,Miami Dolphins,1,10,3,41,0,1,8,0,Home,New England Patriots,8
Tiquan Underwood,Tampa Bay Buccaneers,1,4,3,47,0,0,0,0,Away,Carolina Panthers,8
Pierre Garcon,Washington Redskins,1,11,7,46,0,0,0,0,Home,Denver Broncos,8
Rod Streater,Oakland Raiders,1,6,4,45,0,0,0,0,Away,Pittsburgh Steelers,8
Eric Decker,Denver Broncos,1,7,4,42,0,0,0,0,Away,Washington Redskins,8
Steve Smith,Carolina Panthers,1,7,4,42,0,0,0,0,Home,Tampa Bay Buccaneers,8
Darius Johnson,Atlanta Falcons,1,9,4,40,0,0,0,0,Home,Arizona Cardinals,8
Jerricho Cotchery,Pittsburgh Steelers,1,4,3,39,0,0,0,0,Home,Oakland Raiders,8
Brian Hartline,Miami Dolphins,1,6,4,37,0,0,0,0,Home,New England Patriots,8
Donnie Avery,Kansas City Chiefs,1,5,3,31,0,1,4,0,Away,Cleveland Browns,8
Myles White,Green Bay Packers,1,7,5,35,0,0,0,0,Home,Minnesota Vikings,8
Austin Pettis,St. Louis Rams,1,4,2,33,0,0,0,0,Away,Seattle Seahawks,8
Denarius Moore,Oakland Raiders,1,4,2,32,0,0,0,0,Away,Pittsburgh Steelers,8
Justin Blackmon,Jacksonville Jaguars,1,10,4,31,0,1,-1,0,Away,San Francisco 49ers,8
Rishard Matthews,Miami Dolphins,1,6,3,30,0,0,0,0,Home,New England Patriots,8
Jerrel Jernigan,New York Giants,1,4,3,29,0,0,0,0,Home,Philadelphia Eagles,8
Davone Bess,Cleveland Browns,1,8,3,27,0,0,0,0,Home,Kansas City Chiefs,8
Jeremy Kerley,New York Jets,1,4,3,27,0,0,0,0,Home,Cincinnati Bengals,8
Cordarrelle Patterson,Minnesota Vikings,1,3,2,26,0,0,0,0,Away,Green Bay Packers,8
Mohamed Sanu,Cincinnati Bengals,1,3,1,24,0,0,0,0,Away,New York Jets,8
Stephen Hill,New York Jets,1,7,4,23,0,0,0,0,Home,Cincinnati Bengals,8
Brandon LaFell,Carolina Panthers,1,5,3,23,0,0,0,0,Home,Tampa Bay Buccaneers,8
Santana Moss,Washington Redskins,1,5,2,20,0,0,0,0,Home,Denver Broncos,8
Mike Williams,Tampa Bay Buccaneers,1,6,3,20,0,0,0,0,Away,Carolina Panthers,8
T.J. Graham,Buffalo Bills,1,4,2,19,0,0,0,0,Home,New Orleans Saints,8
Marques Colston,New Orleans Saints,1,6,3,18,0,0,0,0,Away,Buffalo Bills,8
Dane Sanzenbacher,Cincinnati Bengals,1,2,2,18,0,0,0,0,Away,New York Jets,8
Jerome Simpson,Minnesota Vikings,1,3,1,18,0,0,0,0,Away,Green Bay Packers,8
Kyle Williams,San Francisco 49ers,1,3,1,7,0,1,10,0,Home,Jacksonville Jaguars,8
Danny Amendola,New England Patriots,1,6,3,15,0,0,0,0,Away,Miami Dolphins,8
Robert Meachem,New Orleans Saints,1,3,1,15,0,0,0,0,Away,Buffalo Bills,8
Andre Caldwell,Denver Broncos,1,2,1,14,0,0,0,0,Away,Washington Redskins,8
Riley Cooper,Philadelphia Eagles,1,5,2,13,0,0,0,0,Away,New York Giants,8
Doug Baldwin,Seattle Seahawks,1,1,1,12,0,0,0,0,Home,St. Louis Rams,8
Ace Sanders,Jacksonville Jaguars,1,1,1,11,0,0,0,0,Away,San Francisco 49ers,8
Tavon Austin,St. Louis Rams,1,3,2,9,0,0,0,0,Away,Seattle Seahawks,8
Greg Jennings,Minnesota Vikings,1,3,1,9,0,0,0,0,Away,Green Bay Packers,8
Cole Beasley,Dallas Cowboys,1,3,1,8,0,0,0,0,Home,Detroit Lions,8
Ryan Broyles,Detroit Lions,1,2,1,8,0,0,0,0,Away,Dallas Cowboys,8
Greg Little,Cleveland Browns,1,3,1,8,0,0,0,0,Home,Kansas City Chiefs,8
Andre Roberts,Arizona Cardinals,1,2,1,8,0,0,0,0,Away,Atlanta Falcons,8
Dwayne Bowe,Kansas City Chiefs,1,2,1,7,0,0,0,0,Away,Cleveland Browns,8
Julian Edelman,New England Patriots,1,2,2,7,0,0,0,0,Away,Miami Dolphins,8
Trindon Holliday,Denver Broncos,1,0,0,0,0,1,7,0,Away,Washington Redskins,8
Robert Woods,Buffalo Bills,1,3,1,7,0,0,0,0,Home,New Orleans Saints,8
Damaris Johnson,Philadelphia Eagles,1,1,1,6,0,0,0,0,Away,New York Giants,8
Domenik Hixon,Carolina Panthers,1,1,1,4,0,0,0,0,Home,Tampa Bay Buccaneers,8
Josh Morgan,Washington Redskins,1,2,1,3,0,0,0,0,Home,Denver Broncos,8
Brice Butler,Oakland Raiders,1,3,0,0,0,0,0,0,Away,Pittsburgh Steelers,8
Chad Hall,Kansas City Chiefs,1,1,0,0,0,0,0,0,Away,Cleveland Browns,8
Dwayne Harris,Dallas Cowboys,1,2,0,0,0,0,0,0,Home,Detroit Lions,8
