Player,Team,G,FGM,FGA,FG%,EPM,EPA,Home or Away,Opponent
Stephen Gostkowski,New England Patriots,1,4,4,100.0%,2,2,Away,Buffalo Bills
Adam Vinatieri,Indianapolis Colts,1,3,3,100.0%,3,3,Away,Jacksonville Jaguars
Phil Dawson,San Francisco 49ers,1,3,4,75.0%,2,2,Home,Arizona Cardinals
Dan Bailey,Dallas Cowboys,1,3,3,100.0%,1,1,Away,Philadelphia Eagles
Rob Bironas,Tennessee Titans,1,3,3,100.0%,1,1,Away,Houston Texans
Mike Nugent,Cincinnati Bengals,1,2,2,100.0%,4,4,Away,Baltimore Ravens
Matt Prater,Denver Broncos,1,2,2,100.0%,4,4,Home,Oakland Raiders
Mason Crosby,Green Bay Packers,1,2,2,100.0%,3,3,Home,Chicago Bears
Steve Hauschka,Seattle Seahawks,1,2,2,100.0%,3,3,Away,St. Louis Rams
Nick Novak,San Diego Chargers,1,2,2,100.0%,3,3,Away,Kansas City Chiefs
Justin Tucker,Baltimore Ravens,1,3,3,100.0%,0,0,Home,Cincinnati Bengals
Josh Brown,New York Giants,1,2,3,66.7%,2,2,Away,Washington Redskins
Matt Bryant,Atlanta Falcons,1,2,2,100.0%,2,2,Away,Carolina Panthers
Dan Carpenter,Buffalo Bills,1,2,2,100.0%,2,2,Home,New England Patriots
Jay Feely,Arizona Cardinals,1,2,4,50.0%,2,2,Away,San Francisco 49ers
Nick Folk,New York Jets,1,2,3,66.7%,2,2,Home,Miami Dolphins
Shaun Suisham,Pittsburgh Steelers,1,2,2,100.0%,2,2,Away,Cleveland Browns
David Akers,Detroit Lions,1,2,2,100.0%,1,1,Home,Minnesota Vikings
Kai Forbath,Washington Redskins,1,2,2,100.0%,0,0,Home,New York Giants
Shayne Graham,New Orleans Saints,1,0,0,0.0%,6,6,Away,Tampa Bay Buccaneers
Alex Henery,Philadelphia Eagles,1,1,1,100.0%,3,3,Home,Dallas Cowboys
Ryan Succop,Kansas City Chiefs,1,1,2,50.0%,3,3,Home,San Diego Chargers
Rian Lindell,Tampa Bay Buccaneers,1,1,1,100.0%,2,2,Home,New Orleans Saints
Randy Bullock,Houston Texans,1,1,1,100.0%,1,1,Home,Tennessee Titans
Robbie Gould,Chicago Bears,1,0,0,0.0%,4,4,Away,Green Bay Packers
Josh Scobee,Jacksonville Jaguars,1,1,1,100.0%,1,1,Home,Indianapolis Colts
Graham Gano,Carolina Panthers,1,0,0,0.0%,3,3,Home,Atlanta Falcons
Greg Zuerlein,St. Louis Rams,1,1,1,100.0%,0,0,Home,Seattle Seahawks
Sebastian Janikowski,Oakland Raiders,1,0,1,0.0%,2,2,Away,Denver Broncos
Blair Walsh,Minnesota Vikings,1,0,0,0.0%,2,2,Away,Detroit Lions
Billy Cundiff,Cleveland Browns,1,0,0,0.0%,1,1,Home,Pittsburgh Steelers
Caleb Sturgis,Miami Dolphins,1,0,0,0.0%,1,1,Away,New York Jets
