Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Julius Thomas,Denver Broncos,1,8,6,78,1,Home,Houston Texans,16
Jimmy Graham,New Orleans Saints,1,11,5,73,1,Home,Carolina Panthers,16
Tony Gonzalez,Atlanta Falcons,1,11,8,63,1,Home,San Francisco 49ers,16
Brent Celek,Philadelphia Eagles,1,4,3,58,1,Away,Chicago Bears,16
Marcedes Lewis,Jacksonville Jaguars,1,6,4,50,1,Away,Tennessee Titans,16
Jermaine Gresham,Cincinnati Bengals,1,3,3,49,1,Away,Minnesota Vikings,16
Martellus Bennett,Chicago Bears,1,8,5,85,0,Home,Philadelphia Eagles,16
Zach Miller,Seattle Seahawks,1,3,1,11,1,Away,Arizona Cardinals,16
Matt Spaeth,Pittsburgh Steelers,1,1,1,11,1,Home,Green Bay Packers,16
Ryan Griffin,Houston Texans,1,5,5,66,0,Away,Denver Broncos,16
Brandon Myers,New York Giants,1,7,4,53,0,Home,Detroit Lions,16
Ed Dickson,Baltimore Ravens,1,5,4,44,0,Away,New England Patriots,16
Joseph Fauria,Detroit Lions,1,7,3,43,0,Away,New York Giants,16
Mychal Rivera,Oakland Raiders,1,3,2,43,0,Home,San Diego Chargers,16
Antonio Gates,San Diego Chargers,1,3,3,42,0,Away,Oakland Raiders,16
Greg Olsen,Carolina Panthers,1,7,4,35,0,Away,New Orleans Saints,16
Delanie Walker,Tennessee Titans,1,7,4,35,0,Home,Jacksonville Jaguars,16
Kellen Winslow,New York Jets,1,5,3,35,0,Away,Cleveland Browns,16
Dennis Pitta,Baltimore Ravens,1,7,4,34,0,Away,New England Patriots,16
Charles Clay,Miami Dolphins,1,7,4,32,0,Home,Buffalo Bills,16
Scott Chandler,Buffalo Bills,1,3,2,31,0,Away,Miami Dolphins,16
Jeff Cumberland,New York Jets,1,3,2,30,0,Away,Cleveland Browns,16
David Paulson,Pittsburgh Steelers,1,1,1,30,0,Home,Green Bay Packers,16
Jared Cook,St. Louis Rams,1,2,2,27,0,Away,Tampa Bay Buccaneers,16
Zach Ertz,Philadelphia Eagles,1,1,1,27,0,Away,Chicago Bears,16
Tim Wright,Tampa Bay Buccaneers,1,6,4,27,0,Home,St. Louis Rams,16
Ben Watson,New Orleans Saints,1,2,2,26,0,Home,Carolina Panthers,16
Lee Smith,Buffalo Bills,1,1,1,24,0,Away,Miami Dolphins,16
Gary Barnidge,Cleveland Browns,1,4,2,23,0,Home,New York Jets,16
Rhett Ellison,Minnesota Vikings,1,3,2,22,0,Home,Cincinnati Bengals,16
Jacob Tamme,Denver Broncos,1,3,3,22,0,Home,Houston Texans,16
Anthony Fasano,Kansas City Chiefs,1,4,1,19,0,Away,Indianapolis Colts,16
Andrew Quarless,Green Bay Packers,1,4,1,19,0,Away,Pittsburgh Steelers,16
Jake Ballard,Arizona Cardinals,1,3,1,17,0,Home,Seattle Seahawks,16
Heath Miller,Pittsburgh Steelers,1,4,3,17,0,Home,Green Bay Packers,16
Jim Dray,Arizona Cardinals,1,3,3,16,0,Home,Seattle Seahawks,16
Jason Witten,Dallas Cowboys,1,2,2,13,0,Home,Washington Redskins,16
Jeron Mastrud,Oakland Raiders,1,3,1,12,0,Home,San Diego Chargers,16
Fred Davis,Washington Redskins,1,1,1,9,0,Away,Dallas Cowboys,16
Michael Hoomanawanui,New England Patriots,1,1,1,9,0,Home,Baltimore Ravens,16
Bear Pascoe,New York Giants,1,2,1,7,0,Home,Detroit Lions,16
Dorin Dickerson,Detroit Lions,1,3,1,8,0,Away,New York Giants,16
Coby Fleener,Indianapolis Colts,1,3,2,8,0,Home,Kansas City Chiefs,16
Virgil Green,Denver Broncos,1,1,1,8,0,Home,Houston Texans,16
Logan Paulsen,Washington Redskins,1,2,2,7,0,Away,Dallas Cowboys,16
Jack Doyle,Indianapolis Colts,1,1,1,6,0,Home,Kansas City Chiefs,16
Tyler Eifert,Cincinnati Bengals,1,1,1,6,0,Away,Minnesota Vikings,16
Weslye Saunders,Indianapolis Colts,1,2,1,6,0,Home,Kansas City Chiefs,16
John Phillips,San Diego Chargers,1,1,1,5,0,Away,Oakland Raiders,16
Lance Kendricks,St. Louis Rams,1,1,1,4,0,Away,Tampa Bay Buccaneers,16
Luke Willson,Seattle Seahawks,1,1,1,3,0,Away,Arizona Cardinals,16
Vernon Davis,San Francisco 49ers,1,3,0,0,0,Away,Atlanta Falcons,16
Ladarius Green,San Diego Chargers,1,1,0,0,0,Away,Oakland Raiders,16
Clay Harbor,Jacksonville Jaguars,1,1,0,0,0,Away,Tennessee Titans,16
Robert Housler,Arizona Cardinals,1,2,0,0,0,Home,Seattle Seahawks,16
Vance McDonald,San Francisco 49ers,1,2,0,0,0,Away,Atlanta Falcons,16
Levine Toilolo,Atlanta Falcons,1,1,0,0,0,Home,San Francisco 49ers,16
