Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Tony Romo,Dallas Cowboys,1,25,36,506,5,1,1,7,0,Away,Denver Broncos,5
Peyton Manning,Denver Broncos,1,33,42,414,4,1,4,-8,1,Home,Dallas Cowboys,5
Russell Wilson,Seattle Seahawks,1,15,31,210,2,1,13,102,0,Home,Indianapolis Colts,5
Jay Cutler,Chicago Bears,1,24,33,358,2,0,4,27,0,Away,New Orleans Saints,5
Philip Rivers,San Diego Chargers,1,36,49,411,2,3,0,0,0,Home,Oakland Raiders,5
Ryan Fitzpatrick,Tennessee Titans,1,21,41,247,1,2,6,50,1,Away,Kansas City Chiefs,5
Eli Manning,New York Giants,1,24,52,334,2,3,0,0,0,Away,Philadelphia Eagles,5
Geno Smith,New York Jets,1,16,20,199,3,0,3,21,0,Home,Atlanta Falcons,5
Matt Ryan,Atlanta Falcons,1,36,45,319,2,0,0,0,0,Away,New York Jets,5
Sam Bradford,St. Louis Rams,1,19,34,222,3,0,5,4,0,Away,Jacksonville Jaguars,5
Drew Brees,New Orleans Saints,1,29,35,288,2,0,0,0,0,Home,Chicago Bears,5
Andrew Luck,Indianapolis Colts,1,16,29,229,2,0,4,9,0,Away,Seattle Seahawks,5
Ryan Tannehill,Miami Dolphins,1,21,40,307,1,0,2,6,0,Away,Baltimore Ravens,5
Aaron Rodgers,Green Bay Packers,1,20,30,274,1,0,5,8,0,Away,Detroit Lions,5
Nick Foles,Philadelphia Eagles,1,16,25,197,2,0,3,1,0,Home,New York Giants,5
Cam Newton,Carolina Panthers,1,21,39,308,0,3,4,25,0,Home,Arizona Cardinals,5
Matthew Stafford,Detroit Lions,1,25,40,262,1,0,1,-1,0,Home,Green Bay Packers,5
Joe Flacco,Baltimore Ravens,1,19,32,269,0,1,2,13,0,Home,Miami Dolphins,5
Brandon Weeden,Cleveland Browns,1,13,24,197,1,0,3,0,0,Away,Buffalo Bills,5
Blaine Gabbert,Jacksonville Jaguars,1,9,19,181,1,2,3,6,0,Home,St. Louis Rams,5
Alex Smith,Kansas City Chiefs,1,20,39,245,0,1,3,10,0,Home,Tennessee Titans,5
Michael Vick,Philadelphia Eagles,1,6,14,105,0,0,7,79,0,Home,New York Giants,5
Andy Dalton,Cincinnati Bengals,1,20,27,212,0,1,6,25,0,Away,New England Patriots,5
Carson Palmer,Arizona Cardinals,1,19,28,175,1,3,3,-3,0,Away,Carolina Panthers,5
Colin Kaepernick,San Francisco 49ers,1,6,15,113,1,0,1,14,0,Away,Houston Texans,5
Tom Brady,New England Patriots,1,18,38,197,0,1,0,0,0,Home,Cincinnati Bengals,5
Chad Henne,Jacksonville Jaguars,1,7,13,89,1,0,1,2,0,Home,St. Louis Rams,5
Matt Schaub,Houston Texans,1,19,35,173,0,3,0,0,0,Home,San Francisco 49ers,5
EJ Manuel,Buffalo Bills,1,11,20,129,0,0,1,14,0,Home,Cleveland Browns,5
Jeff Tuel,Buffalo Bills,1,8,20,80,0,1,0,0,0,Home,Cleveland Browns,5
Brian Hoyer,Cleveland Browns,1,2,4,25,0,0,1,11,0,Away,Buffalo Bills,5
T.J. Yates,Houston Texans,1,3,5,15,0,0,1,0,0,Home,San Francisco 49ers,5
Colt McCoy,San Francisco 49ers,1,0,0,0,0,0,3,-3,0,Away,Houston Texans,5
