Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
BenJarvus Green-Ellis,Cincinnati Bengals,1,6,13,0,0,0,0,0,Home,Cleveland Browns,4
Brandon Bolden,New England Patriots,1,6,17,0,1,1,-5,0,Home,Atlanta Falcons,4
Tashard Choice,Buffalo Bills,1,3,11,0,0,0,0,0,Away,Baltimore Ravens,4
Brian Leonard,Tampa Bay Buccaneers,1,0,0,0,2,2,11,0,Away,Arizona Cardinals,4
Le'Ron McClain,San Diego Chargers,1,2,11,0,0,0,0,0,Away,Dallas Cowboys,4
Brandon Jacobs,New York Giants,1,1,5,0,1,1,5,0,Home,Kansas City Chiefs,4
Bernard Pierce,Baltimore Ravens,1,4,7,0,1,1,2,0,Home,Buffalo Bills,4
Ronnie Brown,San Diego Chargers,1,1,7,0,0,0,0,0,Away,Dallas Cowboys,4
Lance Dunbar,Dallas Cowboys,1,1,7,0,0,0,0,0,Home,San Diego Chargers,4
Jonathan Dwyer,Pittsburgh Steelers,1,2,7,0,0,0,0,0,Home,Minnesota Vikings,4
Toby Gerhart,Minnesota Vikings,1,0,0,0,1,1,7,0,Away,Pittsburgh Steelers,4
Felix Jones,Pittsburgh Steelers,1,2,3,0,1,1,4,0,Home,Minnesota Vikings,4
Jed Collins,New Orleans Saints,1,0,0,0,1,1,6,0,Away,Miami Dolphins,4
Anthony Sherman,Kansas City Chiefs,1,0,0,0,1,1,6,0,Away,New York Giants,4
Daniel Thomas,Miami Dolphins,1,4,5,0,1,1,1,0,Home,New Orleans Saints,4
Jordan Todman,Jacksonville Jaguars,1,2,4,0,0,0,0,0,Away,Indianapolis Colts,4
Robert Turbin,Seattle Seahawks,1,3,4,0,0,0,0,0,Home,Houston Texans,4
Darrel Young,Washington Redskins,1,0,0,0,2,1,4,0,Home,Oakland Raiders,4
Knile Davis,Kansas City Chiefs,1,1,2,0,0,0,0,0,Away,New York Giants,4
Alex Green,New York Jets,1,2,1,0,1,1,1,0,Home,Tennessee Titans,4
Mike James,Tampa Bay Buccaneers,1,0,0,0,1,1,2,0,Away,Arizona Cardinals,4
Vonta Leach,Baltimore Ravens,1,0,0,0,2,1,2,0,Home,Buffalo Bills,4
Stanley Havili,Indianapolis Colts,1,3,0,0,2,2,1,0,Home,Jacksonville Jaguars,4
Greg Jones,Houston Texans,1,0,0,0,1,1,1,0,Away,Seattle Seahawks,4
LaMichael James,San Francisco 49ers,1,3,0,0,0,0,0,0,Home,St. Louis Rams,4
Theo Riddick,Detroit Lions,1,0,0,0,1,0,0,0,Away,Chicago Bears,4
Denard Robinson,Jacksonville Jaguars,1,0,0,0,1,0,0,0,Away,Indianapolis Colts,4
Alfonso Smith,Arizona Cardinals,1,0,0,0,1,0,0,0,Home,Tampa Bay Buccaneers,4
Marcel Reece,Oakland Raiders,1,0,0,0,2,1,-2,0,Away,Washington Redskins,4
