Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Nick Roach,Oakland Raiders,1,10,1,2.0,0,0,1,0,Home,Dallas Cowboys
Jason Worilds,Pittsburgh Steelers,1,6,4,2.0,0,0,1,0,Home,Baltimore Ravens
Julius Peppers,Chicago Bears,1,5,3,2.5,1,0,0,0,Home,Minnesota Vikings
Karlos Dansby,Arizona Cardinals,1,7,2,2.0,1,0,0,0,Home,Philadelphia Eagles
Jon Beason,New York Giants,1,13,4,0.0,0,0,0,0,Home,Washington Redskins
Jerrell Freeman,Indianapolis Colts,1,5,4,0.0,1,1,0,1,Away,Tennessee Titans
Navorro Bowman,San Francisco 49ers,1,10,1,1.0,0,0,0,0,Away,St. Louis Rams
Trent Cole,Philadelphia Eagles,1,2,0,2.0,1,0,1,0,Away,Arizona Cardinals
Kiko Alonso,Buffalo Bills,1,8,5,0.0,1,0,0,1,Away,Atlanta Falcons
Rey Maualuga,Cincinnati Bengals,1,9,1,1.0,0,0,0,0,Home,San Diego Chargers
DeMeco Ryans,Philadelphia Eagles,1,8,1,1.0,1,0,0,0,Away,Arizona Cardinals
Brian Orakpo,Washington Redskins,1,4,2,2.0,0,0,0,0,Away,New York Giants
Zach Brown,Tennessee Titans,1,7,1,1.0,1,0,0,0,Home,Indianapolis Colts
Lavonte David,Tampa Bay Buccaneers,1,4,5,0.0,1,1,0,0,Home,Carolina Panthers
Vontaze Burfict,Cincinnati Bengals,1,11,2,0.0,0,0,0,0,Home,San Diego Chargers
Chad Greenway,Minnesota Vikings,1,6,4,1.0,0,0,0,0,Away,Chicago Bears
Paul Posluszny,Jacksonville Jaguars,1,7,4,0.5,1,0,0,0,Home,Cleveland Browns
Alec Ogletree,St. Louis Rams,1,7,3,0.0,0,0,1,0,Home,San Francisco 49ers
Wesley Woodyard,Denver Broncos,1,5,0,0.0,1,1,0,0,Home,Kansas City Chiefs
Khaseem Greene,Chicago Bears,1,3,2,0.0,1,1,0,0,Home,Minnesota Vikings
David Harris,New York Jets,1,7,6,0.0,0,0,0,0,Away,Miami Dolphins
A.J. Hawk,Green Bay Packers,1,8,4,0.0,0,0,0,0,Home,Detroit Lions
Jerry Hughes,Buffalo Bills,1,2,0,2.0,0,0,0,0,Away,Atlanta Falcons
DeAndre Levy,Detroit Lions,1,1,4,0.0,2,1,0,0,Away,Green Bay Packers
Nick Perry,Green Bay Packers,1,1,4,1.0,0,0,1,0,Home,Detroit Lions
Philip Wheeler,Miami Dolphins,1,4,4,0.5,0,0,0,1,Home,New York Jets
Donald Butler,San Diego Chargers,1,9,1,0.0,0,0,0,0,Away,Cincinnati Bengals
Derrick Johnson,Kansas City Chiefs,1,9,0,0.0,0,0,0,0,Away,Denver Broncos
Curtis Lofton,New Orleans Saints,1,6,6,0.0,0,0,0,0,Home,Seattle Seahawks
Stephen Tulloch,Detroit Lions,1,4,2,1.0,0,0,0,0,Away,Green Bay Packers
Brad Jones,Green Bay Packers,1,6,5,0.0,0,0,0,0,Home,Detroit Lions
Darryl Sharpton,Houston Texans,1,6,3,0.0,1,0,0,0,Away,New England Patriots
Bobby Wagner,Seattle Seahawks,1,4,7,0.0,1,0,0,0,Away,New Orleans Saints
Daryl Washington,Arizona Cardinals,1,8,1,0.0,0,0,0,0,Home,Philadelphia Eagles
DeMario Davis,New York Jets,1,6,4,0.0,0,0,0,0,Away,Miami Dolphins
Derrick Morgan,Tennessee Titans,1,1,0,1.0,0,0,1,0,Home,Indianapolis Colts
Audie Cole,Minnesota Vikings,1,4,5,0.0,1,0,0,0,Away,Chicago Bears
Parys Haralson,New Orleans Saints,1,2,3,1.0,0,0,0,0,Home,Seattle Seahawks
James Laurinaitis,St. Louis Rams,1,6,3,0.0,0,0,0,0,Home,San Francisco 49ers
Manny Lawson,Buffalo Bills,1,2,3,1.0,0,0,0,0,Away,Atlanta Falcons
Spencer Paysinger,New York Giants,1,7,1,0.0,0,0,0,0,Home,Washington Redskins
Paul Worrilow,Atlanta Falcons,1,6,3,0.0,0,0,0,0,Home,Buffalo Bills
Dannell Ellerbe,Miami Dolphins,1,1,0,0.0,1,1,0,0,Home,New York Jets
Dont'a Hightower,New England Patriots,1,5,2,0.0,1,0,0,0,Home,Houston Texans
D'Qwell Jackson,Cleveland Browns,1,6,0,0.0,1,0,0,0,Away,Jacksonville Jaguars
Mychal Kendricks,Philadelphia Eagles,1,6,2,0.0,0,0,0,0,Away,Arizona Cardinals
A.J. Klein,Carolina Panthers,1,3,0,1.0,0,0,0,0,Away,Tampa Bay Buccaneers
Jonathan Massaquoi,Atlanta Falcons,1,6,2,0.0,0,0,0,0,Home,Buffalo Bills
Koa Misi,Miami Dolphins,1,3,0,1.0,0,0,0,0,Home,New York Jets
Mason Foster,Tampa Bay Buccaneers,1,4,5,0.0,0,0,0,0,Home,Carolina Panthers
