Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Drew Brees,New Orleans Saints,1,26,34,332,5,0,4,-1,0,Away,Buffalo Bills,8
Andy Dalton,Cincinnati Bengals,1,19,30,325,5,1,0,0,0,Away,New York Jets,8
Matthew Stafford,Detroit Lions,1,33,48,488,1,2,3,12,1,Away,Dallas Cowboys,8
Peyton Manning,Denver Broncos,1,30,44,354,4,3,4,-3,0,Away,Washington Redskins,8
Cam Newton,Carolina Panthers,1,23,32,221,2,0,11,50,1,Home,Tampa Bay Buccaneers,8
Colin Kaepernick,San Francisco 49ers,1,10,16,164,1,0,7,54,2,Home,Jacksonville Jaguars,8
Aaron Rodgers,Green Bay Packers,1,24,29,285,2,0,6,31,0,Home,Minnesota Vikings,8
Jason Campbell,Cleveland Browns,1,22,36,293,2,0,3,17,0,Home,Kansas City Chiefs,8
Alex Smith,Kansas City Chiefs,1,24,36,225,2,0,6,40,0,Away,Cleveland Browns,8
Tony Romo,Dallas Cowboys,1,14,30,206,3,0,3,6,0,Home,Detroit Lions,8
Matt Ryan,Atlanta Falcons,1,34,61,301,1,4,1,13,0,Home,Arizona Cardinals,8
Ryan Tannehill,Miami Dolphins,1,22,42,192,2,2,1,12,0,Home,New England Patriots,8
Mike Glennon,Tampa Bay Buccaneers,1,30,51,275,1,0,3,2,0,Away,Carolina Panthers,8
Ben Roethlisberger,Pittsburgh Steelers,1,29,45,275,1,2,1,1,0,Home,Oakland Raiders,8
Carson Palmer,Arizona Cardinals,1,13,18,172,2,1,1,9,0,Away,Atlanta Falcons,8
Christian Ponder,Minnesota Vikings,1,14,21,145,0,0,5,38,1,Away,Green Bay Packers,8
Russell Wilson,Seattle Seahawks,1,10,18,139,2,0,3,16,0,Home,St. Louis Rams,8
Thaddeus Lewis,Buffalo Bills,1,22,39,234,1,1,2,5,0,Home,New Orleans Saints,8
Chad Henne,Jacksonville Jaguars,1,29,45,228,1,0,1,1,0,Away,San Francisco 49ers,8
Eli Manning,New York Giants,1,25,39,246,0,0,1,-1,0,Home,Philadelphia Eagles,8
Robert Griffin III,Washington Redskins,1,15,30,132,1,2,5,7,0,Home,Denver Broncos,8
Tom Brady,New England Patriots,1,13,22,116,1,1,4,5,0,Away,Miami Dolphins,8
Kellen Clemens,St. Louis Rams,1,15,31,158,0,2,2,11,0,Away,Seattle Seahawks,8
Geno Smith,New York Jets,1,20,30,159,0,2,2,8,0,Home,Cincinnati Bengals,8
Matt Barkley,Philadelphia Eagles,1,17,26,158,0,1,0,0,0,Away,New York Giants,8
Matt Simms,New York Jets,1,3,7,17,0,0,3,35,0,Home,Cincinnati Bengals,8
Kirk Cousins,Washington Redskins,1,5,9,48,0,2,1,1,0,Home,Denver Broncos,8
Josh Johnson,Cincinnati Bengals,1,0,0,0,0,0,3,17,0,Away,New York Jets,8
Michael Vick,Philadelphia Eagles,1,6,9,31,0,1,1,1,0,Away,New York Giants,8
Colt McCoy,San Francisco 49ers,1,1,1,13,0,0,0,0,0,Home,Jacksonville Jaguars,8
