Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Andre Johnson,Houston Texans,1,13,9,229,3,0,0,0,Away,Indianapolis Colts,9
Riley Cooper,Philadelphia Eagles,1,6,5,139,3,0,18,0,Home,Oakland Raiders,9
T.Y. Hilton,Indianapolis Colts,1,12,7,121,3,0,0,0,Home,Houston Texans,9
Jerricho Cotchery,Pittsburgh Steelers,1,8,7,96,3,0,0,0,Home,New England Patriots,9
Aaron Dobson,New England Patriots,1,9,5,130,2,0,0,0,Away,Pittsburgh Steelers,9
DeSean Jackson,Philadelphia Eagles,1,6,5,150,1,0,0,0,Home,Oakland Raiders,9
Keenan Allen,San Diego Chargers,1,11,8,128,1,0,0,0,Home,Washington Redskins,9
Danny Amendola,New England Patriots,1,4,4,122,1,0,0,0,Away,Pittsburgh Steelers,9
Marlon Brown,Baltimore Ravens,1,9,5,54,2,0,0,0,Home,Cleveland Browns,9
Pierre Garcon,Washington Redskins,1,11,7,172,0,0,0,0,Away,San Diego Chargers,9
Brandon Marshall,Chicago Bears,1,13,7,107,1,0,0,0,Home,Green Bay Packers,9
Davone Bess,Cleveland Browns,1,4,3,24,2,0,0,0,Away,Baltimore Ravens,9
Doug Baldwin,Seattle Seahawks,1,10,6,75,1,0,0,0,Away,Tampa Bay Buccaneers,9
Antonio Brown,Pittsburgh Steelers,1,9,5,71,1,0,0,0,Home,New England Patriots,9
A.J. Green,Cincinnati Bengals,1,19,11,128,0,0,0,0,Home,Miami Dolphins,9
Marquise Goodwin,Buffalo Bills,1,4,2,64,1,0,0,0,Away,Kansas City Chiefs,9
Greg Little,Cleveland Browns,1,9,7,122,0,0,0,0,Away,Baltimore Ravens,9
Alshon Jeffery,Chicago Bears,1,9,5,60,1,1,1,0,Home,Green Bay Packers,9
Eddie Royal,San Diego Chargers,1,6,4,56,1,0,0,0,Home,Washington Redskins,9
Jermaine Kearse,Seattle Seahawks,1,2,2,43,1,0,0,0,Away,Tampa Bay Buccaneers,9
Emmanuel Sanders,Pittsburgh Steelers,1,11,6,98,0,0,0,0,Home,New England Patriots,9
Rod Streater,Oakland Raiders,1,6,5,98,0,0,0,0,Away,Philadelphia Eagles,9
Terrelle Pryor,Oakland Raiders,1,0,0,0,0,10,94,0,Away,Philadelphia Eagles,9
Robert Meachem,New Orleans Saints,1,5,4,93,0,0,0,0,Home,New York Jets,9
Tiquan Underwood,Tampa Bay Buccaneers,1,3,2,29,1,0,0,0,Home,Seattle Seahawks,9
