Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
DeSean Jackson,Philadelphia Eagles,1,16,10,195,1,0,0,0,Home,Minnesota Vikings,15
Greg Jennings,Minnesota Vikings,1,13,11,163,1,0,0,0,Away,Philadelphia Eagles,15
Dez Bryant,Dallas Cowboys,1,17,11,153,1,0,0,0,Away,Green Bay Packers,15
Julian Edelman,New England Patriots,1,19,13,139,1,0,0,0,Home,Miami Dolphins,15
Pierre Garcon,Washington Redskins,1,10,7,129,1,0,0,0,Home,Atlanta Falcons,15
Andre Caldwell,Denver Broncos,1,10,6,59,2,0,0,0,Away,San Diego Chargers,15
Mike Wallace,Miami Dolphins,1,9,6,105,1,1,13,0,Away,New England Patriots,15
Brandon Marshall,Chicago Bears,1,13,6,95,1,0,0,0,Home,Cleveland Browns,15
Marques Colston,New Orleans Saints,1,13,8,92,1,0,0,0,Home,St. Louis Rams,15
Kendall Wright,Tennessee Titans,1,20,12,150,0,0,0,0,Away,Arizona Cardinals,15
Keenan Allen,San Diego Chargers,1,5,2,29,2,0,0,0,Home,Denver Broncos,15
Robert Woods,Buffalo Bills,1,6,5,82,1,0,0,0,Home,Jacksonville Jaguars,15
Doug Baldwin,Seattle Seahawks,1,7,6,71,1,1,3,0,Home,New York Giants,15
Danny Amendola,New England Patriots,1,14,10,131,0,0,0,0,Home,Miami Dolphins,15
Alshon Jeffery,Chicago Bears,1,5,5,72,1,1,-3,0,Home,Cleveland Browns,15
Antonio Brown,Pittsburgh Steelers,1,6,5,66,1,1,1,0,Away,Cincinnati Bengals,15
Josh Gordon,Cleveland Browns,1,10,3,67,1,0,0,0,Away,Chicago Bears,15
Santana Moss,Washington Redskins,1,9,8,64,1,0,0,0,Home,Atlanta Falcons,15
Jordy Nelson,Green Bay Packers,1,9,5,61,1,0,0,0,Home,Dallas Cowboys,15
Andre Holmes,Oakland Raiders,1,7,4,58,1,0,0,0,Away,Kansas City Chiefs,15
Vincent Jackson,Tampa Bay Buccaneers,1,8,5,58,1,0,0,0,Away,San Francisco 49ers,15
Cordarrelle Patterson,Minnesota Vikings,1,6,5,35,1,2,15,0,Away,Philadelphia Eagles,15
James Jones,Green Bay Packers,1,7,3,49,1,0,0,0,Home,Dallas Cowboys,15
Marvin Jones,Cincinnati Bengals,1,9,5,48,1,0,0,0,Home,Pittsburgh Steelers,15
