Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Michael Johnson,Cincinnati Bengals,1,2,1,1.0,3,1,1,0,Away,Cleveland Browns
Gerald McCoy,Tampa Bay Buccaneers,1,4,1,3.0,1,0,0,0,Away,Atlanta Falcons
Rob Ninkovich,New England Patriots,1,6,3,2.0,0,0,0,0,Home,Carolina Panthers
Jason Pierre-Paul,New York Giants,1,1,2,0.0,1,1,0,0,Away,Green Bay Packers
Kyle Williams,Buffalo Bills,1,3,0,2.0,0,0,1,0,Away,New York Jets
Connor Barwin,Philadelphia Eagles,1,5,1,1.0,1,0,1,0,Away,Washington Redskins
J.J. Watt,Houston Texans,1,5,0,2.0,0,0,0,0,Away,Oakland Raiders
Osi Umenyiora,Atlanta Falcons,1,3,0,2.0,0,0,0,0,Home,Tampa Bay Buccaneers
Clinton McDonald,Seattle Seahawks,1,2,1,0.0,1,1,0,1,Away,Minnesota Vikings
Cliff Avril,Seattle Seahawks,1,1,1,1.0,1,0,1,0,Away,Minnesota Vikings
Akiem Hicks,New Orleans Saints,1,4,3,1.0,0,0,0,0,Away,San Francisco 49ers
Olivier Vernon,Miami Dolphins,1,5,1,1.0,0,0,0,0,Away,San Diego Chargers
Muhammad Wilkerson,New York Jets,1,7,2,0.0,1,0,0,0,Home,Buffalo Bills
Jason Babin,Jacksonville Jaguars,1,4,1,1.0,0,0,0,0,Away,Arizona Cardinals
Greg Hardy,Carolina Panthers,1,3,3,1.0,0,0,0,0,Away,New England Patriots
Ziggy Hood,Pittsburgh Steelers,1,4,1,1.0,0,0,0,0,Away,Detroit Lions
Star Lotulelei,Carolina Panthers,1,4,1,1.0,0,0,0,0,Away,New England Patriots
John Abraham,Arizona Cardinals,1,3,0,1.0,1,0,0,0,Home,Jacksonville Jaguars
Cameron Jordan,New Orleans Saints,1,2,0,1.0,2,0,0,0,Away,San Francisco 49ers
Cheta Ozougwu,Chicago Bears,1,1,0,1.0,0,0,1,0,Away,Baltimore Ravens
Cameron Wake,Miami Dolphins,1,4,0,1.0,0,0,0,0,Away,San Diego Chargers
Fletcher Cox,Philadelphia Eagles,1,4,1,0.0,1,0,0,1,Away,Washington Redskins
Cameron Heyward,Pittsburgh Steelers,1,5,1,0.0,2,0,0,0,Away,Detroit Lions
Calais Campbell,Arizona Cardinals,1,2,0,1.0,1,0,0,0,Home,Jacksonville Jaguars
Carlos Dunlap,Cincinnati Bengals,1,1,2,1.0,1,0,0,0,Away,Cleveland Browns
Roy Miller,Jacksonville Jaguars,1,3,0,1.0,0,0,0,0,Away,Arizona Cardinals
Jared Odrick,Miami Dolphins,1,2,0,1.0,1,0,0,0,Away,San Diego Chargers
Sheldon Richardson,New York Jets,1,5,4,0.0,0,0,0,0,Home,Buffalo Bills
Nick Fairley,Detroit Lions,1,2,1,1.0,0,0,0,0,Home,Pittsburgh Steelers
Andre Branch,Jacksonville Jaguars,1,2,0,1.0,0,0,0,0,Away,Arizona Cardinals
Adrian Clayborn,Tampa Bay Buccaneers,1,5,2,0.0,0,0,0,0,Away,Atlanta Falcons
Wallace Gilberry,Cincinnati Bengals,1,1,2,1.0,0,0,0,0,Away,Cleveland Browns
Malik Jackson,Denver Broncos,1,1,2,0.5,2,0,0,0,Away,Kansas City Chiefs
Thomas Keiser,San Diego Chargers,1,2,0,1.0,0,0,0,0,Home,Miami Dolphins
Sean Lissemore,San Diego Chargers,1,2,0,1.0,0,0,0,0,Home,Miami Dolphins
Mike Neal,Green Bay Packers,1,2,0,1.0,0,0,0,0,Home,New York Giants
Derek Wolfe,Denver Broncos,1,2,0,1.0,0,0,0,0,Away,Kansas City Chiefs
Allen Bailey,Kansas City Chiefs,1,5,1,0.0,0,0,0,0,Home,Denver Broncos
Quinton Coples,New York Jets,1,5,1,0.0,0,0,0,0,Home,Buffalo Bills
Jarvis Jenkins,Washington Redskins,1,3,1,0.5,0,0,0,0,Home,Philadelphia Eagles
Fred Evans,Minnesota Vikings,1,2,0,0.0,0,0,1,0,Home,Seattle Seahawks
Steve McLendon,Pittsburgh Steelers,1,2,0,0.0,0,0,1,0,Away,Detroit Lions
Cory Redding,Indianapolis Colts,1,1,0,1.0,0,0,0,0,Home,Tennessee Titans
Brian Robison,Minnesota Vikings,1,1,0,1.0,0,0,0,0,Home,Seattle Seahawks
Cedric Thornton,Philadelphia Eagles,1,5,0,0.0,0,0,0,0,Away,Washington Redskins
Deangelo Tyson,Baltimore Ravens,1,1,0,1.0,0,0,0,0,Home,Chicago Bears
Tony McDaniel,Seattle Seahawks,1,2,5,0.0,0,0,0,0,Away,Minnesota Vikings
Ropati Pitoitua,Tennessee Titans,1,4,1,0.0,0,0,0,0,Away,Indianapolis Colts
Kawann Short,Carolina Panthers,1,1,1,0.0,0,0,1,0,Away,New England Patriots
Corey Wootton,Chicago Bears,1,3,1,0.0,1,0,0,0,Away,Baltimore Ravens
