Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Knowshon Moreno,Denver Broncos,1,37,224,1,1,1,6,0,Home,New England Patriots,12
Jamaal Charles,Kansas City Chiefs,1,14,115,2,6,4,42,0,Away,San Diego Chargers,12
Eddie Lacy,Green Bay Packers,1,25,110,1,6,6,48,0,Away,Minnesota Vikings,12
Adrian Peterson,Minnesota Vikings,1,32,146,1,1,1,2,0,Home,Green Bay Packers,12
Maurice Jones-Drew,Jacksonville Jaguars,1,14,84,1,6,6,60,0,Home,Houston Texans,12
Danny Woodhead,San Diego Chargers,1,6,25,1,4,4,45,1,Home,Kansas City Chiefs,12
Benny Cunningham,St. Louis Rams,1,13,109,1,0,0,0,0,Away,Chicago Bears,12
Zac Stacy,St. Louis Rams,1,12,87,1,2,1,10,0,Away,Chicago Bears,12
Steven Jackson,Atlanta Falcons,1,16,63,1,4,3,16,0,Away,New Orleans Saints,12
Andre Brown,New York Giants,1,21,127,0,4,4,11,0,Away,Dallas Cowboys,12
Rashard Mendenhall,Arizona Cardinals,1,13,54,1,2,1,24,0,Away,Indianapolis Colts,12
Pierre Thomas,New Orleans Saints,1,10,73,0,6,5,57,0,Home,Atlanta Falcons,12
Brandon Bolden,New England Patriots,1,13,58,1,1,1,11,0,Away,Denver Broncos,12
DeMarco Murray,Dallas Cowboys,1,14,86,0,3,3,40,0,Home,New York Giants,12
Ryan Mathews,San Diego Chargers,1,14,55,1,2,2,10,0,Home,Kansas City Chiefs,12
Rashad Jennings,Oakland Raiders,1,16,73,0,5,4,49,0,Away,Tennessee Titans,12
Marcel Reece,Oakland Raiders,1,5,14,0,5,4,44,1,Away,Tennessee Titans,12
Matt Forte,Chicago Bears,1,16,77,0,9,7,40,0,Home,St. Louis Rams,12
Reggie Bush,Detroit Lions,1,15,83,0,7,4,17,0,Away,Tampa Bay Buccaneers,12
Le'Veon Bell,Pittsburgh Steelers,1,23,80,0,5,2,18,0,Home,Cleveland Browns,12
Toby Gerhart,Minnesota Vikings,1,8,91,0,1,1,5,0,Home,Green Bay Packers,12
