Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Tashaun Gipson,Cleveland Browns,1,5,3,0.0,2,2,0,0,Away,Chicago Bears
Captain Munnerlyn,Carolina Panthers,1,4,0,2.0,1,1,0,0,Away,New York Jets
Antoine Cason,Arizona Cardinals,1,2,2,0.0,2,2,0,0,Home,Tennessee Titans
Eric Berry,Kansas City Chiefs,1,1,1,0.0,2,2,0,0,Home,Oakland Raiders
Zackary Bowman,Chicago Bears,1,1,0,0.0,2,2,0,0,Home,Cleveland Browns
Richard Sherman,Seattle Seahawks,1,2,0,0.0,3,2,0,1,Home,New York Giants
Tramon Williams,Green Bay Packers,1,8,1,0.0,2,1,0,0,Home,Dallas Cowboys
Johnathan Joseph,Houston Texans,1,9,0,0.0,1,1,0,0,Home,Indianapolis Colts
Matt Elam,Baltimore Ravens,1,7,3,0.0,1,1,0,0,Home,Detroit Lions
Nickell Robey,Buffalo Bills,1,5,1,1.0,0,0,1,1,Home,Jacksonville Jaguars
Darius Butler,Indianapolis Colts,1,1,0,0.0,3,2,0,0,Away,Houston Texans
Byron Maxwell,Seattle Seahawks,1,1,0,0.0,3,2,0,0,Home,New York Giants
Sam Shields,Green Bay Packers,1,5,0,0.0,3,1,0,0,Home,Dallas Cowboys
Aaron Williams,Buffalo Bills,1,4,0,0.0,1,1,1,0,Home,Jacksonville Jaguars
Antrel Rolle,New York Giants,1,6,1,0.0,1,1,0,0,Away,Seattle Seahawks
Trumaine Johnson,St. Louis Rams,1,6,0,0.0,1,1,0,0,Away,New Orleans Saints
Leodis McKelvin,Buffalo Bills,1,8,0,0.0,1,0,1,0,Home,Jacksonville Jaguars
William Moore,Atlanta Falcons,1,3,2,0.0,1,1,0,1,Away,Washington Redskins
Glover Quin,Detroit Lions,1,4,0,1.0,1,0,1,0,Away,Baltimore Ravens
Desmond Trufant,Atlanta Falcons,1,3,4,0.0,2,1,0,0,Away,Washington Redskins
Kyle Arrington,New England Patriots,1,7,1,1.0,0,0,0,0,Home,Miami Dolphins
Marcus Gilchrist,San Diego Chargers,1,6,0,1.0,1,0,0,0,Home,Denver Broncos
Adam Jones,Cincinnati Bengals,1,4,1,0.0,1,1,0,0,Home,Pittsburgh Steelers
T.J. McDonald,St. Louis Rams,1,4,1,0.0,1,1,0,0,Away,New Orleans Saints
Antoine Bethea,Indianapolis Colts,1,5,2,1.0,0,0,0,0,Away,Houston Texans
Ryan Mundy,New York Giants,1,5,2,1.0,0,0,0,0,Away,Seattle Seahawks
T.J. Ward,Cleveland Browns,1,5,4,0.0,1,0,0,1,Away,Chicago Bears
Barry Church,Dallas Cowboys,1,8,3,0.0,0,0,0,0,Away,Green Bay Packers
Sterling Moore,Dallas Cowboys,1,1,0,0.0,3,1,0,0,Away,Green Bay Packers
Eric Reid,San Francisco 49ers,1,3,0,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Orlando Scandrick,Dallas Cowboys,1,4,2,1.0,0,0,0,0,Away,Green Bay Packers
Shareece Wright,San Diego Chargers,1,7,0,0.0,2,0,0,0,Home,Denver Broncos
Chris Clemons,Miami Dolphins,1,6,3,0.0,1,0,0,0,Away,New England Patriots
LaRon Landry,Indianapolis Colts,1,8,1,0.0,0,0,0,0,Away,Houston Texans
Troy Polamalu,Pittsburgh Steelers,1,4,1,0.0,1,0,1,0,Away,Cincinnati Bengals
Jimmy Smith,Baltimore Ravens,1,6,1,0.0,2,0,0,0,Home,Detroit Lions
Earl Thomas,Seattle Seahawks,1,1,3,0.0,1,1,0,0,Home,New York Giants
Robert Blanton,Minnesota Vikings,1,8,0,0.0,0,0,0,0,Away,Philadelphia Eagles
Stephon Gilmore,Buffalo Bills,1,2,0,0.0,1,1,0,0,Home,Jacksonville Jaguars
Janoris Jenkins,St. Louis Rams,1,6,0,0.0,2,0,0,0,Away,New Orleans Saints
Dawan Landry,New York Jets,1,7,2,0.0,0,0,0,0,Home,Carolina Panthers
Bernard Pollard,Tennessee Titans,1,5,2,0.5,0,0,0,0,Away,Arizona Cardinals
Darian Stewart,St. Louis Rams,1,6,0,0.0,2,0,0,0,Away,New Orleans Saints
Keith Tandy,Tampa Bay Buccaneers,1,5,0,0.0,0,0,1,0,Away,San Francisco 49ers
Ike Taylor,Pittsburgh Steelers,1,5,2,0.0,2,0,0,0,Away,Cincinnati Bengals
Cortez Allen,Pittsburgh Steelers,1,6,1,0.0,1,0,0,0,Away,Cincinnati Bengals
Will Hill,New York Giants,1,7,1,0.0,0,0,0,0,Away,Seattle Seahawks
Jeremy Lane,Seattle Seahawks,1,6,1,0.0,1,0,0,0,Home,New York Giants
Kendrick Lewis,Kansas City Chiefs,1,6,1,0.0,1,0,0,0,Home,Oakland Raiders
Robert Alford,Atlanta Falcons,1,5,4,0.0,0,0,0,0,Away,Washington Redskins
