Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Sean Lee,Dallas Cowboys,1,7,3,0.0,2,2,0,0,Home,Detroit Lions
David Hawthorne,New Orleans Saints,1,8,0,1.0,0,0,1,0,Away,Buffalo Bills
Craig Robertson,Cleveland Browns,1,11,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Lavonte David,Tampa Bay Buccaneers,1,9,3,1.0,0,0,0,0,Away,Carolina Panthers
Junior Galette,New Orleans Saints,1,5,1,1.0,0,0,1,1,Away,Buffalo Bills
Sio Moore,Oakland Raiders,1,5,1,2.0,0,0,0,0,Away,Pittsburgh Steelers
Daryl Washington,Arizona Cardinals,1,5,1,0.0,3,1,0,0,Away,Atlanta Falcons
Derrick Johnson,Kansas City Chiefs,1,12,0,0.0,1,0,0,0,Away,Cleveland Browns
Danny Trevathan,Denver Broncos,1,6,4,0.0,1,0,1,0,Away,Washington Redskins
Dont'a Hightower,New England Patriots,1,5,5,1.0,0,0,0,0,Away,Miami Dolphins
D'Qwell Jackson,Cleveland Browns,1,7,1,1.0,0,0,0,0,Home,Kansas City Chiefs
Mychal Kendricks,Philadelphia Eagles,1,11,1,0.0,0,0,0,0,Away,New York Giants
Von Miller,Denver Broncos,1,4,1,1.0,0,0,1,0,Away,Washington Redskins
Navorro Bowman,San Francisco 49ers,1,10,0,0.0,1,0,0,0,Home,Jacksonville Jaguars
Paul Posluszny,Jacksonville Jaguars,1,10,2,0.0,0,0,0,0,Away,San Francisco 49ers
Chad Greenway,Minnesota Vikings,1,6,1,1.0,0,0,0,0,Away,Green Bay Packers
Erin Henderson,Minnesota Vikings,1,7,7,0.0,0,0,0,0,Away,Green Bay Packers
Perry Riley,Washington Redskins,1,10,1,0.0,0,0,0,0,Home,Denver Broncos
Vontaze Burfict,Cincinnati Bengals,1,7,4,0.0,1,0,0,0,Away,New York Jets
Thomas Davis,Carolina Panthers,1,7,0,0.0,3,0,0,0,Home,Tampa Bay Buccaneers
Lawrence Timmons,Pittsburgh Steelers,1,6,2,0.0,0,0,1,0,Home,Oakland Raiders
Kiko Alonso,Buffalo Bills,1,8,3,0.0,0,0,0,0,Home,New Orleans Saints
Karlos Dansby,Arizona Cardinals,1,8,1,0.0,1,0,0,0,Away,Atlanta Falcons
Lamarr Houston,Oakland Raiders,1,5,0,1.0,0,0,0,0,Away,Pittsburgh Steelers
Ryan Kerrigan,Washington Redskins,1,2,0,1.0,0,0,1,0,Home,Denver Broncos
Patrick Willis,San Francisco 49ers,1,6,0,0.0,0,0,1,0,Home,Jacksonville Jaguars
James Harrison,Cincinnati Bengals,1,2,4,1.0,0,0,0,0,Away,New York Jets
Dan Skuta,San Francisco 49ers,1,6,0,0.0,0,0,0,1,Home,Jacksonville Jaguars
Stephen Tulloch,Detroit Lions,1,7,1,0.0,0,0,0,0,Away,Dallas Cowboys
Marcus Benard,Arizona Cardinals,1,3,0,1.0,0,0,0,0,Away,Atlanta Falcons
Curtis Lofton,New Orleans Saints,1,6,2,0.0,0,0,0,0,Away,Buffalo Bills
Joplo Bartu,Atlanta Falcons,1,4,1,0.5,0,0,0,0,Home,Arizona Cardinals
Dannell Ellerbe,Miami Dolphins,1,2,9,0.0,0,0,0,0,Home,New England Patriots
Rob Jackson,Washington Redskins,1,2,1,1.0,0,0,0,0,Home,Denver Broncos
Luke Kuechly,Carolina Panthers,1,5,3,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Jamari Lattimore,Green Bay Packers,1,2,1,1.0,0,0,0,0,Home,Minnesota Vikings
Shaun Phillips,Denver Broncos,1,0,1,0.0,1,1,0,0,Away,Washington Redskins
DeMeco Ryans,Philadelphia Eagles,1,5,1,0.0,1,0,0,0,Away,New York Giants
Brandon Spikes,New England Patriots,1,4,5,0.0,0,0,0,0,Away,Miami Dolphins
Dane Fletcher,New England Patriots,1,1,2,1.0,0,0,0,0,Away,Miami Dolphins
Jerry Hughes,Buffalo Bills,1,2,0,1.0,0,0,0,0,Home,New Orleans Saints
Paul Kruger,Cleveland Browns,1,2,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Paul Worrilow,Atlanta Falcons,1,6,0,0.0,0,0,0,0,Home,Arizona Cardinals
London Fletcher,Washington Redskins,1,5,1,0.0,0,0,0,0,Home,Denver Broncos
Geno Hayes,Jacksonville Jaguars,1,5,1,0.0,0,0,0,0,Away,San Francisco 49ers
Nick Roach,Oakland Raiders,1,3,3,0.0,1,0,0,0,Away,Pittsburgh Steelers
Bobby Wagner,Seattle Seahawks,1,5,1,0.0,0,0,0,0,Home,St. Louis Rams
Russell Allen,Jacksonville Jaguars,1,3,0,0.0,0,0,0,1,Away,San Francisco 49ers
Justin Houston,Kansas City Chiefs,1,1,0,1.0,0,0,0,0,Away,Cleveland Browns
Chandler Jones,New England Patriots,1,4,2,0.0,0,0,0,0,Away,Miami Dolphins
