Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Eric Decker,Denver Broncos,1,17,10,131,2,0,0,0,Home,Houston Texans,16
A.J. Green,Cincinnati Bengals,1,12,7,97,2,0,0,0,Away,Minnesota Vikings,16
Pierre Garcon,Washington Redskins,1,18,11,144,1,0,0,0,Away,Dallas Cowboys,16
Roddy White,Atlanta Falcons,1,15,12,141,1,0,0,0,Home,San Francisco 49ers,16
Demaryius Thomas,Denver Broncos,1,14,8,123,1,0,0,0,Home,Houston Texans,16
Nate Washington,Tennessee Titans,1,8,6,117,1,0,0,0,Home,Jacksonville Jaguars,16
David Nelson,New York Jets,1,5,4,33,2,0,0,0,Away,Cleveland Browns,16
Jerrel Jernigan,New York Giants,1,12,6,80,1,0,0,0,Home,Detroit Lions,16
Dez Bryant,Dallas Cowboys,1,11,4,73,1,0,0,0,Home,Washington Redskins,16
Anquan Boldin,San Francisco 49ers,1,7,6,72,1,0,0,0,Away,Atlanta Falcons,16
Stedman Bailey,St. Louis Rams,1,5,3,44,0,1,27,1,Away,Tampa Bay Buccaneers,16
Mike Brown,Jacksonville Jaguars,1,6,5,71,1,0,0,0,Away,Tennessee Titans,16
Cordarrelle Patterson,Minnesota Vikings,1,7,3,8,0,3,54,1,Home,Cincinnati Bengals,16
Josh Gordon,Cleveland Browns,1,16,6,97,0,1,22,0,Home,New York Jets,16
Jarrett Boykin,Green Bay Packers,1,13,5,54,1,0,0,0,Away,Pittsburgh Steelers,16
Riley Cooper,Philadelphia Eagles,1,3,3,53,1,0,0,0,Away,Chicago Bears,16
Mohamed Sanu,Cincinnati Bengals,1,6,4,35,1,3,12,0,Away,Minnesota Vikings,16
Antonio Brown,Pittsburgh Steelers,1,13,6,105,0,0,0,0,Home,Green Bay Packers,16
Michael Crabtree,San Francisco 49ers,1,7,5,102,0,0,0,0,Away,Atlanta Falcons,16
Vincent Jackson,Tampa Bay Buccaneers,1,10,5,98,0,0,0,0,Home,St. Louis Rams,16
Brandon Marshall,Chicago Bears,1,9,4,36,1,0,0,0,Home,Philadelphia Eagles,16
Jarius Wright,Minnesota Vikings,1,2,1,36,1,0,0,0,Home,Cincinnati Bengals,16
Keshawn Martin,Houston Texans,1,6,4,35,1,0,0,0,Away,Denver Broncos,16
Michael Floyd,Arizona Cardinals,1,5,1,31,1,0,0,0,Home,Seattle Seahawks,16
Marvin Jones,Cincinnati Bengals,1,7,6,85,0,2,6,0,Away,Minnesota Vikings,16
Keenan Allen,San Diego Chargers,1,7,3,26,1,0,0,0,Away,Oakland Raiders,16
James Jones,Green Bay Packers,1,12,9,84,0,0,0,0,Away,Pittsburgh Steelers,16
Terrance Williams,Dallas Cowboys,1,6,4,84,0,0,0,0,Home,Washington Redskins,16
Griff Whalen,Indianapolis Colts,1,8,7,80,0,0,0,0,Home,Kansas City Chiefs,16
Domenik Hixon,Carolina Panthers,1,3,2,18,1,0,0,0,Away,New Orleans Saints,16
Jeremy Kerley,New York Jets,1,11,5,70,0,1,8,0,Away,Cleveland Browns,16
Julian Edelman,New England Patriots,1,11,7,77,0,0,0,0,Home,Baltimore Ravens,16
Alshon Jeffery,Chicago Bears,1,9,6,76,0,0,0,0,Home,Philadelphia Eagles,16
Ted Ginn Jr.,Carolina Panthers,1,4,2,66,0,1,7,0,Away,New Orleans Saints,16
Andre Holmes,Oakland Raiders,1,8,5,71,0,0,0,0,Home,San Diego Chargers,16
Drew Davis,Atlanta Falcons,1,3,3,70,0,0,0,0,Home,San Francisco 49ers,16
Robert Woods,Buffalo Bills,1,5,3,70,0,0,0,0,Away,Miami Dolphins,16
Torrey Smith,Baltimore Ravens,1,8,3,69,0,0,0,0,Away,New England Patriots,16
Emmanuel Sanders,Pittsburgh Steelers,1,2,2,7,1,0,0,0,Home,Green Bay Packers,16
Marques Colston,New Orleans Saints,1,10,5,63,0,0,0,0,Home,Carolina Panthers,16
Andre Johnson,Houston Texans,1,13,4,63,0,0,0,0,Away,Denver Broncos,16
Eddie Royal,San Diego Chargers,1,4,4,54,0,0,0,0,Away,Oakland Raiders,16
Brian Hartline,Miami Dolphins,1,10,2,53,0,0,0,0,Home,Buffalo Bills,16
T.Y. Hilton,Indianapolis Colts,1,7,5,52,0,0,0,0,Home,Kansas City Chiefs,16
Hakeem Nicks,New York Giants,1,7,4,52,0,0,0,0,Home,Detroit Lions,16
Marlon Brown,Baltimore Ravens,1,7,4,51,0,0,0,0,Away,New England Patriots,16
Lance Moore,New Orleans Saints,1,3,3,47,0,0,0,0,Home,Carolina Panthers,16
Dwayne Bowe,Kansas City Chiefs,1,10,5,46,0,0,0,0,Away,Indianapolis Colts,16
Harry Douglas,Atlanta Falcons,1,9,5,46,0,0,0,0,Home,San Francisco 49ers,16
Jordy Nelson,Green Bay Packers,1,5,3,46,0,0,0,0,Away,Pittsburgh Steelers,16
Danny Amendola,New England Patriots,1,3,2,45,0,0,0,0,Home,Baltimore Ravens,16
Steve Smith,Carolina Panthers,1,2,1,44,0,0,0,0,Away,New Orleans Saints,16
Calvin Johnson,Detroit Lions,1,4,3,43,0,0,0,0,Away,New York Giants,16
Da'Rick Rogers,Indianapolis Colts,1,6,4,42,0,0,0,0,Home,Kansas City Chiefs,16
DeSean Jackson,Philadelphia Eagles,1,5,4,29,0,2,12,0,Away,Chicago Bears,16
Rueben Randle,New York Giants,1,9,4,40,0,0,0,0,Home,Detroit Lions,16
Vincent Brown,San Diego Chargers,1,5,2,38,0,0,0,0,Away,Oakland Raiders,16
Jermaine Kearse,Seattle Seahawks,1,7,3,38,0,0,0,0,Away,Arizona Cardinals,16
Mike Wallace,Miami Dolphins,1,11,4,38,0,0,0,0,Home,Buffalo Bills,16
Andrew Hawkins,Cincinnati Bengals,1,3,3,37,0,0,0,0,Away,Minnesota Vikings,16
Golden Tate,Seattle Seahawks,1,3,2,34,0,0,0,0,Away,Arizona Cardinals,16
Donnie Avery,Kansas City Chiefs,1,4,3,32,0,0,0,0,Away,Indianapolis Colts,16
Cole Beasley,Dallas Cowboys,1,2,2,29,0,0,0,0,Home,Washington Redskins,16
Kevin Ogletree,Detroit Lions,1,4,2,29,0,0,0,0,Away,New York Giants,16
Greg Jennings,Minnesota Vikings,1,6,4,27,0,0,0,0,Home,Cincinnati Bengals,16
Jason Avant,Philadelphia Eagles,1,3,3,26,0,0,0,0,Away,Chicago Bears,16
Josh Cooper,Cleveland Browns,1,6,4,26,0,0,0,0,Home,New York Jets,16
Kenny Stills,New Orleans Saints,1,4,2,23,0,1,3,0,Home,Carolina Panthers,16
