Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Pierre Thomas,New Orleans Saints,1,6,24,0,10,7,66,0,Home,New York Jets,9
Ben Tate,Houston Texans,1,22,81,0,2,1,-2,0,Away,Indianapolis Colts,9
Steven Jackson,Atlanta Falcons,1,13,57,0,4,3,19,0,Home,Carolina Panthers,9
BenJarvus Green-Ellis,Cincinnati Bengals,1,21,72,0,0,0,0,0,Home,Miami Dolphins,9
Brian Leonard,Tampa Bay Buccaneers,1,5,20,0,4,4,48,0,Home,Seattle Seahawks,9
Jonathan Stewart,Carolina Panthers,1,9,43,0,3,3,22,0,Away,Atlanta Falcons,9
Bryce Brown,Philadelphia Eagles,1,7,54,0,1,1,6,0,Home,Oakland Raiders,9
DeAngelo Williams,Carolina Panthers,1,13,42,0,2,2,12,0,Away,Atlanta Falcons,9
Jonathan Dwyer,Pittsburgh Steelers,1,1,30,0,1,1,23,0,Home,New England Patriots,9
Trent Richardson,Indianapolis Colts,1,8,20,0,3,2,33,0,Home,Houston Texans,9
DeMarco Murray,Dallas Cowboys,1,4,31,0,7,6,19,0,Away,Minnesota Vikings,9
Donald Brown,Indianapolis Colts,1,6,49,0,2,0,0,0,Home,Houston Texans,9
Jacquizz Rodgers,Atlanta Falcons,1,5,19,0,6,6,25,0,Home,Carolina Panthers,9
Daniel Thomas,Miami Dolphins,1,12,38,0,2,1,4,0,Away,Cincinnati Bengals,9
Michael Bush,Chicago Bears,1,7,25,0,1,1,15,0,Home,Green Bay Packers,9
Chris Ogbonnaya,Cleveland Browns,1,0,0,0,6,5,39,0,Away,Baltimore Ravens,9
Ray Rice,Baltimore Ravens,1,11,17,0,4,3,21,0,Home,Cleveland Browns,9
Robert Turbin,Seattle Seahawks,1,8,37,0,0,0,0,0,Away,Tampa Bay Buccaneers,9
Brandon Bolden,New England Patriots,1,3,36,0,0,0,0,0,Away,Pittsburgh Steelers,9
Dennis Johnson,Houston Texans,1,8,36,0,0,0,0,0,Away,Indianapolis Colts,9
Ryan Mathews,San Diego Chargers,1,7,34,0,0,0,0,0,Home,Washington Redskins,9
Willis McGahee,Cleveland Browns,1,21,31,0,0,0,0,0,Away,Baltimore Ravens,9
Roy Helu,Washington Redskins,1,2,23,0,1,1,6,0,Away,San Diego Chargers,9
Bilal Powell,New York Jets,1,9,29,0,3,0,0,0,Away,New Orleans Saints,9
Fozzy Whittaker,Cleveland Browns,1,2,11,0,4,3,13,0,Away,Baltimore Ravens,9
Marcel Reece,Oakland Raiders,1,1,0,0,2,2,22,0,Away,Philadelphia Eagles,9
Mark Ingram,New Orleans Saints,1,4,19,0,1,0,0,0,Home,New York Jets,9
Tashard Choice,Buffalo Bills,1,5,17,0,1,0,0,0,Away,Kansas City Chiefs,9
Darren McFadden,Oakland Raiders,1,5,12,0,2,1,3,0,Away,Philadelphia Eagles,9
Erik Lorig,Tampa Bay Buccaneers,1,0,0,0,3,3,14,0,Home,Seattle Seahawks,9
Tommy Bohanon,New York Jets,1,0,0,0,2,1,11,0,Away,New Orleans Saints,9
Benny Cunningham,St. Louis Rams,1,3,11,0,0,0,0,0,Away,Tennessee Titans,9
Lance Dunbar,Dallas Cowboys,1,3,-6,0,3,3,17,0,Away,Minnesota Vikings,9
Jerome Felton,Minnesota Vikings,1,0,0,0,1,1,11,0,Home,Dallas Cowboys,9
Bernard Pierce,Baltimore Ravens,1,6,11,0,0,0,0,0,Home,Cleveland Browns,9
Felix Jones,Pittsburgh Steelers,1,1,5,0,3,1,4,0,Home,New England Patriots,9
Jed Collins,New Orleans Saints,1,1,7,0,1,0,0,0,Home,New York Jets,9
Toby Gerhart,Minnesota Vikings,1,0,0,0,1,1,6,0,Home,Dallas Cowboys,9
Dexter McCluster,Kansas City Chiefs,1,1,-4,0,4,2,9,0,Home,Buffalo Bills,9
Frank Summers,Buffalo Bills,1,1,4,0,0,0,0,0,Away,Kansas City Chiefs,9
Joseph Randle,Dallas Cowboys,1,1,3,0,0,0,0,0,Away,Minnesota Vikings,9
Vonta Leach,Baltimore Ravens,1,1,2,0,0,0,0,0,Home,Cleveland Browns,9
Anthony Sherman,Kansas City Chiefs,1,1,2,0,0,0,0,0,Home,Buffalo Bills,9
Darren Sproles,New Orleans Saints,1,0,0,0,1,1,2,0,Home,New York Jets,9
Stanley Havili,Indianapolis Colts,1,0,0,0,1,1,1,0,Home,Houston Texans,9
Arian Foster,Houston Texans,1,0,0,0,1,0,0,0,Away,Indianapolis Colts,9
Greg Jones,Houston Texans,1,0,0,0,1,0,0,0,Away,Indianapolis Colts,9
