Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Garrett Graham,Houston Texans,1,13,7,136,1,Away,Oakland Raiders,11
Delanie Walker,Tennessee Titans,1,10,10,91,1,Away,Indianapolis Colts,11
Charles Clay,Miami Dolphins,1,7,6,90,1,Away,San Diego Chargers,11
Rob Gronkowski,New England Patriots,1,7,5,59,1,Home,Carolina Panthers,11
Mychal Rivera,Oakland Raiders,1,6,5,54,1,Home,Houston Texans,11
Antonio Gates,San Diego Chargers,1,6,4,52,1,Home,Miami Dolphins,11
Greg Olsen,Carolina Panthers,1,8,5,52,1,Away,New England Patriots,11
Coby Fleener,Indianapolis Colts,1,10,8,107,0,Home,Tennessee Titans,11
Julius Thomas,Denver Broncos,1,5,3,43,1,Away,Kansas City Chiefs,11
Anthony Fasano,Kansas City Chiefs,1,4,4,37,1,Home,Denver Broncos,11
Vernon Davis,San Francisco 49ers,1,5,4,33,1,Home,New Orleans Saints,11
Jermaine Gresham,Cincinnati Bengals,1,6,2,27,1,Away,Cleveland Browns,11
Jeff Cumberland,New York Jets,1,4,3,25,1,Home,Buffalo Bills,11
Ladarius Green,San Diego Chargers,1,5,4,81,0,Home,Miami Dolphins,11
Robert Housler,Arizona Cardinals,1,9,6,70,0,Home,Jacksonville Jaguars,11
John Carlson,Minnesota Vikings,1,7,5,69,0,Home,Seattle Seahawks,11
Zach Miller,Seattle Seahawks,1,5,4,69,0,Away,Minnesota Vikings,11
Heath Miller,Pittsburgh Steelers,1,10,8,67,0,Away,Detroit Lions,11
Alex Smith,Cincinnati Bengals,1,1,1,2,1,Away,Cleveland Browns,11
Tony Gonzalez,Atlanta Falcons,1,8,6,51,0,Home,Tampa Bay Buccaneers,11
Martellus Bennett,Chicago Bears,1,2,2,48,0,Away,Baltimore Ravens,11
Brent Celek,Philadelphia Eagles,1,1,1,42,0,Away,Washington Redskins,11
Jimmy Graham,New Orleans Saints,1,11,6,41,0,Away,San Francisco 49ers,11
Scott Chandler,Buffalo Bills,1,3,2,40,0,Away,New York Jets,11
Sean McGrath,Kansas City Chiefs,1,3,2,40,0,Home,Denver Broncos,11
Brandon Pettigrew,Detroit Lions,1,5,3,37,0,Home,Pittsburgh Steelers,11
Clay Harbor,Jacksonville Jaguars,1,5,3,32,0,Away,Arizona Cardinals,11
Brandon Myers,New York Giants,1,4,3,32,0,Away,Green Bay Packers,11
Dallas Clark,Baltimore Ravens,1,4,2,31,0,Home,Chicago Bears,11
Zach Ertz,Philadelphia Eagles,1,3,2,31,0,Away,Washington Redskins,11
Jake Ballard,Arizona Cardinals,1,1,1,29,0,Home,Jacksonville Jaguars,11
Jordan Cameron,Cleveland Browns,1,7,6,29,0,Home,Cincinnati Bengals,11
Brandon Bostick,Green Bay Packers,1,1,1,26,0,Home,New York Giants,11
Marcedes Lewis,Jacksonville Jaguars,1,7,3,23,0,Away,Arizona Cardinals,11
Jim Dray,Arizona Cardinals,1,2,2,18,0,Home,Jacksonville Jaguars,11
Andrew Quarless,Green Bay Packers,1,3,2,18,0,Home,New York Giants,11
Kellen Winslow,New York Jets,1,1,1,17,0,Home,Buffalo Bills,11
Ed Dickson,Baltimore Ravens,1,3,1,16,0,Home,Chicago Bears,11
Tyler Eifert,Cincinnati Bengals,1,1,1,15,0,Away,Cleveland Browns,11
Joseph Fauria,Detroit Lions,1,2,1,14,0,Home,Pittsburgh Steelers,11
John Phillips,San Diego Chargers,1,1,1,13,0,Home,Miami Dolphins,11
Tim Wright,Tampa Bay Buccaneers,1,2,1,13,0,Away,Atlanta Falcons,11
Gary Barnidge,Cleveland Browns,1,1,1,12,0,Home,Cincinnati Bengals,11
Jordan Reed,Washington Redskins,1,1,1,12,0,Home,Philadelphia Eagles,11
Weslye Saunders,Indianapolis Colts,1,3,1,11,0,Home,Tennessee Titans,11
Vance McDonald,San Francisco 49ers,1,2,1,10,0,Home,New Orleans Saints,11
Luke Willson,Seattle Seahawks,1,1,1,7,0,Away,Minnesota Vikings,11
Levine Toilolo,Atlanta Falcons,1,2,1,6,0,Home,Tampa Bay Buccaneers,11
Tom Crabtree,Tampa Bay Buccaneers,1,1,1,5,0,Away,Atlanta Falcons,11
Michael Hoomanawanui,New England Patriots,1,1,1,2,0,Home,Carolina Panthers,11
Lee Smith,Buffalo Bills,1,2,1,1,0,Away,New York Jets,11
Matthew Mulligan,New England Patriots,1,1,0,0,0,Home,Carolina Panthers,11
Bear Pascoe,New York Giants,1,1,0,0,0,Away,Green Bay Packers,11
Logan Paulsen,Washington Redskins,1,3,0,0,0,Home,Philadelphia Eagles,11
David Paulson,Pittsburgh Steelers,1,2,0,0,0,Away,Detroit Lions,11
Craig Stevens,Tennessee Titans,1,1,0,0,0,Away,Indianapolis Colts,11
